contract_id,segment,booked_month,term_months,acv,tcv,billing
K00483,smb,2025-08,12,14703.93,14703.93,quarterly
K00484,smb,2025-08,12,11300.26,11300.26,annual
K00485,smb,2025-08,12,16204.13,16204.13,annual
K00486,smb,2025-08,12,14372.17,14372.17,monthly
K00487,smb,2025-08,12,13172.43,13172.43,quarterly
K00488,enterprise,2025-08,24,314600.02,629200.04,annual
K00489,enterprise,2025-08,24,204738.31,409476.62,annual
K00490,enterprise,2025-08,12,101428.42,101428.42,annual
K00491,mid_market,2025-08,24,23772.57,47545.14,annual
K00492,smb,2025-08,12,4373.76,4373.76,quarterly
K00493,mid_market,2025-08,24,42390.87,84781.74,annual
K00494,enterprise,2025-08,36,192148.17,576444.51,annual
K00495,mid_market,2025-08,12,20663.92,20663.92,annual
K00496,smb,2025-08,12,4654.77,4654.77,annual
K00497,mid_market,2025-08,24,71039.55,142079.1,annual
K00498,smb,2025-08,12,13286.89,13286.89,monthly
K00499,smb,2025-08,12,16527.66,16527.66,monthly
K00500,mid_market,2025-09,12,74291.54,74291.54,quarterly
K00501,enterprise,2025-09,24,91907.82,183815.64,annual
K00502,mid_market,2025-09,12,45212.61,45212.61,quarterly
K00503,smb,2025-09,12,10677.58,10677.58,annual
K00504,enterprise,2025-09,36,92670.61,278011.83,annual
K00505,smb,2025-09,12,6029.73,6029.73,monthly
K00506,mid_market,2025-09,12,36030.91,36030.91,annual
K00507,mid_market,2025-09,12,39162.17,39162.17,quarterly
K00508,enterprise,2025-09,24,303162.91,606325.82,annual
K00509,mid_market,2025-09,24,67501.0,135002.0,monthly
K00510,mid_market,2025-09,12,49239.38,49239.38,annual
K00511,smb,2025-09,12,3083.98,3083.98,annual
K00512,mid_market,2025-09,24,54433.0,108866.0,monthly
K00513,enterprise,2025-09,36,216094.38,648283.14,annual
K00514,mid_market,2025-09,24,45028.19,90056.38,monthly
K00515,smb,2025-09,12,9526.11,9526.11,quarterly
K00516,smb,2025-09,12,8041.01,8041.01,annual
K00517,enterprise,2025-09,36,367742.56,1103227.68,quarterly
K00518,mid_market,2025-09,12,56543.9,56543.9,annual
K00519,smb,2025-09,12,13429.67,13429.67,annual
K00520,smb,2025-09,12,16506.77,16506.77,annual
K00521,smb,2025-09,12,12305.57,12305.57,monthly
K00522,smb,2025-09,12,10801.22,10801.22,annual
K00523,mid_market,2025-09,12,44858.77,44858.77,quarterly
K00524,smb,2025-09,12,3768.0,3768.0,annual
K00525,smb,2025-09,12,6085.74,6085.74,quarterly
K00526,enterprise,2025-09,24,86873.67,173747.34,annual
K00527,enterprise,2025-09,12,377379.5,377379.5,annual
K00528,smb,2025-09,12,14516.3,14516.3,monthly
K00529,mid_market,2025-09,24,25393.48,50786.96,annual
K00530,smb,2025-09,12,14198.41,14198.41,monthly
K00531,mid_market,2025-09,12,45905.27,45905.27,quarterly
K00532,smb,2025-09,12,14844.4,14844.4,quarterly
K00533,smb,2025-09,12,13201.14,13201.14,quarterly
K00534,smb,2025-09,12,9027.96,9027.96,monthly
K00535,mid_market,2025-09,12,52402.49,52402.49,annual
K00536,mid_market,2025-09,12,77621.12,77621.12,quarterly
K00537,mid_market,2025-09,12,31019.8,31019.8,monthly
K00538,smb,2025-09,12,6640.12,6640.12,monthly
K00539,enterprise,2025-09,36,207186.88,621560.64,annual
K00540,smb,2025-09,12,12843.77,12843.77,annual
K00541,smb,2025-09,12,11920.29,11920.29,monthly
K00542,smb,2025-10,12,3129.88,3129.88,quarterly
K00543,smb,2025-10,12,4855.74,4855.74,quarterly
K00544,smb,2025-10,12,12554.5,12554.5,monthly
K00545,smb,2025-10,12,15555.15,15555.15,annual
K00546,mid_market,2025-10,12,77435.22,77435.22,annual
K00547,mid_market,2025-10,12,25333.82,25333.82,annual
K00548,mid_market,2025-10,24,46302.0,92604.0,quarterly
K00549,mid_market,2025-10,24,68213.4,136426.8,quarterly
K00550,mid_market,2025-10,24,33535.83,67071.66,monthly
K00551,mid_market,2025-10,24,40985.12,81970.24,annual
K00552,mid_market,2025-10,12,71782.96,71782.96,annual
K00553,enterprise,2025-10,24,174303.54,348607.08,annual
K00554,mid_market,2025-10,24,56033.4,112066.8,annual
K00555,mid_market,2025-10,24,54300.35,108600.7,annual
K00556,mid_market,2025-10,24,71310.59,142621.18,quarterly
K00557,smb,2025-10,12,4836.28,4836.28,quarterly
K00558,smb,2025-10,12,17912.3,17912.3,monthly
K00559,enterprise,2025-10,12,330503.37,330503.37,annual
K00560,smb,2025-10,12,9319.76,9319.76,monthly
K00561,smb,2025-10,12,13180.64,13180.64,monthly
K00562,mid_market,2025-10,24,18386.79,36773.58,annual
K00563,mid_market,2025-10,24,34755.65,69511.3,quarterly
K00564,smb,2025-10,12,7838.13,7838.13,monthly
K00565,smb,2025-10,12,13562.34,13562.34,quarterly
K00566,smb,2025-10,12,9358.74,9358.74,monthly
K00567,mid_market,2025-10,24,26531.04,53062.08,quarterly
K00568,mid_market,2025-10,24,39203.18,78406.36,annual
K00569,mid_market,2025-10,24,56637.4,113274.8,quarterly
K00570,mid_market,2025-10,12,34500.8,34500.8,annual
K00571,smb,2025-10,12,8369.71,8369.71,monthly
K00572,enterprise,2025-10,24,254589.17,509178.34,annual
K00573,enterprise,2025-10,24,269701.49,539402.98,quarterly
K00574,enterprise,2025-10,24,147900.98,295801.96,annual
K00575,mid_market,2025-10,12,34223.16,34223.16,quarterly
K00576,mid_market,2025-10,24,42474.15,84948.3,quarterly
K00577,enterprise,2025-11,24,390630.47,781260.94,quarterly
K00578,mid_market,2025-11,24,47827.43,95654.86,annual
K00579,enterprise,2025-11,36,266340.48,799021.44,annual
K00580,smb,2025-11,12,9938.6,9938.6,monthly
K00581,mid_market,2025-11,12,75444.75,75444.75,annual
K00582,smb,2025-11,12,15511.5,15511.5,quarterly
K00583,smb,2025-11,12,14494.28,14494.28,annual
K00584,enterprise,2025-11,12,86268.7,86268.7,annual
K00585,mid_market,2025-11,24,32559.24,65118.48,quarterly
K00586,enterprise,2025-11,36,292014.25,876042.75,annual
K00587,smb,2025-11,12,13512.83,13512.83,monthly
K00588,mid_market,2025-11,12,68791.2,68791.2,annual
K00589,smb,2025-11,12,3141.99,3141.99,annual
K00590,enterprise,2025-11,12,210240.27,210240.27,annual
K00591,mid_market,2025-11,24,44274.59,88549.18,annual
K00592,mid_market,2025-11,12,63332.18,63332.18,annual
K00593,mid_market,2025-11,12,79794.0,79794.0,annual
K00594,mid_market,2025-11,12,49031.65,49031.65,annual
K00595,enterprise,2025-11,12,213808.73,213808.73,quarterly
K00596,smb,2025-11,12,11007.72,11007.72,monthly
K00597,smb,2025-11,12,5509.52,5509.52,quarterly
K00598,smb,2025-11,12,14421.64,14421.64,monthly
K00599,smb,2025-11,12,6068.67,6068.67,monthly
K00600,mid_market,2025-11,12,64858.05,64858.05,annual
K00601,enterprise,2025-11,24,385873.89,771747.78,annual
K00602,enterprise,2025-11,36,131566.47,394699.41,quarterly
K00603,smb,2025-11,12,14101.11,14101.11,quarterly
K00604,smb,2025-11,12,12772.51,12772.51,quarterly
K00605,mid_market,2025-11,24,42897.81,85795.62,annual
K00606,smb,2025-11,12,10484.54,10484.54,annual
K00607,enterprise,2025-11,12,133985.98,133985.98,annual
K00608,mid_market,2025-11,24,51643.52,103287.04,annual
K00609,smb,2025-11,12,11084.56,11084.56,annual
K00610,mid_market,2025-11,24,40135.36,80270.72,monthly
K00611,smb,2025-11,12,10200.75,10200.75,annual
K00612,mid_market,2025-11,12,48290.5,48290.5,annual
K00613,enterprise,2025-11,12,291772.43,291772.43,annual
K00614,smb,2025-11,12,13324.93,13324.93,monthly
K00615,enterprise,2025-11,36,172513.94,517541.82,monthly
K00616,mid_market,2025-11,24,58754.72,117509.44,annual
K00617,smb,2025-11,12,16984.3,16984.3,quarterly
K00618,smb,2025-11,12,16996.63,16996.63,annual
K00619,mid_market,2025-12,24,51975.63,103951.26,monthly
K00620,smb,2025-12,12,10809.99,10809.99,monthly
K00621,smb,2025-12,12,12536.33,12536.33,quarterly
K00622,mid_market,2025-12,24,40230.52,80461.04,quarterly
K00623,mid_market,2025-12,12,61003.09,61003.09,annual
K00624,smb,2025-12,12,16446.41,16446.41,monthly
K00625,mid_market,2025-12,24,28089.91,56179.82,annual
K00626,enterprise,2025-12,24,291705.33,583410.66,annual
K00627,smb,2025-12,12,5569.0,5569.0,monthly
K00628,mid_market,2025-12,12,57274.76,57274.76,annual
K00629,smb,2025-12,12,6895.64,6895.64,monthly
K00630,smb,2025-12,12,15939.57,15939.57,monthly
K00631,mid_market,2025-12,12,36084.68,36084.68,quarterly
K00632,mid_market,2025-12,12,22653.11,22653.11,annual
K00633,enterprise,2025-12,24,247279.99,494559.98,annual
K00634,smb,2025-12,12,3970.2,3970.2,monthly
K00635,smb,2025-12,12,15291.28,15291.28,annual
K00636,enterprise,2025-12,24,227849.43,455698.86,quarterly
K00637,mid_market,2025-12,12,47244.03,47244.03,annual
K00638,smb,2025-12,12,14350.98,14350.98,monthly
K00639,mid_market,2025-12,24,60016.19,120032.38,annual
K00640,smb,2025-12,12,14227.07,14227.07,annual
K00641,smb,2025-12,12,4183.14,4183.14,quarterly
K00642,smb,2025-12,12,11405.58,11405.58,monthly
K00643,smb,2025-12,12,17659.71,17659.71,quarterly
K00644,enterprise,2025-12,36,231508.98,694526.94,quarterly
K00645,mid_market,2025-12,24,67450.37,134900.74,monthly
K00646,enterprise,2025-12,36,168908.28,506724.84,annual
K00647,mid_market,2025-12,24,54725.56,109451.12,annual
K00648,enterprise,2025-12,24,289602.25,579204.5,annual
K00649,mid_market,2025-12,24,21145.69,42291.38,annual
K00650,mid_market,2025-12,12,41621.96,41621.96,monthly
K00651,mid_market,2025-12,12,40401.49,40401.49,quarterly
K00652,smb,2025-12,12,12589.95,12589.95,annual
K00653,mid_market,2025-12,12,62298.66,62298.66,annual
K00654,mid_market,2025-12,24,26540.12,53080.24,annual
K00655,enterprise,2025-12,36,165492.88,496478.64,annual
K00656,enterprise,2026-01,24,301024.86,602049.72,monthly
K00657,mid_market,2026-01,24,56057.35,112114.7,quarterly
K00658,smb,2026-01,12,16057.27,16057.27,monthly
K00659,smb,2026-01,12,3105.44,3105.44,monthly
K00660,mid_market,2026-01,24,21809.53,43619.06,annual
K00661,enterprise,2026-01,24,104498.97,208997.94,annual
K00662,smb,2026-01,12,6132.06,6132.06,monthly
K00663,mid_market,2026-01,24,67777.7,135555.4,annual
K00664,mid_market,2026-01,12,35937.75,35937.75,annual
K00665,mid_market,2026-01,12,40034.53,40034.53,annual
K00666,smb,2026-01,12,14851.91,14851.91,quarterly
K00667,mid_market,2026-01,24,58715.69,117431.38,quarterly
K00668,smb,2026-01,12,3523.72,3523.72,annual
K00669,mid_market,2026-01,24,35245.68,70491.36,quarterly
K00670,smb,2026-01,12,15479.87,15479.87,quarterly
K00671,smb,2026-01,12,11235.53,11235.53,quarterly
K00672,smb,2026-01,12,6356.71,6356.71,monthly
K00673,mid_market,2026-01,24,52523.81,105047.62,annual
K00674,enterprise,2026-01,36,147634.59,442903.77,annual
K00675,smb,2026-01,12,4582.32,4582.32,monthly
K00676,mid_market,2026-01,12,18179.56,18179.56,quarterly
K00677,smb,2026-01,12,14519.53,14519.53,monthly
K00678,mid_market,2026-01,24,45208.61,90417.22,annual
K00679,enterprise,2026-01,24,85381.39,170762.78,annual
K00680,enterprise,2026-01,12,351899.67,351899.67,annual
K00681,mid_market,2026-01,24,75979.92,151959.84,annual
K00682,enterprise,2026-01,24,234269.91,468539.82,annual
K00683,enterprise,2026-01,36,81929.99,245789.97,monthly
K00684,smb,2026-01,12,16251.57,16251.57,monthly
K00685,smb,2026-01,12,13915.81,13915.81,quarterly
K00686,smb,2026-01,12,13968.14,13968.14,quarterly
K00687,enterprise,2026-01,24,155127.4,310254.8,annual
K00688,mid_market,2026-01,12,41355.82,41355.82,annual
K00689,smb,2026-01,12,10885.58,10885.58,annual
K00690,smb,2026-01,12,9534.22,9534.22,monthly
K00691,mid_market,2026-01,12,22327.93,22327.93,quarterly
K00692,smb,2026-01,12,3351.12,3351.12,monthly
K00693,mid_market,2026-01,12,70107.28,70107.28,annual
K00694,enterprise,2026-02,36,304677.94,914033.82,annual
K00695,enterprise,2026-02,12,261349.51,261349.51,quarterly
K00696,mid_market,2026-02,12,28761.11,28761.11,monthly
K00697,smb,2026-02,12,16038.29,16038.29,monthly
K00698,mid_market,2026-02,12,25264.3,25264.3,annual
K00699,enterprise,2026-02,24,234143.57,468287.14,annual
K00700,smb,2026-02,12,4769.4,4769.4,monthly
K00701,mid_market,2026-02,24,68503.07,137006.14,annual
K00702,mid_market,2026-02,24,62003.56,124007.12,annual
K00703,mid_market,2026-02,24,61606.65,123213.3,annual
K00704,mid_market,2026-02,12,60732.08,60732.08,annual
K00705,mid_market,2026-02,12,37104.32,37104.32,annual
K00706,mid_market,2026-02,24,71960.67,143921.34,quarterly
K00707,mid_market,2026-02,12,19540.9,19540.9,annual
K00708,smb,2026-02,12,6887.93,6887.93,annual
K00709,mid_market,2026-02,12,40120.3,40120.3,annual
K00710,enterprise,2026-02,12,219734.55,219734.55,annual
K00711,smb,2026-02,12,3721.86,3721.86,annual
K00712,mid_market,2026-02,24,68200.18,136400.36,monthly
K00713,smb,2026-02,12,9275.33,9275.33,quarterly
K00714,enterprise,2026-02,36,225603.32,676809.96,annual
K00715,smb,2026-02,12,12744.79,12744.79,monthly
K00716,smb,2026-02,12,8610.68,8610.68,annual
K00717,mid_market,2026-02,24,41866.85,83733.7,annual
K00718,smb,2026-02,12,10691.16,10691.16,annual
K00719,smb,2026-02,12,9724.16,9724.16,annual
K00720,smb,2026-02,12,7052.24,7052.24,quarterly
K00721,enterprise,2026-02,12,215309.53,215309.53,annual
K00722,mid_market,2026-02,12,38276.9,38276.9,annual
K00723,mid_market,2026-02,12,20040.86,20040.86,annual
K00724,mid_market,2026-02,24,29102.92,58205.84,quarterly
K00725,smb,2026-02,12,11632.33,11632.33,monthly
K00726,smb,2026-02,12,5492.13,5492.13,monthly
K00727,smb,2026-02,12,4061.69,4061.69,quarterly
K00728,mid_market,2026-02,12,36654.67,36654.67,annual
K00729,smb,2026-02,12,4714.24,4714.24,annual
K00730,smb,2026-02,12,7993.47,7993.47,monthly
K00731,smb,2026-02,12,17073.19,17073.19,annual
K00732,mid_market,2026-02,24,47158.75,94317.5,annual
K00733,smb,2026-02,12,11450.41,11450.41,annual
K00734,smb,2026-02,12,16477.52,16477.52,quarterly
K00735,smb,2026-02,12,7789.84,7789.84,monthly
K00736,mid_market,2026-02,24,68052.79,136105.58,quarterly
K00737,mid_market,2026-02,12,71120.6,71120.6,annual
K00738,mid_market,2026-02,12,79582.82,79582.82,annual
K00739,enterprise,2026-02,36,347850.74,1043552.22,annual
K00740,smb,2026-02,12,8310.53,8310.53,quarterly
K00741,mid_market,2026-02,12,34394.15,34394.15,monthly
K00742,smb,2026-02,12,6796.98,6796.98,annual
K00743,mid_market,2026-03,24,44157.58,88315.16,monthly
K00744,mid_market,2026-03,24,69515.88,139031.76,annual
K00745,mid_market,2026-03,24,52867.61,105735.22,annual
K00746,mid_market,2026-03,24,38694.87,77389.74,monthly
K00747,smb,2026-03,12,17110.42,17110.42,monthly
K00748,smb,2026-03,12,10220.14,10220.14,monthly
K00749,mid_market,2026-03,12,24015.86,24015.86,annual
K00750,enterprise,2026-03,12,87932.84,87932.84,annual
K00751,smb,2026-03,12,7233.75,7233.75,annual
K00752,smb,2026-03,12,14265.77,14265.77,quarterly
K00753,mid_market,2026-03,12,35958.9,35958.9,annual
K00754,mid_market,2026-03,24,43332.05,86664.1,quarterly
K00755,smb,2026-03,12,4423.15,4423.15,monthly
K00756,mid_market,2026-03,24,23928.02,47856.04,monthly
K00757,smb,2026-03,12,9566.76,9566.76,annual
K00758,smb,2026-03,12,12075.72,12075.72,monthly
K00759,mid_market,2026-03,12,25635.42,25635.42,monthly
K00760,mid_market,2026-03,12,46388.15,46388.15,annual
K00761,smb,2026-03,12,8670.51,8670.51,annual
K00762,smb,2026-03,12,7143.65,7143.65,monthly
K00763,smb,2026-03,12,13460.23,13460.23,annual
K00764,smb,2026-03,12,15511.51,15511.51,monthly
K00765,mid_market,2026-03,24,30643.02,61286.04,quarterly
K00766,smb,2026-03,12,10872.47,10872.47,monthly
K00767,smb,2026-03,12,9852.45,9852.45,monthly
K00768,enterprise,2026-03,36,107395.05,322185.15,annual
K00769,enterprise,2026-03,24,290063.82,580127.64,annual
K00770,enterprise,2026-03,24,147737.65,295475.3,quarterly
K00771,mid_market,2026-03,24,77777.09,155554.18,annual
K00772,smb,2026-03,12,11269.72,11269.72,annual
K00773,mid_market,2026-03,12,66072.91,66072.91,monthly
K00774,enterprise,2026-03,12,286800.09,286800.09,annual
K00775,smb,2026-03,12,3403.07,3403.07,monthly
K00776,smb,2026-03,12,17064.03,17064.03,monthly
K00777,smb,2026-03,12,9691.55,9691.55,monthly
K00778,mid_market,2026-03,24,27219.0,54438.0,quarterly
K00779,enterprise,2026-03,12,170004.63,170004.63,annual
K00780,mid_market,2026-03,24,20288.56,40577.12,monthly
K00781,mid_market,2026-03,12,57094.19,57094.19,annual
K00782,mid_market,2026-04,24,32719.11,65438.22,monthly
K00783,smb,2026-04,12,4651.61,4651.61,monthly
K00784,mid_market,2026-04,12,58696.72,58696.72,annual
K00785,enterprise,2026-04,36,250687.88,752063.64,annual
K00786,mid_market,2026-04,24,46545.96,93091.92,quarterly
K00787,smb,2026-04,12,9648.19,9648.19,annual
K00788,smb,2026-04,12,5006.39,5006.39,monthly
K00789,smb,2026-04,12,14687.58,14687.58,annual
K00790,smb,2026-04,12,6415.43,6415.43,annual
K00791,enterprise,2026-04,36,147900.52,443701.56,annual
K00792,enterprise,2026-04,36,371869.14,1115607.42,annual
K00793,mid_market,2026-04,24,56993.73,113987.46,annual
K00794,enterprise,2026-04,24,138336.81,276673.62,annual
K00795,mid_market,2026-04,24,20243.61,40487.22,monthly
K00796,enterprise,2026-04,24,346064.02,692128.04,annual
K00797,smb,2026-04,12,16066.33,16066.33,monthly
K00798,smb,2026-04,12,15638.59,15638.59,annual
K00799,smb,2026-04,12,17924.91,17924.91,monthly
K00800,smb,2026-04,12,5396.5,5396.5,quarterly
K00801,enterprise,2026-04,12,219239.13,219239.13,annual
K00802,smb,2026-04,12,14041.78,14041.78,annual
K00803,smb,2026-04,12,9407.89,9407.89,quarterly
K00804,mid_market,2026-04,24,72673.3,145346.6,quarterly
K00805,smb,2026-04,12,14058.61,14058.61,quarterly
K00806,mid_market,2026-04,24,22338.69,44677.38,quarterly
K00807,enterprise,2026-04,24,275758.02,551516.04,annual
K00808,enterprise,2026-04,36,242122.65,726367.95,annual
K00809,mid_market,2026-04,24,77356.71,154713.42,annual
K00810,enterprise,2026-04,24,111697.35,223394.7,annual
K00811,mid_market,2026-04,24,61912.57,123825.14,annual
K00812,enterprise,2026-04,12,376200.03,376200.03,annual
K00813,mid_market,2026-04,12,67758.49,67758.49,quarterly
K00814,enterprise,2026-04,24,86961.23,173922.46,annual
K00815,mid_market,2026-04,12,30381.86,30381.86,annual
K00816,smb,2026-04,12,13741.38,13741.38,annual
K00817,smb,2026-04,12,4923.83,4923.83,monthly
K00818,mid_market,2026-04,12,78181.04,78181.04,annual
K00819,smb,2026-04,12,9918.26,9918.26,quarterly
K00820,mid_market,2026-04,12,34132.19,34132.19,annual
K00821,mid_market,2026-04,24,24406.82,48813.64,annual
K00822,mid_market,2026-04,12,55783.24,55783.24,monthly
K00823,mid_market,2026-04,24,49834.47,99668.94,annual
K00824,smb,2026-04,12,10708.5,10708.5,monthly
K00825,mid_market,2026-05,12,59250.9,59250.9,annual
K00826,smb,2026-05,12,6479.71,6479.71,quarterly
K00827,mid_market,2026-05,12,52959.82,52959.82,quarterly
K00828,mid_market,2026-05,12,79680.39,79680.39,quarterly
K00829,mid_market,2026-05,24,57257.82,114515.64,annual
K00830,enterprise,2026-05,12,135385.54,135385.54,annual
K00831,mid_market,2026-05,24,25052.3,50104.6,annual
K00832,mid_market,2026-05,24,79719.48,159438.96,quarterly
K00833,mid_market,2026-05,12,54573.0,54573.0,annual
K00834,mid_market,2026-05,24,28275.54,56551.08,quarterly
K00835,enterprise,2026-05,24,172501.48,345002.96,annual
K00836,smb,2026-05,12,9460.05,9460.05,annual
K00837,smb,2026-05,12,16985.7,16985.7,monthly
K00838,smb,2026-05,12,4981.39,4981.39,quarterly
K00839,enterprise,2026-05,36,210687.66,632062.98,annual
K00840,enterprise,2026-05,24,242277.96,484555.92,annual
K00841,enterprise,2026-05,12,124891.96,124891.96,annual
K00842,smb,2026-05,12,6810.31,6810.31,quarterly
K00843,smb,2026-05,12,4015.97,4015.97,quarterly
K00844,enterprise,2026-05,36,272977.32,818931.96,annual
K00845,smb,2026-05,12,16202.82,16202.82,annual
K00846,mid_market,2026-05,12,61389.15,61389.15,annual
K00847,mid_market,2026-05,12,64761.11,64761.11,annual
K00848,mid_market,2026-05,12,52286.45,52286.45,annual
K00849,mid_market,2026-05,12,76937.58,76937.58,annual
K00850,smb,2026-05,12,17825.72,17825.72,monthly
K00851,mid_market,2026-05,12,66599.13,66599.13,annual
K00852,smb,2026-05,12,7385.41,7385.41,annual
K00853,enterprise,2026-05,24,96235.92,192471.84,quarterly
K00854,smb,2026-05,12,14488.16,14488.16,quarterly
K00855,enterprise,2026-05,24,262620.46,525240.92,quarterly
K00856,smb,2026-05,12,7361.46,7361.46,annual
K00857,smb,2026-05,12,15269.15,15269.15,monthly
