txn_id,txn_date,rail,region,merchant_segment,gross_usd,revenue_usd,rewards_cost_usd,fraud_loss_usd,chargeback_loss_usd,processing_cost_usd,incentive_cost_usd
T0007722,2026-04-15,domestic_credit,north_america,digital_goods,66.17,0.867,0.4698,0.0,0.0,0.031,0.0596
T0007723,2026-04-01,domestic_credit,europe,enterprise_retail,65.27,0.8555,0.4634,0.0,0.0,0.031,0.0587
T0007724,2026-06-04,domestic_debit,north_america,digital_goods,9.44,0.0941,0.0,0.0,0.0,0.028,0.0038
T0007725,2026-06-24,ecom_credit,north_america,grocery_fuel,25.4,0.4035,0.188,0.0,0.0,0.026,0.0279
T0007726,2026-06-02,domestic_debit,latam,smb_retail,7.69,0.085,0.0,0.0,0.0,0.028,0.0031
T0007727,2026-06-08,cross_border,north_america,enterprise_retail,113.53,3.4373,0.7834,0.0,0.0,0.038,0.1476
T0007728,2026-05-26,domestic_debit,europe,smb_retail,2.63,0.0587,0.0,0.0,0.0,0.028,0.0011
T0007729,2026-05-01,domestic_debit,north_america,grocery_fuel,39.32,0.2495,0.0,0.0,0.0,0.028,0.0157
T0007730,2026-06-12,domestic_debit,north_america,smb_retail,15.27,0.1244,0.0,0.0,0.0,0.028,0.0061
T0007731,2026-06-01,domestic_credit,apac,digital_goods,8.07,0.1233,0.0573,0.0,0.0,0.031,0.0073
T0007732,2026-06-26,domestic_credit,europe,smb_retail,39.32,0.5233,0.2792,0.0,0.0,0.031,0.0354
T0007733,2026-04-16,domestic_debit,north_america,smb_retail,10.5,0.0996,0.0,0.0,0.0,0.028,0.0042
T0007734,2026-06-13,domestic_credit,europe,enterprise_retail,15.12,0.2135,0.1074,0.0,0.0,0.031,0.0136
T0007735,2026-05-20,tap_to_pay,apac,enterprise_retail,11.78,0.1337,0.0412,0.0,0.0,0.024,0.0071
T0007736,2026-04-12,domestic_debit,apac,travel,36.94,0.2371,0.0,0.0,0.0,0.028,0.0148
T0007737,2026-04-03,ecom_credit,europe,smb_retail,9.96,0.1704,0.0737,0.0,0.0,0.026,0.011
T0007738,2026-04-12,cross_border,latam,restaurants,73.88,2.2438,0.5098,0.0,0.0,0.038,0.096
T0007739,2026-06-14,domestic_credit,north_america,enterprise_retail,31.31,0.4208,0.2223,0.0,0.0,0.031,0.0282
T0007740,2026-05-08,ecom_credit,north_america,smb_retail,89.33,1.3689,0.661,0.0,0.0,0.026,0.0983
T0007741,2026-06-26,tap_to_pay,north_america,smb_retail,14.38,0.1565,0.0503,0.0,0.0,0.024,0.0086
T0007742,2026-05-27,domestic_credit,north_america,enterprise_retail,43.61,0.5782,0.3096,0.0,0.0,0.031,0.0392
T0007743,2026-04-01,domestic_debit,apac,smb_retail,21.87,0.1587,0.0,0.0,0.0,0.028,0.0087
T0007744,2026-05-22,domestic_debit,north_america,digital_goods,6.07,0.0766,0.0,0.0,0.0,0.028,0.0024
T0007745,2026-04-18,domestic_debit,apac,smb_retail,4.38,0.0678,0.0,0.0,0.0,0.028,0.0018
T0007746,2026-06-28,domestic_debit,north_america,enterprise_retail,36.38,0.2342,0.0,0.0,0.0,0.028,0.0146
T0007747,2026-04-28,domestic_credit,north_america,digital_goods,2.73,0.0549,0.0194,0.0,0.0,0.031,0.0025
T0007748,2026-05-21,domestic_debit,europe,enterprise_retail,15.6,0.1261,0.0,0.0,0.0,0.028,0.0062
T0007749,2026-05-20,domestic_credit,europe,enterprise_retail,92.91,1.2092,0.6597,0.0,0.0,0.031,0.0836
T0007750,2026-05-19,tap_to_pay,apac,grocery_fuel,15.52,0.1666,0.0543,0.0,0.0,0.024,0.0093
T0007751,2026-06-01,domestic_debit,europe,enterprise_retail,40.83,0.2573,0.0,0.0,0.0,0.028,0.0163
T0007752,2026-05-01,tap_to_pay,latam,smb_retail,2.9,0.0555,0.0101,0.0,0.0,0.024,0.0017
T0007753,2026-06-04,domestic_credit,europe,smb_retail,23.62,0.3223,0.1677,0.0,0.0,0.031,0.0213
T0007754,2026-05-24,ecom_credit,europe,smb_retail,31.99,0.503,0.2367,0.0,0.0,0.026,0.0352
T0007755,2026-04-12,ecom_credit,europe,smb_retail,21.18,0.3398,0.1567,0.0,0.0,0.026,0.0233
T0007756,2026-06-13,domestic_credit,europe,enterprise_retail,60.96,0.8003,0.4328,0.0,0.0,0.031,0.0549
T0007757,2026-06-19,domestic_debit,north_america,restaurants,18.7,0.1422,0.0,0.0,0.0,0.028,0.0075
T0007758,2026-06-11,ecom_credit,apac,enterprise_retail,67.7,1.0423,0.501,0.0,0.0,0.026,0.0745
T0007759,2026-04-24,domestic_debit,north_america,enterprise_retail,42.4,0.2655,0.0,0.0,0.0,0.028,0.017
T0007760,2026-04-26,domestic_debit,apac,travel,20.35,0.1508,0.0,0.0,0.0,0.028,0.0081
T0007761,2026-05-15,tap_to_pay,north_america,restaurants,4.44,0.0691,0.0155,0.0,0.0,0.024,0.0027
T0007762,2026-04-09,domestic_debit,north_america,digital_goods,15.82,0.1273,0.0,0.0,0.0,0.028,0.0063
T0007763,2026-06-30,ecom_credit,apac,smb_retail,13.14,0.2184,0.0972,0.0,0.0,0.026,0.0145
T0007764,2026-06-25,domestic_debit,north_america,enterprise_retail,15.03,0.1232,0.0,0.0,0.0,0.028,0.006
T0007765,2026-05-19,domestic_credit,europe,enterprise_retail,97.07,1.2625,0.6892,0.0,0.0,0.031,0.0874
T0007766,2026-05-04,domestic_debit,latam,digital_goods,4.22,0.0669,0.0,0.0,0.0,0.028,0.0017
T0007767,2026-05-27,domestic_credit,apac,grocery_fuel,15.69,0.2208,0.1114,0.0,0.0,0.031,0.0141
T0007768,2026-05-24,domestic_debit,north_america,smb_retail,29.65,0.1992,0.0,0.0,0.0,0.028,0.0119
T0007769,2026-06-25,domestic_credit,north_america,restaurants,68.75,0.9,0.4881,0.0,0.0,0.031,0.0619
T0007770,2026-04-25,domestic_debit,north_america,travel,34.15,0.2226,0.0,0.0,0.0,0.028,0.0137
T0007771,2026-05-18,domestic_credit,europe,enterprise_retail,93.9,1.2219,0.6667,0.0,0.0,0.031,0.0845
T0007772,2026-06-29,domestic_debit,north_america,restaurants,73.58,0.4276,0.0,0.0,0.0,0.028,0.0294
T0007773,2026-05-06,domestic_credit,latam,enterprise_retail,138.77,1.7963,0.9853,0.0,0.0,0.031,0.1249
T0007774,2026-04-15,domestic_credit,latam,travel,403.0,5.1784,2.8613,0.0,0.0,0.031,0.3627
T0007775,2026-05-24,domestic_debit,europe,smb_retail,16.0,0.1282,0.0,0.0,0.0,0.028,0.0064
T0007776,2026-05-09,domestic_credit,europe,enterprise_retail,286.99,3.6935,2.0376,0.0,0.0,0.031,0.2583
T0007777,2026-04-25,ecom_credit,europe,smb_retail,38.41,0.6,0.2842,0.0,0.0,0.026,0.0423
T0007778,2026-04-18,domestic_credit,latam,smb_retail,7.02,0.1099,0.0498,0.0,0.0,0.031,0.0063
T0007779,2026-05-16,domestic_debit,apac,restaurants,34.22,0.2229,0.0,0.0,0.0,0.028,0.0137
T0007780,2026-05-11,domestic_debit,europe,smb_retail,17.0,0.1334,0.0,0.0,0.0,0.028,0.0068
T0007781,2026-05-06,domestic_debit,north_america,grocery_fuel,6.37,0.0781,0.0,0.0,0.0,0.028,0.0025
T0007782,2026-05-30,domestic_credit,latam,enterprise_retail,20.92,0.2878,0.1485,0.0,0.0,0.031,0.0188
T0007783,2026-05-17,tap_to_pay,latam,smb_retail,43.73,0.4148,0.1531,0.0,0.0,0.024,0.0262
T0007784,2026-06-28,domestic_debit,europe,enterprise_retail,19.68,0.1473,0.0,0.0,0.0,0.028,0.0079
T0007785,2026-06-26,domestic_credit,north_america,smb_retail,29.87,0.4023,0.2121,0.0,0.0,0.031,0.0269
T0007786,2026-05-09,domestic_credit,north_america,enterprise_retail,302.74,3.8951,2.1495,0.0,0.0,0.031,0.2725
T0007787,2026-06-12,ecom_credit,europe,enterprise_retail,31.87,0.5012,0.2358,0.0,0.0,0.026,0.0351
T0007788,2026-06-20,domestic_debit,apac,smb_retail,159.12,0.8724,0.0,0.0,0.0,0.028,0.0636
T0007789,2026-06-30,domestic_debit,north_america,grocery_fuel,32.98,0.2165,0.0,0.0,0.0,0.028,0.0132
T0007790,2026-04-14,domestic_credit,north_america,enterprise_retail,29.52,0.3979,0.2096,0.0,0.0,0.031,0.0266
T0007791,2026-05-07,domestic_credit,north_america,grocery_fuel,16.34,0.2292,0.116,0.0,0.0,0.031,0.0147
T0007792,2026-04-13,ecom_credit,apac,travel,72.12,1.109,0.5337,0.0,0.0,0.026,0.0793
T0007793,2026-05-29,domestic_credit,europe,grocery_fuel,18.3,0.2542,0.1299,0.0,0.0,0.031,0.0165
T0007794,2026-04-29,domestic_debit,europe,grocery_fuel,27.34,0.1872,0.0,0.0,0.0,0.028,0.0109
T0007795,2026-04-27,domestic_debit,north_america,smb_retail,26.36,0.1821,0.0,0.0,0.0,0.028,0.0105
T0007796,2026-06-25,domestic_debit,north_america,enterprise_retail,24.13,0.1705,0.0,0.0,0.0,0.028,0.0097
T0007797,2026-04-25,ecom_credit,europe,enterprise_retail,113.8,1.7384,0.8421,0.0,0.0,0.026,0.1252
T0007798,2026-04-10,domestic_credit,north_america,smb_retail,20.95,0.2882,0.1487,0.0,0.0,0.031,0.0189
T0007799,2026-05-25,ecom_credit,north_america,enterprise_retail,15.78,0.2583,0.1168,0.0,0.0,0.026,0.0174
T0007800,2026-06-01,ecom_credit,europe,grocery_fuel,4.52,0.0883,0.0334,0.0,0.0,0.026,0.005
T0007801,2026-04-16,tap_to_pay,north_america,smb_retail,24.27,0.2436,0.0849,0.0,0.0,0.024,0.0146
T0007802,2026-05-10,domestic_debit,north_america,digital_goods,64.38,0.3798,0.0,0.0,0.0,0.028,0.0258
T0007803,2026-06-19,domestic_credit,latam,digital_goods,29.56,0.3984,0.2099,0.0,0.0,0.031,0.0266
T0007804,2026-05-06,ecom_credit,north_america,restaurants,31.14,0.4902,0.2304,0.0,0.0,0.026,0.0343
T0007805,2026-05-11,domestic_credit,north_america,smb_retail,14.57,0.2065,0.1034,0.0,0.0,0.031,0.0131
T0007806,2026-05-01,domestic_credit,north_america,smb_retail,100.12,1.3015,0.7109,0.0,0.0,0.031,0.0901
T0007807,2026-04-22,domestic_debit,north_america,smb_retail,27.26,0.1868,0.0,0.0,0.0,0.028,0.0109
T0007808,2026-05-11,ecom_credit,north_america,smb_retail,39.32,0.6137,0.291,0.0,0.0,0.026,0.0433
T0007809,2026-05-06,domestic_credit,north_america,enterprise_retail,97.86,1.2726,0.6948,0.0,0.0,0.031,0.0881
T0007810,2026-04-23,ecom_credit,north_america,enterprise_retail,30.46,0.4799,0.2254,0.0,0.0,0.026,0.0335
T0007811,2026-06-22,ecom_credit,north_america,smb_retail,95.17,1.4571,0.7043,0.0,0.0,0.026,0.1047
T0007812,2026-06-10,domestic_debit,north_america,digital_goods,38.47,0.245,0.0,0.0,0.0,0.028,0.0154
T0007813,2026-04-17,domestic_debit,europe,smb_retail,18.49,0.1411,0.0,0.0,0.0,0.028,0.0074
T0007814,2026-06-16,domestic_debit,europe,smb_retail,13.54,0.1154,0.0,0.0,0.0,0.028,0.0054
T0007815,2026-04-19,domestic_debit,europe,digital_goods,20.76,0.153,0.0,0.0,0.0,0.028,0.0083
T0007816,2026-06-28,ecom_credit,apac,smb_retail,24.08,0.3836,0.1782,0.0,0.0,0.026,0.0265
T0007817,2026-04-13,ecom_credit,apac,digital_goods,11.95,0.2004,0.0884,0.0,0.0,0.026,0.0131
T0007818,2026-05-24,domestic_credit,latam,travel,470.58,6.0434,3.3411,0.0,0.0,0.031,0.4235
T0007819,2026-05-05,cross_border,europe,enterprise_retail,13.81,0.4357,0.0953,0.0,0.0,0.038,0.018
T0007820,2026-05-31,domestic_debit,europe,travel,253.11,1.3612,0.0,0.0,0.0,0.028,0.1012
T0007821,2026-05-18,domestic_debit,latam,grocery_fuel,9.03,0.092,0.0,0.0,0.0,0.028,0.0036
T0007822,2026-05-24,cross_border,north_america,digital_goods,21.12,0.6557,0.1457,0.0,0.0,0.038,0.0275
T0007823,2026-05-12,ecom_credit,north_america,enterprise_retail,33.3,0.5228,0.2464,0.0,0.0,0.026,0.0366
T0007824,2026-05-12,ecom_credit,europe,grocery_fuel,54.1,0.8369,0.4003,0.0,0.0,0.026,0.0595
T0007825,2026-04-10,domestic_debit,latam,travel,113.97,0.6376,0.0,0.0,0.0,0.028,0.0456
T0007826,2026-06-11,domestic_credit,north_america,grocery_fuel,72.27,0.9451,0.5131,0.0,0.0,0.031,0.065
T0007827,2026-05-22,domestic_debit,north_america,digital_goods,32.49,0.2139,0.0,0.0,0.0,0.028,0.013
T0007828,2026-05-27,domestic_credit,north_america,smb_retail,65.34,0.8564,0.4639,0.0,0.0,0.031,0.0588
T0007829,2026-05-01,domestic_debit,north_america,smb_retail,23.26,0.166,0.0,0.0,0.0,0.028,0.0093
T0007830,2026-05-03,ecom_credit,north_america,grocery_fuel,32.27,0.5073,0.2388,0.0,0.0,0.026,0.0355
T0007831,2026-04-08,domestic_credit,latam,enterprise_retail,61.05,0.8014,0.4335,0.0,0.0,0.031,0.0549
T0007832,2026-05-01,domestic_debit,apac,grocery_fuel,14.26,0.1192,0.0,0.0,0.0,0.028,0.0057
T0007833,2026-05-14,ecom_credit,apac,smb_retail,75.89,1.1659,0.5616,0.0,0.0,0.026,0.0835
T0007834,2026-04-20,domestic_debit,europe,enterprise_retail,87.6,0.5005,0.0,0.0,0.0,0.028,0.035
T0007835,2026-05-19,domestic_credit,europe,travel,629.56,8.0784,4.4699,0.0,0.0,0.031,0.5666
T0007836,2026-06-28,domestic_debit,apac,smb_retail,79.54,0.4586,0.0,0.0,0.0,0.028,0.0318
T0007837,2026-05-05,ecom_credit,latam,smb_retail,51.31,0.7948,0.3797,0.0,0.0,0.026,0.0564
T0007838,2026-05-21,domestic_debit,apac,smb_retail,14.09,0.1183,0.0,0.0,0.0,0.028,0.0056
T0007839,2026-06-20,domestic_debit,latam,enterprise_retail,20.39,0.151,0.0,0.0,0.0,0.028,0.0082
T0007840,2026-04-05,domestic_debit,latam,smb_retail,39.21,0.2489,0.0,0.0,0.0,0.028,0.0157
T0007841,2026-05-09,tap_to_pay,europe,digital_goods,28.76,0.2831,0.1007,0.0,0.0,0.024,0.0173
T0007842,2026-05-20,domestic_debit,europe,restaurants,3.77,0.0646,0.0,0.0,0.0,0.028,0.0015
T0007843,2026-04-28,domestic_debit,apac,smb_retail,23.27,0.166,0.0,0.0,0.0,0.028,0.0093
T0007844,2026-05-14,cross_border,latam,travel,277.44,8.3709,1.9143,0.0,0.0,0.038,0.3607
T0007845,2026-04-18,ecom_credit,apac,enterprise_retail,149.4,2.2759,1.1056,0.0,0.0,0.026,0.1643
T0007846,2026-05-01,cross_border,north_america,grocery_fuel,54.27,1.6535,0.3745,0.0,0.0,0.038,0.0706
T0007847,2026-04-10,domestic_debit,north_america,smb_retail,54.16,0.3266,0.0,0.0,0.0,0.028,0.0217
T0007848,2026-04-25,domestic_debit,north_america,enterprise_retail,49.53,0.3026,0.0,0.0,0.0,0.028,0.0198
T0007849,2026-04-13,tap_to_pay,apac,enterprise_retail,12.43,0.1394,0.0435,0.0,0.0,0.024,0.0075
T0007850,2026-06-04,ecom_credit,north_america,enterprise_retail,43.71,0.68,0.3235,0.0,0.0,0.026,0.0481
T0007851,2026-04-06,ecom_credit,north_america,enterprise_retail,71.61,1.1013,0.5299,0.0,0.0,0.026,0.0788
T0007852,2026-04-27,domestic_credit,europe,smb_retail,36.71,0.4899,0.2606,0.0,0.0,0.031,0.033
T0007853,2026-05-29,cross_border,north_america,enterprise_retail,331.8,10.0072,2.2894,0.0,0.0,0.038,0.4313
T0007854,2026-04-05,cross_border,north_america,travel,77.73,2.3597,0.5363,0.0,0.0,0.038,0.101
T0007855,2026-04-01,domestic_debit,north_america,smb_retail,6.07,0.0766,0.0,0.0,0.0,0.028,0.0024
T0007856,2026-05-31,domestic_debit,north_america,grocery_fuel,13.27,0.114,0.0,0.0,0.0,0.028,0.0053
T0007857,2026-06-25,domestic_credit,north_america,travel,256.83,3.3074,1.8235,0.0,0.0,0.031,0.2311
T0007858,2026-06-25,domestic_debit,europe,smb_retail,26.33,0.1819,0.0,0.0,0.0,0.028,0.0105
T0007859,2026-05-27,cross_border,apac,digital_goods,43.37,1.3254,0.2993,0.0,0.0,0.038,0.0564
T0007860,2026-04-19,domestic_debit,europe,restaurants,17.64,0.1367,0.0,0.0,0.0,0.028,0.0071
T0007861,2026-05-26,tap_to_pay,europe,travel,33.37,0.3237,0.1168,0.0,0.0,0.024,0.02
T0007862,2026-05-29,cross_border,apac,digital_goods,409.39,12.3426,2.8248,0.0,0.0,0.038,0.5322
T0007863,2026-04-30,domestic_credit,apac,travel,227.63,2.9337,1.6162,0.0,0.0,0.031,0.2049
T0007864,2026-04-07,ecom_credit,north_america,travel,879.01,13.2931,6.5047,0.0,0.0,0.026,0.9669
T0007865,2026-04-26,domestic_debit,europe,digital_goods,11.6,0.1053,0.0,0.0,0.0,0.028,0.0046
T0007866,2026-05-26,cross_border,europe,enterprise_retail,56.48,1.72,0.3897,0.0,0.0,0.038,0.0734
T0007867,2026-04-08,domestic_debit,europe,grocery_fuel,23.11,0.1652,0.0,0.0,0.0,0.028,0.0092
T0007868,2026-06-04,cross_border,latam,grocery_fuel,53.13,1.6192,0.3666,0.0,0.0,0.038,0.0691
T0007869,2026-04-18,cross_border,north_america,digital_goods,4.03,0.1413,0.0278,0.0,0.0,0.038,0.0052
T0007870,2026-05-19,cross_border,europe,digital_goods,588.92,17.7465,4.0635,0.0,0.0,0.038,0.7656
T0007871,2026-06-12,domestic_debit,europe,digital_goods,55.08,0.3314,0.0,0.0,0.0,0.028,0.022
T0007872,2026-06-26,domestic_credit,europe,smb_retail,17.04,0.2381,0.121,0.0,0.0,0.031,0.0153
T0007873,2026-05-29,ecom_credit,latam,grocery_fuel,63.46,0.9782,0.4696,0.0,0.0,0.026,0.0698
T0007874,2026-06-24,domestic_credit,north_america,enterprise_retail,146.53,1.8956,1.0404,0.0,0.0,0.031,0.1319
T0007875,2026-05-07,tap_to_pay,north_america,grocery_fuel,15.98,0.1706,0.0559,0.0,0.0,0.024,0.0096
T0007876,2026-04-17,domestic_credit,north_america,smb_retail,22.98,0.3141,0.1632,0.0,0.0,0.031,0.0207
T0007877,2026-04-25,domestic_debit,europe,enterprise_retail,67.93,0.3982,0.0,0.0,0.0,0.028,0.0272
T0007878,2026-06-25,cross_border,europe,smb_retail,113.19,3.427,0.781,0.0,0.0,0.038,0.1471
T0007879,2026-04-02,domestic_debit,north_america,smb_retail,13.06,0.1129,0.0,0.0,0.0,0.028,0.0052
T0007880,2026-04-08,cross_border,north_america,smb_retail,19.53,0.6079,0.1348,0.0,0.0,0.038,0.0254
T0007881,2026-06-24,ecom_credit,north_america,smb_retail,12.11,0.2029,0.0896,0.0,0.0,0.026,0.0133
T0007882,2026-04-08,domestic_credit,europe,digital_goods,71.97,0.9412,0.511,0.0,0.0,0.031,0.0648
T0007883,2026-06-11,ecom_credit,north_america,enterprise_retail,53.44,0.8269,0.3955,0.0,0.0,0.026,0.0588
T0007884,2026-05-14,domestic_debit,latam,digital_goods,10.83,0.1013,0.0,0.0,0.0,0.028,0.0043
T0007885,2026-06-20,domestic_debit,north_america,smb_retail,26.59,0.1833,0.0,0.0,0.0,0.028,0.0106
T0007886,2026-04-22,domestic_debit,north_america,enterprise_retail,4.96,0.0708,0.0,0.0,0.0,0.028,0.002
T0007887,2026-05-31,domestic_debit,north_america,enterprise_retail,46.89,0.2888,0.0,0.0,0.0,0.028,0.0188
T0007888,2026-05-01,domestic_credit,apac,grocery_fuel,32.55,0.4366,0.2311,0.0,0.0,0.031,0.0293
T0007889,2026-06-04,domestic_credit,north_america,grocery_fuel,6.59,0.1044,0.0468,0.0,0.0,0.031,0.0059
T0007890,2026-06-19,cross_border,apac,enterprise_retail,181.57,5.4853,1.2528,0.0,0.0,0.038,0.236
T0007891,2026-06-23,ecom_credit,north_america,travel,201.09,3.0565,1.4881,0.0,0.0,0.026,0.2212
T0007892,2026-05-22,tap_to_pay,north_america,smb_retail,15.66,0.1678,0.0548,0.0,0.0,0.024,0.0094
T0007893,2026-05-28,domestic_credit,europe,enterprise_retail,73.14,0.9562,0.5193,0.0,0.0,0.031,0.0658
T0007894,2026-04-13,tap_to_pay,europe,digital_goods,13.89,0.1522,0.0486,0.0,0.0,0.024,0.0083
T0007895,2026-04-13,domestic_credit,north_america,digital_goods,21.59,0.2964,0.1533,0.0,0.0,0.031,0.0194
T0007896,2026-04-12,domestic_debit,europe,enterprise_retail,61.61,0.3654,0.0,0.0,0.0,0.028,0.0246
T0007897,2026-05-26,domestic_debit,apac,enterprise_retail,16.24,0.1294,0.0,0.0,0.0,0.028,0.0065
T0007898,2026-04-03,ecom_credit,north_america,smb_retail,37.37,0.5843,0.2765,0.0,0.0,0.026,0.0411
T0007899,2026-06-01,cross_border,europe,travel,440.7,13.2851,3.0408,0.0,0.0,0.038,0.5729
T0007900,2026-04-07,domestic_credit,north_america,enterprise_retail,85.31,1.112,0.6057,0.0,0.0,0.031,0.0768
T0007901,2026-05-22,domestic_debit,north_america,travel,21.28,0.1557,0.0,0.0,0.0,0.028,0.0085
T0007902,2026-05-28,ecom_credit,latam,smb_retail,13.37,0.2219,0.0989,0.0,0.0,0.026,0.0147
T0007903,2026-04-27,domestic_credit,north_america,digital_goods,108.94,1.4144,0.7735,0.0,0.0,0.031,0.098
T0007904,2026-04-23,ecom_credit,north_america,grocery_fuel,51.03,0.7906,0.3776,0.0,0.0,0.026,0.0561
T0007905,2026-05-19,domestic_credit,europe,grocery_fuel,22.32,0.3057,0.1585,0.0,0.0,0.031,0.0201
T0007906,2026-04-22,ecom_credit,north_america,digital_goods,6.45,0.1174,0.0477,0.0,0.0,0.026,0.0071
T0007907,2026-05-09,ecom_credit,north_america,restaurants,127.66,1.9477,0.9447,0.0,0.0,0.026,0.1404
T0007908,2026-06-12,domestic_debit,europe,smb_retail,7.14,0.0821,0.0,0.0,0.0,0.028,0.0029
T0007909,2026-05-16,domestic_credit,north_america,travel,116.65,1.5131,0.8282,0.0,0.0,0.031,0.105
T0007910,2026-04-03,domestic_debit,apac,restaurants,11.41,0.1043,0.0,0.0,0.0,0.028,0.0046
T0007911,2026-06-24,domestic_debit,europe,enterprise_retail,12.04,0.1076,0.0,0.0,0.0,0.028,0.0048
T0007912,2026-05-27,ecom_credit,europe,enterprise_retail,23.0,0.3673,0.1702,0.0,0.0,0.026,0.0253
T0007913,2026-06-08,domestic_credit,north_america,grocery_fuel,92.89,1.209,0.6595,0.0,0.0,0.031,0.0836
T0007914,2026-05-28,domestic_debit,north_america,restaurants,20.29,0.1505,0.0,0.0,0.0,0.028,0.0081
T0007915,2026-04-23,cross_border,north_america,enterprise_retail,40.74,1.2463,0.2811,0.0,0.0,0.038,0.053
T0007916,2026-04-22,domestic_debit,latam,travel,91.25,0.5195,0.0,0.0,0.0,0.028,0.0365
T0007917,2026-06-28,tap_to_pay,north_america,grocery_fuel,29.24,0.2873,0.1023,0.0,0.0,0.024,0.0175
T0007918,2026-06-15,domestic_credit,north_america,travel,101.52,1.3195,0.7208,0.0,0.0,0.031,0.0914
T0007919,2026-04-11,cross_border,north_america,grocery_fuel,142.82,4.3189,0.9855,0.0,0.0,0.038,0.1857
T0007920,2026-04-05,domestic_debit,europe,restaurants,47.17,0.2903,0.0,0.0,0.0,0.028,0.0189
T0007921,2026-04-18,domestic_debit,europe,grocery_fuel,12.28,0.1089,0.0,0.0,0.0,0.028,0.0049
T0007922,2026-05-24,ecom_credit,latam,digital_goods,8.83,0.1533,0.0653,0.0,0.0,0.026,0.0097
T0007923,2026-05-03,domestic_debit,north_america,smb_retail,19.38,0.1458,0.0,0.0,0.0,0.028,0.0078
T0007924,2026-06-26,cross_border,europe,grocery_fuel,11.02,0.3517,0.076,0.0,0.0,0.038,0.0143
T0007925,2026-06-29,domestic_debit,north_america,grocery_fuel,26.62,0.1834,0.0,0.0,0.0,0.028,0.0106
T0007926,2026-05-19,domestic_debit,europe,smb_retail,19.58,0.1468,0.0,0.0,0.0,0.028,0.0078
T0007927,2026-04-04,domestic_credit,europe,travel,321.02,4.1291,2.2792,0.0,0.0,0.031,0.2889
T0007928,2026-06-25,domestic_debit,latam,grocery_fuel,18.57,0.1416,0.0,0.0,0.0,0.028,0.0074
T0007929,2026-05-29,domestic_credit,apac,travel,308.3,3.9662,2.1889,0.0,0.0,0.031,0.2775
T0007930,2026-04-21,ecom_credit,europe,restaurants,9.16,0.1583,0.0678,0.0,0.0,0.026,0.0101
T0007931,2026-04-01,domestic_debit,north_america,smb_retail,40.7,0.2566,0.0,0.0,0.0,0.028,0.0163
T0007932,2026-06-10,tap_to_pay,apac,enterprise_retail,19.85,0.2047,0.0695,0.0,0.0,0.024,0.0119
T0007933,2026-04-13,domestic_credit,europe,grocery_fuel,54.73,0.7205,0.3886,0.0,0.0,0.031,0.0493
T0007934,2026-05-12,domestic_debit,north_america,travel,23.85,0.169,0.0,0.0,0.0,0.028,0.0095
T0007935,2026-06-10,domestic_credit,north_america,smb_retail,27.3,0.3694,0.1938,0.0,0.0,0.031,0.0246
T0007936,2026-06-22,ecom_credit,europe,grocery_fuel,186.15,2.8309,1.3775,0.0,0.0,0.026,0.2048
T0007937,2026-05-27,domestic_debit,europe,travel,16.33,0.1299,0.0,0.0,0.0,0.028,0.0065
T0007938,2026-06-28,domestic_debit,north_america,grocery_fuel,108.34,0.6084,0.0,0.0,0.0,0.028,0.0433
T0007939,2026-05-21,domestic_debit,europe,grocery_fuel,16.35,0.13,0.0,0.0,0.0,0.028,0.0065
T0007940,2026-06-30,domestic_debit,latam,travel,37.77,0.2414,0.0,0.0,0.0,0.028,0.0151
T0007941,2026-05-22,domestic_debit,north_america,smb_retail,7.76,0.0854,0.0,0.0,0.0,0.028,0.0031
T0007942,2026-04-20,domestic_debit,latam,enterprise_retail,4.64,0.0691,0.0,0.0,0.0,0.028,0.0019
T0007943,2026-04-17,domestic_debit,europe,digital_goods,53.41,0.3227,0.0,0.0,0.0,0.028,0.0214
T0007944,2026-06-02,domestic_debit,north_america,smb_retail,8.38,0.0886,0.0,0.0,0.0,0.028,0.0034
T0007945,2026-04-29,tap_to_pay,apac,enterprise_retail,13.07,0.145,0.0457,0.0,0.0,0.024,0.0078
T0007946,2026-05-07,domestic_credit,latam,smb_retail,39.48,0.5253,0.2803,0.0,0.0,0.031,0.0355
T0007947,2026-04-04,ecom_credit,latam,grocery_fuel,170.65,2.5968,1.2628,0.0,0.0,0.026,0.1877
T0007948,2026-04-26,domestic_credit,europe,enterprise_retail,35.01,0.4681,0.2486,0.0,0.0,0.031,0.0315
T0007949,2026-06-29,ecom_credit,latam,smb_retail,25.61,0.4067,0.1895,0.0,0.0,0.026,0.0282
T0007950,2026-04-17,domestic_credit,latam,grocery_fuel,19.64,0.2714,0.1394,0.0,0.0,0.031,0.0177
T0007951,2026-04-10,tap_to_pay,apac,enterprise_retail,43.87,0.4161,0.1535,0.0,0.0,0.024,0.0263
T0007952,2026-06-25,domestic_debit,north_america,smb_retail,24.27,0.1712,0.0,0.0,0.0,0.028,0.0097
T0007953,2026-04-07,domestic_credit,europe,digital_goods,29.33,0.3954,0.2082,0.0,0.0,0.031,0.0264
T0007954,2026-06-12,domestic_debit,apac,enterprise_retail,49.82,0.3041,0.0,0.0,0.0,0.028,0.0199
T0007955,2026-06-06,domestic_credit,europe,grocery_fuel,55.14,0.7258,0.3915,0.0,0.0,0.031,0.0496
T0007956,2026-04-10,domestic_credit,north_america,grocery_fuel,16.13,0.2265,0.1145,0.0,0.0,0.031,0.0145
