settlement_id,txn_ref,settle_date,gross_usd,interchange,scheme_fee,net_usd
STL000653,TXN000653,2026-06-07,186.41,4.11,2.05,180.25
STL004157,TXN004157,2026-06-06,94.47,1.2,0.12,93.15
STL021343,TXN021343,2026-06-08,194.32,2.25,0.25,191.82
STL036364,TXN036364,2026-06-13,15.51,0.4,0.02,15.09
STL028125,TXN028125,2026-06-14,8.77,0.3,0.01,8.46
STL027935,TXN027935,2026-06-09,405.93,8.02,0.57,397.34
STL011344,TXN011344,2026-06-09,144.48,2.48,0.2,141.8
STL046145,TXN046145,2026-06-06,328.26,5.52,0.46,322.28
STL011063,TXN011063,2026-06-04,347.21,6.87,0.49,339.85
STL034441,TXN034441,2026-06-14,233.8,3.96,0.33,229.51
STL041727,TXN041727,2026-06-11,48.07,0.71,0.06,47.3
STL040701,TXN040701,2026-06-12,127.84,2.21,0.18,125.45
STL027702,TXN027702,2026-06-10,212.92,3.61,0.3,209.01
STL036384,TXN036384,2026-06-15,370.83,6.22,0.52,364.09
STL030737,TXN030737,2026-06-08,190.21,3.81,0.27,186.13
STL006392,TXN006392,2026-06-10,137.86,1.66,0.18,136.02
STL028551,TXN028551,2026-06-05,154.57,2.38,0.2,151.99
STL009120,TXN009120,2026-06-05,274.25,4.06,0.36,269.83
STL036511,TXN036511,2026-06-05,137.07,1.65,0.18,135.24
STL030106,TXN030106,2026-06-09,104.01,2.13,0.15,101.73
STL037932,TXN037932,2026-06-10,463.43,7.75,0.65,455.03
STL014419,TXN014419,2026-06-11,114.51,1.99,0.16,112.36
STL041227,TXN041227,2026-06-07,29.44,0.52,0.04,28.88
STL006106,TXN006106,2026-06-09,445.04,7.44,0.62,436.98
STL020567,TXN020567,2026-06-11,234.73,3.97,0.33,230.43
STL030192,TXN030192,2026-06-07,382.63,7.56,0.54,374.53
STL002265,TXN002265,2026-06-12,149.81,2.32,0.19,147.3
STL047637,TXN047637,2026-06-13,371.33,8.08,4.08,359.17
STL009187,TXN009187,2026-06-10,472.28,7.89,0.66,463.73
STL008485,TXN008485,2026-06-04,499.06,10.83,5.49,482.74
STL009268,TXN009268,2026-06-06,140.02,1.68,0.18,138.16
STL009177,TXN009177,2026-06-03,477.36,7.98,0.67,468.71
STL015614,TXN015614,2026-06-10,343.73,5.77,0.48,337.48
STL029853,TXN029853,2026-06-14,101.34,1.27,0.13,99.94
STL014813,TXN014813,2026-06-12,435.38,9.46,4.79,421.13
STL009447,TXN009447,2026-06-11,45.89,0.86,0.06,44.97
STL035271,TXN035271,2026-06-03,359.21,6.03,0.5,352.68
STL002932,TXN002932,2026-06-13,100.55,1.76,0.14,98.65
STL042465,TXN042465,2026-06-10,8.8,0.3,0.01,8.49
STL011184,TXN011184,2026-06-07,38.87,0.62,0.05,38.2
STL007491,TXN007491,2026-06-14,284.16,5.64,0.4,278.12
STL020913,TXN020913,2026-06-12,106.79,1.33,0.14,105.32
STL019136,TXN019136,2026-06-14,201.41,2.32,0.26,198.83
STL031199,TXN031199,2026-06-14,70.75,0.95,0.09,69.71
STL000766,TXN000766,2026-06-10,178.07,2.08,0.23,175.76
STL038116,TXN038116,2026-06-08,61.85,1.31,0.09,60.45
STL001118,TXN001118,2026-06-04,5.05,0.26,0.01,4.78
STL041326,TXN041326,2026-06-05,293.09,4.32,0.38,288.39
STL009164,TXN009164,2026-06-03,37.03,0.82,0.05,36.16
STL044033,TXN044033,2026-06-10,395.04,7.8,0.55,386.69
STL011348,TXN011348,2026-06-10,345.28,7.19,0.51,337.58
STL010982,TXN010982,2026-06-09,149.25,1.78,0.19,147.28
STL022121,TXN022121,2026-06-14,886.71,19.16,9.75,857.8
STL010396,TXN010396,2026-06-13,116.76,1.44,0.15,115.17
STL047016,TXN047016,2026-06-07,132.61,1.6,0.17,130.84
STL032061,TXN032061,2026-06-08,206.23,2.38,0.27,203.58
STL026063,TXN026063,2026-06-08,419.8,8.29,0.59,410.92
STL006554,TXN006554,2026-06-04,27.86,0.5,0.04,27.32
STL034725,TXN034725,2026-06-13,151.6,2.6,0.21,148.79
STL043069,TXN043069,2026-06-11,71.87,1.5,0.1,70.27
STL006832,TXN006832,2026-06-07,198.68,2.3,0.26,196.12
STL000329,TXN000329,2026-06-07,214.19,2.46,0.28,211.45
STL002224,TXN002224,2026-06-09,337.0,6.67,0.47,329.86
STL005969,TXN005969,2026-06-02,512.72,10.1,0.72,501.9
STL001550,TXN001550,2026-06-10,209.67,2.41,0.27,206.99
STL028796,TXN028796,2026-06-04,463.86,9.15,0.65,454.06
STL032392,TXN032392,2026-06-14,133.18,2.7,0.19,130.29
STL032138,TXN032138,2026-06-06,79.23,1.41,0.11,77.71
STL035176,TXN035176,2026-06-07,198.71,2.3,0.26,196.15
STL027709,TXN027709,2026-06-03,419.34,7.02,0.59,411.73
STL012737,TXN012737,2026-06-03,109.31,2.45,1.2,105.66
STL039276,TXN039276,2026-06-15,564.08,12.23,6.2,545.65
STL042506,TXN042506,2026-06-03,42.36,0.65,0.06,41.65
STL030491,TXN030491,2026-06-10,198.24,2.29,0.26,195.69
STL031095,TXN031095,2026-06-03,192.5,3.28,0.27,188.95
STL021445,TXN021445,2026-06-08,159.44,1.88,0.21,157.35
STL006268,TXN006268,2026-06-13,347.66,5.84,0.49,341.33
STL007089,TXN007089,2026-06-07,363.77,6.1,0.51,357.16
STL000529,TXN000529,2026-06-13,365.38,7.22,0.51,357.65
STL032903,TXN032903,2026-06-15,156.89,1.86,0.2,154.83
STL049916,TXN049916,2026-06-13,447.72,7.49,0.63,439.6
STL013530,TXN013530,2026-06-07,177.46,2.07,0.23,175.16
STL033876,TXN033876,2026-06-04,111.34,1.38,0.14,109.82
STL012051,TXN012051,2026-06-11,151.54,3.06,0.21,148.27
STL018885,TXN018885,2026-06-02,331.28,5.57,0.46,325.25
STL001473,TXN001473,2026-06-09,115.72,2.36,0.16,113.2
STL048891,TXN048891,2026-06-10,387.68,6.5,0.54,380.64
STL047932,TXN047932,2026-06-08,399.09,7.88,0.56,390.65
STL000154,TXN000154,2026-06-12,371.9,8.1,4.09,359.71
STL033684,TXN033684,2026-06-11,82.98,1.08,0.11,81.79
STL005773,TXN005773,2026-06-15,81.93,1.07,0.11,80.75
STL040527,TXN040527,2026-06-02,64.35,0.89,0.08,63.38
STL014263,TXN014263,2026-06-04,29.87,0.59,0.04,29.24
STL004696,TXN004696,2026-06-13,200.52,3.03,0.26,197.23
STL047129,TXN047129,2026-06-10,76.1,1.36,0.11,74.63
STL045955,TXN045955,2026-06-06,598.17,11.1,0.79,586.28
STL010783,TXN010783,2026-06-05,497.31,9.8,0.7,486.81
STL032822,TXN032822,2026-06-15,437.71,7.32,0.61,429.78
STL015255,TXN015255,2026-06-14,226.13,3.39,0.29,222.45
STL034454,TXN034454,2026-06-07,54.69,1.02,0.08,53.59
STL024068,TXN024068,2026-06-10,151.55,1.8,0.2,149.55
STL044893,TXN044893,2026-06-10,172.11,2.02,0.22,169.87
STL023256,TXN023256,2026-06-08,395.64,6.63,0.55,388.46
STL024419,TXN024419,2026-06-03,153.93,1.83,0.2,151.9
STL032160,TXN032160,2026-06-04,455.15,7.61,0.64,446.9
STL034763,TXN034763,2026-06-15,576.9,11.35,0.81,564.74
STL016136,TXN016136,2026-06-11,301.98,6.59,3.32,292.07
STL025825,TXN025825,2026-06-14,27.7,0.64,0.04,27.02
STL007537,TXN007537,2026-06-12,102.61,1.79,0.14,100.68
STL017100,TXN017100,2026-06-02,291.98,4.92,0.41,286.65
STL029101,TXN029101,2026-06-06,340.46,5.72,0.48,334.26
STL007445,TXN007445,2026-06-13,211.45,3.18,0.27,208.0
STL017131,TXN017131,2026-06-09,196.51,2.27,0.26,193.98
STL048256,TXN048256,2026-06-13,134.1,1.62,0.17,132.31
STL014870,TXN014870,2026-06-11,349.82,5.87,0.49,343.46
STL048505,TXN048505,2026-06-11,534.54,10.52,0.75,523.27
STL032575,TXN032575,2026-06-13,275.95,5.48,0.39,270.08
STL049648,TXN049648,2026-06-15,727.22,15.74,8.0,703.48
STL015732,TXN015732,2026-06-07,889.2,19.22,9.78,860.2
STL001293,TXN001293,2026-06-03,48.99,1.06,0.07,47.86
STL004766,TXN004766,2026-06-05,288.91,5.73,0.4,282.78
STL044835,TXN044835,2026-06-05,76.19,1.01,0.1,75.08
STL035533,TXN035533,2026-06-12,77.6,1.02,0.1,76.48
STL020804,TXN020804,2026-06-12,230.08,3.9,0.32,225.86
STL046577,TXN046577,2026-06-04,224.13,3.8,0.31,220.02
STL006363,TXN006363,2026-06-06,179.88,2.64,0.22,177.02
STL020550,TXN020550,2026-06-05,246.74,5.4,2.71,238.63
STL030072,TXN030072,2026-06-05,417.3,6.99,0.58,409.73
STL002965,TXN002965,2026-06-05,86.53,1.12,0.11,85.3
STL036007,TXN036007,2026-06-03,40.84,0.64,0.05,40.15
STL030374,TXN030374,2026-06-06,128.78,2.22,0.18,126.38
STL036772,TXN036772,2026-06-10,580.71,12.59,6.39,561.73
STL044425,TXN044425,2026-06-11,139.24,1.67,0.18,137.39
STL017791,TXN017791,2026-06-02,31.45,0.54,0.04,30.87
STL030623,TXN030623,2026-06-04,35.53,0.58,0.05,34.9
STL005194,TXN005194,2026-06-14,77.15,1.02,0.1,76.03
STL026643,TXN026643,2026-06-04,149.39,2.31,0.19,146.89
STL028305,TXN028305,2026-06-13,131.7,1.59,0.17,129.94
STL038615,TXN038615,2026-06-03,51.18,1.1,0.07,50.01
STL016705,TXN016705,2026-06-05,168.64,1.98,0.22,166.44
STL049446,TXN049446,2026-06-03,175.34,2.67,0.23,172.44
STL037064,TXN037064,2026-06-06,178.87,3.95,1.97,172.95
STL025697,TXN025697,2026-06-03,208.31,3.14,0.27,204.9
STL048439,TXN048439,2026-06-10,623.4,13.5,6.86,603.04
STL029945,TXN029945,2026-06-10,207.49,3.12,0.27,204.1
STL003982,TXN003982,2026-06-05,36.27,0.59,0.05,35.63
STL043268,TXN043268,2026-06-05,501.4,9.88,0.7,490.82
STL002089,TXN002089,2026-06-13,568.84,11.19,0.8,556.85
STL038940,TXN038940,2026-06-14,147.02,3.26,1.62,142.14
STL005202,TXN005202,2026-06-11,92.54,1.18,0.12,91.24
STL008728,TXN008728,2026-06-10,40.85,0.64,0.05,40.16
STL006481,TXN006481,2026-06-10,111.63,1.38,0.15,110.1
STL041418,TXN041418,2026-06-03,241.28,3.6,0.31,237.37
STL003666,TXN003666,2026-06-08,87.8,1.55,0.12,86.13
STL043183,TXN043183,2026-06-14,138.61,1.67,0.18,136.76
STL014104,TXN014104,2026-06-13,180.25,3.61,0.25,176.39
STL039887,TXN039887,2026-06-06,200.01,2.31,0.26,197.44
STL024644,TXN024644,2026-06-09,191.21,3.83,0.27,187.11
STL033663,TXN033663,2026-06-15,566.29,11.14,0.79,554.36
STL049127,TXN049127,2026-06-04,157.49,1.86,0.2,155.43
STL013800,TXN013800,2026-06-04,231.78,5.08,2.55,224.15
STL003924,TXN003924,2026-06-12,218.96,2.51,0.28,216.17
STL009080,TXN009080,2026-06-05,241.64,4.81,0.34,236.49
STL009796,TXN009796,2026-06-13,138.26,2.16,0.18,135.92
STL015224,TXN015224,2026-06-11,362.97,7.18,0.51,355.28
STL024819,TXN024819,2026-06-13,241.17,4.08,0.34,236.75
STL022910,TXN022910,2026-06-14,205.51,2.37,0.27,202.87
STL015590,TXN015590,2026-06-11,35.74,0.69,0.05,35.0
STL010879,TXN010879,2026-06-06,43.35,0.83,0.06,42.46
STL007242,TXN007242,2026-06-06,72.67,0.97,0.09,71.61
STL006128,TXN006128,2026-06-13,138.94,1.67,0.18,137.09
STL009051,TXN009051,2026-06-10,434.94,8.58,0.61,425.75
STL048603,TXN048603,2026-06-15,89.94,1.15,0.12,88.67
STL045906,TXN045906,2026-06-08,120.47,1.47,0.16,118.84
STL042038,TXN042038,2026-06-06,340.07,6.73,0.48,332.86
STL009259,TXN009259,2026-06-13,561.85,12.18,6.18,543.49
STL035709,TXN035709,2026-06-09,258.29,3.84,0.34,254.11
STL034141,TXN034141,2026-06-07,57.58,0.81,0.07,56.7
STL025529,TXN025529,2026-06-07,168.29,1.98,0.22,166.09
STL001570,TXN001570,2026-06-04,181.85,2.12,0.24,179.49
STL017732,TXN017732,2026-06-06,288.76,4.86,0.4,283.5
STL036285,TXN036285,2026-06-13,116.99,2.03,0.16,114.8
STL015606,TXN015606,2026-06-11,694.06,15.02,7.63,671.41
STL043321,TXN043321,2026-06-12,180.4,2.1,0.23,178.07
STL013851,TXN013851,2026-06-08,80.87,1.06,0.11,79.7
STL003966,TXN003966,2026-06-07,20.18,0.42,0.03,19.73
STL009674,TXN009674,2026-06-10,138.46,1.66,0.18,136.62
STL005615,TXN005615,2026-06-10,237.72,4.02,0.33,233.37
STL032543,TXN032543,2026-06-08,335.8,5.64,0.47,329.69
STL035790,TXN035790,2026-06-12,449.63,8.87,0.63,440.13
STL039714,TXN039714,2026-06-15,371.29,6.23,0.52,364.54
STL025528,TXN025528,2026-06-12,220.78,4.41,0.31,216.06
STL033015,TXN033015,2026-06-15,411.63,6.89,0.58,404.16
STL007027,TXN007027,2026-06-06,248.85,4.21,0.35,244.29
STL016138,TXN016138,2026-06-09,420.84,7.04,0.59,413.21
STL018429,TXN018429,2026-06-03,34.49,0.57,0.04,33.88
STL030442,TXN030442,2026-06-13,175.94,3.53,0.25,172.16
STL021243,TXN021243,2026-06-07,317.93,6.3,0.45,311.18
STL016220,TXN016220,2026-06-14,306.7,5.16,0.43,301.11
STL000128,TXN000128,2026-06-14,26.41,0.67,0.29,25.45
STL048621,TXN048621,2026-06-12,162.39,2.49,0.21,159.69
STL011167,TXN011167,2026-06-11,16.26,0.37,0.02,15.87
STL034940,TXN034940,2026-06-04,563.66,11.09,0.79,551.78
STL024808,TXN024808,2026-06-09,143.48,1.72,0.19,141.57
STL005682,TXN005682,2026-06-11,22.27,0.47,0.03,21.77
STL042361,TXN042361,2026-06-10,202.08,3.05,0.26,198.77
STL012066,TXN012066,2026-06-10,272.93,4.6,0.38,267.95
STL012313,TXN012313,2026-06-13,80.72,1.06,0.1,79.56
STL025655,TXN025655,2026-06-04,111.96,1.79,0.15,110.02
STL030539,TXN030539,2026-06-10,36.92,0.71,0.05,36.16
STL032425,TXN032425,2026-06-14,541.9,10.67,0.76,530.47
STL001122,TXN001122,2026-06-15,185.47,2.16,0.24,183.07
STL020157,TXN020157,2026-06-08,244.49,4.13,0.34,240.02
STL029977,TXN029977,2026-06-07,192.03,2.23,0.25,189.55
STL010471,TXN010471,2026-06-03,53.94,0.78,0.07,53.09
STL001261,TXN001261,2026-06-12,140.44,2.19,0.18,138.07
STL039709,TXN039709,2026-06-13,118.63,1.46,0.15,117.02
STL048118,TXN048118,2026-06-08,174.9,2.05,0.23,172.62
STL045438,TXN045438,2026-06-13,427.32,7.15,0.6,419.57
STL027653,TXN027653,2026-06-05,87.19,1.13,0.11,85.95
STL016091,TXN016091,2026-06-12,112.81,2.3,0.16,110.35
STL010239,TXN010239,2026-06-15,221.55,3.76,0.31,217.48
STL045091,TXN045091,2026-06-11,170.13,2.0,0.22,167.91
STL018325,TXN018325,2026-06-07,175.66,2.05,0.23,173.38
STL028930,TXN028930,2026-06-11,304.03,5.12,0.43,298.48
STL010719,TXN010719,2026-06-08,258.85,5.15,0.36,253.34
STL017025,TXN017025,2026-06-02,187.92,3.2,0.26,184.46
STL011759,TXN011759,2026-06-05,203.49,3.07,0.26,200.16
STL015452,TXN015452,2026-06-09,32.33,0.55,0.04,31.74
STL010596,TXN010596,2026-06-04,18.6,0.41,0.02,18.17
STL014878,TXN014878,2026-06-02,162.04,3.26,0.23,158.55
STL038139,TXN038139,2026-06-12,149.6,1.78,0.19,147.63
STL043374,TXN043374,2026-06-08,120.91,1.48,0.16,119.27
STL020720,TXN020720,2026-06-07,206.6,3.51,0.29,202.8
STL048037,TXN048037,2026-06-10,316.58,6.91,3.48,306.19
STL007711,TXN007711,2026-06-11,75.46,1.28,0.1,74.08
STL012922,TXN012922,2026-06-14,45.03,0.85,0.06,44.12
STL021308,TXN021308,2026-06-02,37.99,0.61,0.05,37.33
STL013488,TXN013488,2026-06-06,166.19,1.95,0.22,164.02
STL007663,TXN007663,2026-06-09,122.28,1.93,0.16,120.19
STL003894,TXN003894,2026-06-11,214.28,4.71,2.36,207.21
STL043112,TXN043112,2026-06-12,659.16,14.27,7.25,637.64
STL020533,TXN020533,2026-06-08,114.07,1.41,0.15,112.51
STL014740,TXN014740,2026-06-12,58.21,1.06,0.08,57.07
STL008115,TXN008115,2026-06-14,377.32,6.33,0.53,370.46
STL004276,TXN004276,2026-06-15,319.05,5.36,0.45,313.24
STL001520,TXN001520,2026-06-10,64.62,0.89,0.08,63.65
STL032150,TXN032150,2026-06-15,148.13,1.77,0.19,146.17
STL034486,TXN034486,2026-06-15,33.75,0.66,0.05,33.04
STL040890,TXN040890,2026-06-06,90.68,1.6,0.13,88.95
STL019811,TXN019811,2026-06-04,632.97,12.44,0.89,619.64
STL030680,TXN030680,2026-06-08,23.16,0.54,0.03,22.59
STL046675,TXN046675,2026-06-06,244.25,4.86,0.34,239.05
STL033095,TXN033095,2026-06-04,470.74,7.87,0.66,462.21
STL002725,TXN002725,2026-06-13,396.41,6.64,0.55,389.22
STL041705,TXN041705,2026-06-14,127.99,1.55,0.17,126.27
STL007974,TXN007974,2026-06-11,183.87,3.13,0.26,180.48
STL043872,TXN043872,2026-06-04,220.86,4.41,0.31,216.14
STL014670,TXN014670,2026-06-09,352.99,5.92,0.49,346.58
STL043500,TXN043500,2026-06-12,465.19,7.78,0.65,456.76
STL007964,TXN007964,2026-06-13,78.92,1.04,0.1,77.78
STL022971,TXN022971,2026-06-07,331.58,5.57,0.46,325.55
STL022016,TXN022016,2026-06-12,90.83,1.6,0.13,89.1
STL027786,TXN027786,2026-06-14,172.5,2.02,0.22,170.26
STL031028,TXN031028,2026-06-10,533.82,10.51,0.75,522.56
STL017656,TXN017656,2026-06-02,111.79,1.38,0.15,110.26
STL005784,TXN005784,2026-06-06,260.46,5.18,0.36,254.92
STL000859,TXN000859,2026-06-15,202.02,2.33,0.26,199.43
STL011622,TXN011622,2026-06-06,420.71,8.3,0.59,411.82
STL024852,TXN024852,2026-06-03,85.26,1.51,0.12,83.63
STL032980,TXN032980,2026-06-03,375.11,6.29,0.53,368.29
STL020841,TXN020841,2026-06-03,532.56,10.48,0.75,521.33
STL029735,TXN029735,2026-06-04,353.04,5.93,0.49,346.62
STL017871,TXN017871,2026-06-10,360.14,6.04,0.5,353.6
STL039954,TXN039954,2026-06-02,192.66,3.86,0.27,188.53
STL047632,TXN047632,2026-06-08,49.16,0.73,0.06,48.37
STL039653,TXN039653,2026-06-08,333.9,7.16,3.61,323.13
STL030862,TXN030862,2026-06-08,224.62,3.81,0.31,220.5
STL000990,TXN000990,2026-06-03,13.59,0.32,0.02,13.25
STL002843,TXN002843,2026-06-07,209.88,2.41,0.27,207.2
STL015860,TXN015860,2026-06-15,92.23,1.18,0.12,90.93
STL010680,TXN010680,2026-06-03,449.97,7.52,0.63,441.82
STL049911,TXN049911,2026-06-04,71.91,0.97,0.09,70.85
STL002609,TXN002609,2026-06-08,12.96,0.31,0.02,12.63
STL037351,TXN037351,2026-06-11,77.98,1.03,0.1,76.85
STL035162,TXN035162,2026-06-14,152.73,1.81,0.2,150.72
STL008876,TXN008876,2026-06-11,103.88,1.81,0.15,101.92
STL003141,TXN003141,2026-06-05,179.45,3.06,0.25,176.14
STL048482,TXN048482,2026-06-12,217.08,2.49,0.28,214.31
STL020176,TXN020176,2026-06-05,421.13,7.05,0.59,413.49
STL020849,TXN020849,2026-06-06,130.27,2.25,0.18,127.84
STL034627,TXN034627,2026-06-08,62.68,0.87,0.08,61.73
STL041702,TXN041702,2026-06-11,347.55,5.83,0.49,341.23
STL031344,TXN031344,2026-06-13,81.04,1.06,0.11,79.87
STL021582,TXN021582,2026-06-06,198.1,3.37,0.28,194.45
STL024738,TXN024738,2026-06-02,32.28,0.55,0.04,31.69
STL043238,TXN043238,2026-06-05,178.89,2.09,0.23,176.57
STL020034,TXN020034,2026-06-03,443.71,7.42,0.62,435.67
STL049772,TXN049772,2026-06-10,254.38,3.78,0.33,250.27
STL000099,TXN000099,2026-06-06,395.02,6.62,0.55,387.85
STL043818,TXN043818,2026-06-03,125.05,1.52,0.16,123.37
STL036549,TXN036549,2026-06-02,272.19,4.03,0.35,267.81
STL033000,TXN033000,2026-06-12,296.54,5.88,0.42,290.24
STL047279,TXN047279,2026-06-04,218.21,3.7,0.31,214.2
STL009434,TXN009434,2026-06-13,153.22,3.09,0.21,149.92
STL018959,TXN018959,2026-06-09,72.72,0.97,0.09,71.66
STL047384,TXN047384,2026-06-08,253.92,5.05,0.36,248.51
STL042622,TXN042622,2026-06-04,180.83,3.08,0.25,177.5
STL015717,TXN015717,2026-06-08,35.25,0.71,0.05,34.49
STL003588,TXN003588,2026-06-14,85.75,1.11,0.11,84.53
STL007492,TXN007492,2026-06-07,78.29,1.03,0.1,77.16
STL017790,TXN017790,2026-06-12,158.24,1.87,0.21,156.16
STL027819,TXN027819,2026-06-14,35.1,0.58,0.05,34.47
STL025832,TXN025832,2026-06-03,188.71,2.19,0.25,186.27
STL022449,TXN022449,2026-06-03,7.67,0.29,0.01,7.37
STL048835,TXN048835,2026-06-08,233.39,3.95,0.33,229.11
STL023983,TXN023983,2026-06-06,94.35,1.94,0.13,92.28
STL021775,TXN021775,2026-06-10,192.33,3.27,0.27,188.79
STL008883,TXN008883,2026-06-05,504.76,9.94,0.71,494.11
STL046905,TXN046905,2026-06-12,461.24,7.71,0.65,452.88
STL018757,TXN018757,2026-06-11,338.76,5.69,0.47,332.6
STL001661,TXN001661,2026-06-13,124.82,1.52,0.16,123.14
STL041243,TXN041243,2026-06-08,153.44,1.82,0.2,151.42
STL038931,TXN038931,2026-06-08,44.42,0.68,0.06,43.68
STL012322,TXN012322,2026-06-05,49.14,0.73,0.06,48.35
STL021233,TXN021233,2026-06-06,251.49,4.25,0.35,246.89
STL007553,TXN007553,2026-06-03,140.14,1.68,0.18,138.28
STL042413,TXN042413,2026-06-15,205.63,4.52,2.26,198.85
STL027013,TXN027013,2026-06-14,200.03,4.0,0.28,195.75
STL006169,TXN006169,2026-06-02,223.34,3.79,0.31,219.24
STL016377,TXN016377,2026-06-08,35.04,0.68,0.05,34.31
STL044695,TXN044695,2026-06-09,599.7,11.79,0.84,587.07
STL027362,TXN027362,2026-06-08,157.27,3.48,1.73,152.06
STL028840,TXN028840,2026-06-10,355.17,5.96,0.5,348.71
STL021910,TXN021910,2026-06-03,159.94,1.89,0.21,157.84
STL013701,TXN013701,2026-06-09,425.11,8.39,0.6,416.12
STL012410,TXN012410,2026-06-10,131.93,2.67,0.18,129.08
STL013639,TXN013639,2026-06-15,262.81,4.44,0.37,258.0
STL036785,TXN036785,2026-06-05,578.56,11.38,0.81,566.37
STL010538,TXN010538,2026-06-15,314.68,6.87,3.46,304.35
STL013951,TXN013951,2026-06-05,293.48,4.94,0.41,288.13
STL046763,TXN046763,2026-06-06,500.93,10.87,5.51,484.55
STL005054,TXN005054,2026-06-02,75.1,1.34,0.11,73.65
STL041341,TXN041341,2026-06-12,69.49,1.59,0.76,67.14
STL003215,TXN003215,2026-06-12,144.83,2.92,0.2,141.71
STL024145,TXN024145,2026-06-05,279.69,4.71,0.39,274.59
STL017537,TXN017537,2026-06-09,218.52,2.5,0.28,215.74
STL030498,TXN030498,2026-06-09,63.68,1.34,0.09,62.25
STL048185,TXN048185,2026-06-07,163.52,3.29,0.23,160.0
STL007159,TXN007159,2026-06-13,54.02,0.98,0.07,52.97
STL015387,TXN015387,2026-06-13,205.44,4.11,0.29,201.04
STL018174,TXN018174,2026-06-02,48.18,0.89,0.07,47.22
STL034758,TXN034758,2026-06-05,102.7,1.79,0.14,100.77
STL038304,TXN038304,2026-06-13,84.48,1.4,0.11,82.97
STL025091,TXN025091,2026-06-07,810.85,17.53,8.92,784.4
STL007707,TXN007707,2026-06-07,43.66,0.67,0.06,42.93
STL025167,TXN025167,2026-06-08,98.35,1.24,0.13,96.98
STL037884,TXN037884,2026-06-08,53.91,0.78,0.07,53.06
STL011530,TXN011530,2026-06-06,47.28,0.88,0.06,46.34
STL047571,TXN047571,2026-06-14,210.49,3.57,0.29,206.63
STL039474,TXN039474,2026-06-13,226.32,3.83,0.32,222.17
STL019081,TXN019081,2026-06-02,190.54,3.24,0.27,187.03
STL008653,TXN008653,2026-06-09,106.83,1.72,0.14,104.97
STL039414,TXN039414,2026-06-06,306.8,6.7,3.37,296.73
STL000069,TXN000069,2026-06-14,179.13,2.09,0.23,176.81
STL029655,TXN029655,2026-06-04,60.49,1.1,0.08,59.31
STL036846,TXN036846,2026-06-09,319.62,6.33,0.45,312.84
STL036942,TXN036942,2026-06-02,66.81,1.2,0.09,65.52
STL035211,TXN035211,2026-06-13,290.91,6.26,3.15,281.5
STL046178,TXN046178,2026-06-10,358.63,6.02,0.5,352.11
STL025767,TXN025767,2026-06-14,380.81,7.53,0.53,372.75
STL002997,TXN002997,2026-06-09,133.79,2.31,0.19,131.29
STL029863,TXN029863,2026-06-14,224.56,4.48,0.31,219.77
STL037725,TXN037725,2026-06-02,30.44,0.53,0.04,29.87
STL049314,TXN049314,2026-06-03,116.37,1.43,0.15,114.79
STL042058,TXN042058,2026-06-07,238.61,3.56,0.31,234.74
STL016380,TXN016380,2026-06-05,232.63,3.94,0.33,228.36
STL049579,TXN049579,2026-06-03,444.1,7.43,0.62,436.05
STL035160,TXN035160,2026-06-11,153.34,1.82,0.2,151.32
STL042276,TXN042276,2026-06-07,219.21,3.72,0.31,215.18
STL000909,TXN000909,2026-06-07,112.5,2.29,0.16,110.05
STL040873,TXN040873,2026-06-02,379.87,6.37,0.53,372.97
STL024800,TXN024800,2026-06-12,70.17,1.26,0.1,68.81
STL038272,TXN038272,2026-06-03,381.35,7.54,0.53,373.28
STL001098,TXN001098,2026-06-15,73.51,0.98,0.1,72.43
STL044902,TXN044902,2026-06-06,225.0,3.81,0.32,220.87
STL013668,TXN013668,2026-06-08,25.18,0.47,0.03,24.68
STL020708,TXN020708,2026-06-04,36.38,0.59,0.05,35.74
STL019800,TXN019800,2026-06-09,181.96,2.12,0.24,179.6
STL036601,TXN036601,2026-06-07,242.05,5.3,2.66,234.09
STL014477,TXN014477,2026-06-04,498.6,9.82,0.7,488.08
STL015956,TXN015956,2026-06-04,126.91,1.54,0.16,125.21
STL015475,TXN015475,2026-06-10,46.81,0.87,0.07,45.87
STL032152,TXN032152,2026-06-11,151.65,3.06,0.21,148.38
STL038826,TXN038826,2026-06-07,423.79,7.09,0.59,416.11
STL010791,TXN010791,2026-06-07,168.83,1.98,0.22,166.63
STL010314,TXN010314,2026-06-08,602.44,11.85,0.84,589.75
STL029666,TXN029666,2026-06-13,217.12,2.49,0.28,214.35
STL012807,TXN012807,2026-06-09,394.68,8.59,4.34,381.75
STL049016,TXN049016,2026-06-04,259.92,3.86,0.34,255.72
STL037012,TXN037012,2026-06-06,197.66,2.99,0.26,194.41
STL009793,TXN009793,2026-06-11,224.41,3.36,0.29,220.76
STL022094,TXN022094,2026-06-04,133.66,1.61,0.17,131.88
STL004954,TXN004954,2026-06-14,117.47,2.39,0.16,114.92
STL000643,TXN000643,2026-06-08,82.06,1.07,0.11,80.88
STL025857,TXN025857,2026-06-03,68.37,1.23,0.1,67.04
STL011976,TXN011976,2026-06-06,417.84,6.99,0.58,410.27
STL019364,TXN019364,2026-06-15,356.22,7.05,0.5,348.67
STL027914,TXN027914,2026-06-14,62.97,0.98,0.08,61.91
STL023533,TXN023533,2026-06-02,107.97,2.21,0.15,105.61
