customer_id,segment,channel,cohort_month,initial_arr,cac,promo24
C00482,smb,partner,2024-04,4830.5,3130.23,0
C00483,mid_market,partner,2024-04,56323.34,48183.4,0
C00484,mid_market,self_serve,2024-04,55072.01,13435.93,0
C00485,smb,partner,2024-04,6324.05,4349.18,0
C00486,smb,self_serve,2024-04,9258.63,1141.56,0
C00487,mid_market,inbound,2024-04,33568.7,15879.87,0
C00488,mid_market,inbound,2024-04,12456.37,6958.99,0
C00489,mid_market,outbound,2024-04,33441.38,40086.62,0
C00490,mid_market,partner,2024-04,42303.53,29083.07,0
C00491,smb,inbound,2024-04,9165.27,4366.31,0
C00492,mid_market,inbound,2024-05,51736.58,31167.45,0
C00493,mid_market,inbound,2024-05,56917.48,36314.3,0
C00494,smb,outbound,2024-05,5018.57,4577.58,0
C00495,smb,self_serve,2024-05,9587.98,1542.21,0
C00496,smb,partner,2024-05,9509.12,5739.49,0
C00497,smb,outbound,2024-05,10303.62,10360.97,0
C00498,mid_market,outbound,2024-05,18612.64,29248.87,0
C00499,mid_market,partner,2024-05,46206.73,45796.4,0
C00500,enterprise,outbound,2024-05,93007.91,150734.98,0
C00501,smb,inbound,2024-05,5058.27,2501.79,0
C00502,smb,inbound,2024-05,8715.48,3772.12,0
C00503,smb,self_serve,2024-05,7887.92,1243.71,0
C00504,mid_market,partner,2024-05,54037.11,38529.94,0
C00505,smb,self_serve,2024-05,11344.17,1659.21,0
C00506,mid_market,inbound,2024-05,29433.03,21205.6,0
C00507,smb,inbound,2024-05,3993.09,1838.72,0
C00508,smb,inbound,2024-05,10432.06,4512.72,0
C00509,mid_market,outbound,2024-05,45578.26,56380.34,0
C00510,mid_market,inbound,2024-05,40009.52,25740.34,0
C00511,mid_market,inbound,2024-05,32840.18,19898.19,0
C00512,smb,inbound,2024-05,9315.29,3420.25,0
C00513,mid_market,outbound,2024-05,40076.03,56275.94,0
C00514,mid_market,outbound,2024-05,49401.9,77718.4,0
C00515,enterprise,outbound,2024-05,153960.73,319676.33,0
C00516,mid_market,inbound,2024-05,38346.01,24274.34,0
C00517,smb,outbound,2024-05,10188.51,8304.99,0
C00518,enterprise,inbound,2024-05,107022.77,70824.87,0
C00519,smb,partner,2024-06,8746.38,6337.46,0
C00520,smb,inbound,2024-06,7282.54,2833.58,0
C00521,enterprise,partner,2024-06,231699.77,235162.66,0
C00522,smb,self_serve,2024-06,8409.7,1375.86,0
C00523,smb,partner,2024-06,6442.52,3285.67,0
C00524,smb,inbound,2024-06,9060.86,3060.96,0
C00525,enterprise,inbound,2024-06,124172.83,117980.62,0
C00526,mid_market,partner,2024-06,59479.77,57231.31,0
C00527,enterprise,outbound,2024-06,231388.55,452812.15,0
C00528,mid_market,outbound,2024-06,39914.98,50131.11,0
C00529,mid_market,inbound,2024-06,31809.24,17997.21,0
C00530,enterprise,inbound,2024-06,222500.53,194743.08,0
C00531,smb,outbound,2024-06,10091.48,7537.64,0
C00532,mid_market,partner,2024-06,45212.7,40788.76,0
C00533,mid_market,outbound,2024-06,52861.59,74548.94,0
C00534,enterprise,inbound,2024-06,105062.72,90348.57,0
C00535,smb,outbound,2024-06,11601.89,11665.39,0
C00536,mid_market,inbound,2024-06,23959.89,12335.13,0
C00537,mid_market,self_serve,2024-06,42692.56,8580.99,0
C00538,smb,inbound,2024-06,11889.93,5596.76,0
C00539,smb,outbound,2024-06,11824.66,10271.38,0
C00540,smb,outbound,2024-06,8564.77,9246.73,0
C00541,enterprise,outbound,2024-06,74506.93,145193.58,0
C00542,mid_market,outbound,2024-06,25588.83,35255.95,0
C00543,smb,outbound,2024-06,3257.15,3453.8,0
C00544,smb,self_serve,2024-06,6764.23,896.5,0
C00545,smb,self_serve,2024-06,6582.64,872.68,0
C00546,mid_market,self_serve,2024-06,26252.36,5125.88,0
C00547,smb,inbound,2024-06,7492.99,2871.18,0
C00548,mid_market,inbound,2024-07,40831.9,27606.71,1
C00549,smb,self_serve,2024-07,6083.11,807.06,1
C00550,smb,inbound,2024-07,9083.37,3007.79,1
C00551,enterprise,self_serve,2024-07,220082.37,63653.89,1
C00552,mid_market,self_serve,2024-07,52036.49,11301.8,0
C00553,enterprise,self_serve,2024-07,63471.08,15345.28,0
C00554,mid_market,self_serve,2024-07,21111.41,3546.9,1
C00555,enterprise,outbound,2024-07,234497.8,427053.62,1
C00556,smb,self_serve,2024-07,3771.33,558.35,1
C00557,mid_market,inbound,2024-07,42305.97,27523.77,1
C00558,mid_market,outbound,2024-07,42651.26,49927.67,0
C00559,mid_market,outbound,2024-07,53061.53,70430.72,1
C00560,smb,self_serve,2024-07,10093.16,1540.87,0
C00561,mid_market,outbound,2024-07,28587.83,42969.01,1
C00562,enterprise,partner,2024-07,89992.75,96348.58,1
C00563,enterprise,outbound,2024-07,149339.35,345369.53,1
C00564,mid_market,inbound,2024-07,57322.33,41763.18,1
C00565,mid_market,partner,2024-07,31686.69,22537.65,0
C00566,enterprise,self_serve,2024-07,119572.52,36248.56,1
C00567,mid_market,inbound,2024-07,13645.46,7963.29,0
C00568,smb,self_serve,2024-07,5937.33,933.3,1
C00569,mid_market,self_serve,2024-07,19699.38,4492.87,0
C00570,enterprise,inbound,2024-07,159856.12,139678.38,1
C00571,mid_market,partner,2024-07,47333.88,36105.93,1
C00572,smb,inbound,2024-07,10975.84,5095.99,0
C00573,mid_market,inbound,2024-07,47973.07,24163.91,1
C00574,smb,inbound,2024-07,11921.84,5415.96,0
C00575,mid_market,outbound,2024-07,51359.67,58706.36,1
C00576,smb,outbound,2024-07,7811.14,7057.99,1
C00577,smb,self_serve,2024-07,11809.25,1730.07,1
C00578,mid_market,self_serve,2024-07,56341.07,10431.42,0
C00579,smb,partner,2024-07,10826.71,7652.08,1
C00580,enterprise,inbound,2024-07,162515.02,163102.81,1
C00581,smb,outbound,2024-07,6582.15,5507.08,1
C00582,mid_market,inbound,2024-07,37314.49,24543.71,0
C00583,smb,partner,2024-07,4280.49,2118.24,1
C00584,mid_market,self_serve,2024-07,41300.37,9713.1,0
C00585,smb,self_serve,2024-07,3819.45,541.91,1
C00586,mid_market,partner,2024-07,21155.04,15599.38,1
C00587,smb,inbound,2024-07,2645.91,1073.29,1
C00588,smb,inbound,2024-07,2105.45,694.05,0
C00589,enterprise,outbound,2024-07,148648.39,257701.26,0
C00590,smb,inbound,2024-07,5885.67,1956.17,0
C00591,smb,partner,2024-07,4711.13,2898.11,0
C00592,smb,outbound,2024-07,3625.31,3569.53,0
C00593,smb,self_serve,2024-07,9885.88,1657.56,0
C00594,enterprise,outbound,2024-07,84672.03,175218.56,0
C00595,mid_market,inbound,2024-07,55493.0,29813.02,1
C00596,mid_market,outbound,2024-07,47765.53,63347.43,1
C00597,enterprise,inbound,2024-07,220391.77,205207.15,0
C00598,smb,inbound,2024-08,6801.29,3164.53,1
C00599,smb,inbound,2024-08,10714.41,4729.7,1
C00600,smb,outbound,2024-08,2688.27,2470.32,0
C00601,mid_market,inbound,2024-08,40238.26,21034.25,0
C00602,mid_market,outbound,2024-08,51454.56,71753.99,1
C00603,enterprise,inbound,2024-08,227251.25,228108.35,0
C00604,enterprise,partner,2024-08,144259.19,148704.93,1
C00605,mid_market,self_serve,2024-08,48693.06,9681.87,1
C00606,mid_market,partner,2024-08,36941.64,35719.19,0
C00607,mid_market,outbound,2024-08,14685.21,18704.93,1
C00608,mid_market,partner,2024-08,13840.03,9784.15,1
C00609,smb,self_serve,2024-08,6131.19,976.6,1
C00610,mid_market,inbound,2024-08,31872.58,20286.81,1
C00611,mid_market,inbound,2024-08,22936.78,13325.9,1
C00612,smb,partner,2024-08,9966.78,6747.8,1
C00613,mid_market,partner,2024-08,30856.52,31492.58,1
C00614,smb,outbound,2024-08,8104.13,8232.81,1
C00615,mid_market,inbound,2024-08,30509.73,15644.95,0
C00616,mid_market,partner,2024-08,28081.93,20094.7,1
C00617,enterprise,inbound,2024-08,158691.77,124367.95,0
C00618,smb,self_serve,2024-08,8093.47,1068.76,1
C00619,mid_market,outbound,2024-08,48589.78,80783.18,1
C00620,mid_market,self_serve,2024-08,37056.64,9575.58,1
C00621,smb,outbound,2024-08,10522.0,11269.2,0
C00622,smb,self_serve,2024-08,7920.24,930.35,1
C00623,mid_market,outbound,2024-08,15838.44,18607.99,1
C00624,mid_market,self_serve,2024-08,41214.09,9146.49,0
C00625,enterprise,inbound,2024-08,72476.72,54501.88,0
C00626,enterprise,inbound,2024-08,75180.87,68102.19,1
C00627,mid_market,partner,2024-08,20940.48,16545.38,0
C00628,enterprise,inbound,2024-08,119240.87,78709.64,1
C00629,smb,inbound,2024-08,4969.69,2445.12,0
C00630,smb,self_serve,2024-08,9456.59,1649.21,1
C00631,mid_market,outbound,2024-08,39740.47,43943.64,0
C00632,smb,self_serve,2024-08,1976.31,247.93,1
C00633,mid_market,inbound,2024-08,33412.45,21935.2,1
C00634,smb,outbound,2024-08,1992.72,2149.32,0
C00635,smb,inbound,2024-08,10625.24,5268.47,1
C00636,mid_market,inbound,2024-08,22841.42,12105.44,0
C00637,smb,partner,2024-08,11670.27,6713.02,1
C00638,smb,inbound,2024-08,11110.53,4352.55,1
C00639,mid_market,inbound,2024-08,25120.71,12748.91,0
C00640,smb,outbound,2024-08,6524.75,7553.76,0
C00641,mid_market,self_serve,2024-09,47802.76,11638.01,0
C00642,smb,partner,2024-09,5432.02,2754.22,0
C00643,smb,partner,2024-09,7100.46,3580.61,1
C00644,mid_market,outbound,2024-09,50840.23,75161.63,1
C00645,mid_market,outbound,2024-09,44109.63,69456.25,1
C00646,enterprise,inbound,2024-09,76825.81,56634.51,1
C00647,enterprise,inbound,2024-09,88292.68,68113.4,0
C00648,enterprise,inbound,2024-09,239388.3,193439.99,0
C00649,smb,outbound,2024-09,4848.59,5408.95,1
C00650,smb,self_serve,2024-09,7070.59,1029.41,0
C00651,mid_market,inbound,2024-09,28705.27,17157.39,1
C00652,enterprise,partner,2024-09,185451.44,247097.81,1
C00653,mid_market,self_serve,2024-09,21094.09,4581.87,0
C00654,smb,self_serve,2024-09,10591.33,1927.54,0
C00655,mid_market,inbound,2024-09,45601.14,30666.21,0
C00656,mid_market,partner,2024-09,51347.66,39870.88,0
C00657,enterprise,inbound,2024-09,224222.53,206852.69,1
C00658,smb,partner,2024-09,9018.94,4911.54,1
C00659,mid_market,partner,2024-09,17824.42,13202.89,1
C00660,smb,inbound,2024-09,2832.37,1375.23,1
C00661,mid_market,inbound,2024-09,33311.65,16441.01,1
C00662,smb,self_serve,2024-09,5119.27,888.88,1
C00663,smb,self_serve,2024-09,2174.21,346.66,0
C00664,mid_market,outbound,2024-09,18905.75,23742.85,1
C00665,mid_market,inbound,2024-09,40254.8,24299.02,0
C00666,smb,inbound,2024-09,5131.75,1677.45,1
C00667,enterprise,inbound,2024-09,134047.59,101522.66,1
C00668,smb,inbound,2024-09,9767.89,3604.38,1
C00669,smb,inbound,2024-09,3113.23,1482.96,0
C00670,smb,outbound,2024-09,4133.62,4089.43,1
C00671,mid_market,self_serve,2024-09,22957.33,5764.62,1
C00672,smb,inbound,2024-09,4740.78,1893.42,1
C00673,smb,inbound,2024-09,7999.85,3488.04,1
C00674,smb,self_serve,2024-09,10613.12,1907.75,0
C00675,mid_market,outbound,2024-09,56146.03,93443.06,0
C00676,mid_market,self_serve,2024-09,39116.34,7750.15,1
C00677,smb,inbound,2024-09,5127.57,2015.93,1
C00678,smb,self_serve,2024-09,6743.85,834.03,0
C00679,mid_market,self_serve,2024-09,47742.96,12109.37,0
C00680,mid_market,outbound,2024-09,35179.91,47205.91,0
C00681,mid_market,outbound,2024-09,53180.19,86053.66,1
C00682,mid_market,self_serve,2024-09,13311.54,3145.21,1
C00683,smb,partner,2024-09,1859.35,1247.13,1
C00684,mid_market,outbound,2024-09,48265.77,57814.87,0
C00685,enterprise,self_serve,2024-09,62073.9,20228.76,1
C00686,enterprise,partner,2024-09,133623.13,173968.65,0
C00687,smb,inbound,2024-09,11236.76,4334.19,1
C00688,enterprise,self_serve,2024-09,106735.18,30380.36,1
C00689,mid_market,inbound,2024-09,55778.66,34564.71,1
C00690,mid_market,inbound,2024-09,48921.24,34447.61,1
C00691,smb,inbound,2024-09,2284.51,1001.97,1
C00692,smb,outbound,2024-09,1935.68,1813.25,1
C00693,smb,partner,2024-10,2130.5,1332.67,0
C00694,mid_market,outbound,2024-10,54612.19,82800.94,1
C00695,mid_market,inbound,2024-10,38714.22,27475.18,0
C00696,smb,outbound,2024-10,8015.94,6228.05,0
C00697,mid_market,self_serve,2024-10,23925.76,4698.51,1
C00698,mid_market,inbound,2024-10,49328.96,26644.34,1
C00699,mid_market,outbound,2024-10,35282.89,48653.91,1
C00700,smb,inbound,2024-10,2392.2,922.02,1
C00701,mid_market,outbound,2024-10,14527.95,24152.88,0
C00702,enterprise,partner,2024-10,105370.48,105369.71,1
C00703,smb,partner,2024-10,9941.2,5683.86,0
C00704,smb,inbound,2024-10,5792.45,2832.26,1
C00705,smb,self_serve,2024-10,2552.02,438.06,1
C00706,mid_market,partner,2024-10,47240.87,40959.41,0
C00707,smb,partner,2024-10,10682.81,6474.86,1
C00708,smb,self_serve,2024-10,4080.49,646.54,0
C00709,smb,outbound,2024-10,3743.7,2933.62,1
C00710,smb,partner,2024-10,8406.92,4832.47,0
C00711,enterprise,partner,2024-10,200381.41,224891.21,1
C00712,smb,self_serve,2024-10,6138.47,996.79,1
C00713,smb,outbound,2024-10,6686.82,7396.49,1
C00714,smb,self_serve,2024-10,11877.37,2060.29,0
C00715,enterprise,inbound,2024-10,158884.59,135249.91,1
C00716,enterprise,inbound,2024-10,216575.0,166722.46,1
C00717,smb,partner,2024-10,7764.73,4767.57,1
C00718,mid_market,inbound,2024-10,42951.24,27832.94,1
C00719,mid_market,self_serve,2024-10,53498.5,12895.9,1
C00720,smb,outbound,2024-10,10647.73,11792.98,0
C00721,smb,inbound,2024-10,9557.81,3595.74,1
C00722,enterprise,inbound,2024-10,203331.48,148245.0,1
C00723,smb,self_serve,2024-10,5377.98,842.12,0
C00724,smb,inbound,2024-10,2482.59,896.12,0
C00725,mid_market,inbound,2024-10,31045.51,20491.25,0
C00726,enterprise,self_serve,2024-10,196767.82,52795.76,1
C00727,smb,outbound,2024-10,7440.8,8518.46,0
C00728,smb,inbound,2024-10,7612.0,2576.69,1
C00729,mid_market,self_serve,2024-10,57950.97,10745.9,1
C00730,mid_market,self_serve,2024-10,13848.96,3506.1,0
C00731,smb,outbound,2024-10,8772.85,6866.17,0
C00732,mid_market,inbound,2024-10,33965.46,17809.52,0
C00733,smb,outbound,2024-10,8389.48,9083.08,1
C00734,smb,inbound,2024-10,9856.07,4889.62,1
C00735,smb,self_serve,2024-10,8087.23,1434.45,1
C00736,mid_market,partner,2024-10,40757.64,29088.34,0
C00737,mid_market,outbound,2024-10,55674.98,79077.61,0
C00738,smb,partner,2024-10,7462.07,3879.75,1
C00739,mid_market,partner,2024-10,52176.05,46773.43,0
C00740,enterprise,inbound,2024-11,115177.23,96833.85,1
C00741,smb,outbound,2024-11,4535.7,4196.48,0
C00742,smb,inbound,2024-11,3136.88,1497.66,0
C00743,smb,inbound,2024-11,3122.69,1463.68,1
C00744,smb,partner,2024-11,8392.06,4634.58,0
C00745,smb,inbound,2024-11,11313.37,4188.99,1
C00746,enterprise,partner,2024-11,123827.08,115804.93,1
C00747,enterprise,partner,2024-11,203421.22,252052.86,0
C00748,mid_market,partner,2024-11,51679.86,50316.61,1
C00749,smb,self_serve,2024-11,5310.01,743.81,0
C00750,mid_market,partner,2024-11,38685.48,29983.17,1
C00751,enterprise,self_serve,2024-11,235917.33,77157.19,1
C00752,mid_market,inbound,2024-11,33675.4,23626.34,0
C00753,enterprise,partner,2024-11,131629.11,172899.87,1
C00754,smb,outbound,2024-11,8157.78,7248.19,1
C00755,smb,self_serve,2024-11,3622.26,574.12,1
C00756,mid_market,inbound,2024-11,13234.74,7158.94,0
C00757,mid_market,self_serve,2024-11,29434.7,5201.61,1
C00758,mid_market,outbound,2024-11,33313.97,46384.84,0
C00759,mid_market,inbound,2024-11,51817.93,26922.68,0
C00760,mid_market,inbound,2024-11,19770.46,12657.83,1
C00761,mid_market,self_serve,2024-11,40346.6,8908.08,0
C00762,smb,self_serve,2024-11,9954.24,1353.32,1
C00763,smb,inbound,2024-11,5986.42,2024.38,0
C00764,mid_market,inbound,2024-11,42271.6,21503.01,0
C00765,smb,outbound,2024-11,4019.91,3271.66,0
C00766,mid_market,partner,2024-11,42388.42,37687.29,0
C00767,mid_market,inbound,2024-11,17500.29,10391.69,1
C00768,enterprise,outbound,2024-11,181420.52,376383.26,0
C00769,mid_market,self_serve,2024-11,20558.38,4379.32,1
C00770,mid_market,inbound,2024-11,35313.3,23161.99,1
C00771,smb,self_serve,2024-11,11738.24,1594.56,1
C00772,smb,partner,2024-11,11831.27,7630.24,0
C00773,mid_market,outbound,2024-11,30571.09,37355.03,1
C00774,smb,partner,2024-11,3682.35,2421.27,1
C00775,smb,partner,2024-11,9528.03,5699.75,1
C00776,smb,outbound,2024-11,9178.1,9849.93,1
C00777,smb,inbound,2024-11,3311.21,1225.41,1
C00778,mid_market,inbound,2024-11,41423.01,24736.35,0
C00779,mid_market,inbound,2024-11,58975.58,42497.52,1
C00780,mid_market,outbound,2024-11,50736.29,59373.4,1
C00781,smb,inbound,2024-11,4311.77,1629.62,1
C00782,enterprise,partner,2024-11,126226.92,173988.07,0
C00783,smb,partner,2024-12,9494.61,5181.85,0
C00784,smb,inbound,2024-12,4368.98,2069.49,1
C00785,mid_market,outbound,2024-12,22320.68,26590.67,1
C00786,smb,outbound,2024-12,4949.67,4523.75,1
C00787,enterprise,self_serve,2024-12,89971.82,21406.97,1
C00788,mid_market,partner,2024-12,45082.82,36414.26,1
C00789,mid_market,self_serve,2024-12,57559.51,14236.29,1
C00790,smb,inbound,2024-12,8046.56,4059.18,1
C00791,smb,inbound,2024-12,8920.83,3730.11,1
C00792,smb,inbound,2024-12,9304.74,4411.13,0
C00793,smb,inbound,2024-12,5014.29,2415.18,0
C00794,mid_market,outbound,2024-12,16367.62,24411.35,1
C00795,smb,inbound,2024-12,9807.75,4263.58,1
C00796,smb,self_serve,2024-12,5839.67,1023.1,1
C00797,mid_market,outbound,2024-12,46745.22,56223.12,1
C00798,mid_market,self_serve,2024-12,25247.85,5374.12,1
C00799,smb,partner,2024-12,3055.94,2155.64,0
C00800,enterprise,partner,2024-12,182005.69,198189.05,0
C00801,smb,inbound,2024-12,3363.17,1499.89,1
C00802,mid_market,inbound,2024-12,18407.79,13402.68,0
C00803,smb,partner,2024-12,5553.28,4024.62,1
C00804,enterprise,self_serve,2024-12,232096.65,64375.81,1
C00805,smb,partner,2024-12,5394.27,3673.17,0
C00806,mid_market,inbound,2024-12,37042.55,19256.29,1
C00807,smb,inbound,2024-12,4607.27,2101.05,1
C00808,mid_market,inbound,2024-12,49258.95,27011.28,0
C00809,mid_market,partner,2024-12,21977.35,16083.74,0
C00810,enterprise,inbound,2024-12,156735.52,143834.12,1
C00811,mid_market,outbound,2024-12,56749.56,81704.82,1
C00812,mid_market,outbound,2024-12,21105.69,33359.73,1
C00813,smb,partner,2024-12,8651.35,5261.53,1
C00814,mid_market,partner,2024-12,45425.93,36182.96,1
C00815,smb,inbound,2024-12,7768.04,3548.7,1
C00816,smb,outbound,2024-12,11736.14,10934.28,0
C00817,mid_market,outbound,2024-12,57622.0,93747.64,1
C00818,smb,partner,2024-12,11067.82,5363.62,1
C00819,mid_market,partner,2024-12,31499.73,21473.36,0
C00820,smb,partner,2024-12,5036.72,3452.13,0
C00821,mid_market,inbound,2024-12,25699.11,15191.96,0
C00822,mid_market,outbound,2024-12,58884.78,70919.88,1
C00823,smb,self_serve,2024-12,7668.98,1006.96,0
C00824,smb,outbound,2024-12,9679.79,8546.47,1
C00825,mid_market,inbound,2024-12,53204.63,28012.81,0
C00826,smb,outbound,2024-12,7526.32,7886.0,0
C00827,mid_market,inbound,2024-12,32475.41,18207.98,0
C00828,smb,outbound,2024-12,7075.97,5752.78,1
C00829,mid_market,self_serve,2024-12,50187.19,11484.15,1
C00830,mid_market,partner,2024-12,40906.15,42368.52,1
C00831,mid_market,inbound,2024-12,16541.02,11296.83,0
C00832,mid_market,outbound,2024-12,13482.68,17173.08,0
C00833,smb,outbound,2024-12,5485.1,4655.11,0
C00834,smb,outbound,2024-12,6280.55,5182.25,0
C00835,mid_market,outbound,2024-12,50314.32,68063.83,1
C00836,mid_market,self_serve,2024-12,45987.9,8110.8,0
C00837,mid_market,partner,2024-12,25660.0,20248.71,1
C00838,mid_market,inbound,2024-12,27897.67,20263.86,0
C00839,enterprise,partner,2024-12,183617.52,186290.28,1
C00840,smb,outbound,2024-12,3030.24,3203.28,1
C00841,mid_market,self_serve,2024-12,51132.98,12377.25,1
C00842,smb,partner,2024-12,10859.74,5171.57,1
C00843,mid_market,inbound,2024-12,13401.16,8333.48,1
C00844,smb,partner,2025-01,5680.61,3002.57,0
C00845,mid_market,inbound,2025-01,25458.49,17092.57,0
C00846,mid_market,inbound,2025-01,27532.4,16925.68,0
C00847,mid_market,outbound,2025-01,22379.82,33401.23,0
C00848,smb,outbound,2025-01,11382.01,9039.36,0
C00849,mid_market,inbound,2025-01,51152.74,31580.01,0
C00850,mid_market,partner,2025-01,46171.36,33993.36,0
C00851,smb,outbound,2025-01,10450.56,10346.44,0
C00852,mid_market,self_serve,2025-01,17995.59,4065.44,0
C00853,mid_market,inbound,2025-01,37869.31,23540.46,0
C00854,smb,outbound,2025-01,2991.67,2575.36,0
C00855,mid_market,partner,2025-01,34085.2,26111.91,0
C00856,mid_market,partner,2025-01,41217.7,33053.46,0
C00857,smb,inbound,2025-01,2447.71,896.37,0
C00858,enterprise,self_serve,2025-01,225323.04,67307.86,0
C00859,smb,self_serve,2025-01,6862.17,880.16,0
C00860,smb,partner,2025-01,10600.15,5124.79,0
C00861,mid_market,inbound,2025-01,55809.19,29818.41,0
C00862,smb,self_serve,2025-01,8980.92,1325.21,0
C00863,smb,inbound,2025-01,2280.62,822.74,0
C00864,mid_market,self_serve,2025-01,42471.76,7903.31,0
C00865,mid_market,partner,2025-01,17664.07,18172.49,0
C00866,mid_market,outbound,2025-01,57731.95,62319.78,0
C00867,smb,inbound,2025-01,11176.32,5635.73,0
C00868,enterprise,inbound,2025-01,81242.0,82366.3,0
C00869,mid_market,outbound,2025-01,25267.31,35564.78,0
C00870,mid_market,inbound,2025-01,31481.13,22535.04,0
C00871,smb,outbound,2025-01,3086.94,2494.7,0
C00872,mid_market,inbound,2025-01,41606.46,24585.11,0
C00873,smb,self_serve,2025-01,5524.41,921.35,0
C00874,smb,inbound,2025-02,2905.91,1092.9,0
C00875,enterprise,inbound,2025-02,183623.14,133720.32,0
C00876,smb,outbound,2025-02,4345.52,4345.89,0
C00877,smb,inbound,2025-02,4865.11,1888.53,0
C00878,mid_market,inbound,2025-02,59761.53,35747.91,0
C00879,smb,self_serve,2025-02,3079.8,533.77,0
C00880,smb,inbound,2025-02,4658.71,1575.18,0
C00881,smb,self_serve,2025-02,5130.87,698.76,0
C00882,mid_market,partner,2025-02,52344.43,42116.65,0
C00883,mid_market,inbound,2025-02,24525.56,16651.03,0
C00884,smb,inbound,2025-02,1841.55,735.13,0
C00885,mid_market,self_serve,2025-02,56300.32,13201.65,0
C00886,smb,self_serve,2025-02,3089.31,422.23,0
C00887,mid_market,self_serve,2025-02,40490.86,8737.26,0
C00888,enterprise,inbound,2025-02,195585.82,169769.83,0
C00889,smb,inbound,2025-02,7775.66,3604.8,0
C00890,smb,inbound,2025-02,3870.58,1273.15,0
C00891,mid_market,self_serve,2025-02,44048.07,8703.6,0
C00892,smb,partner,2025-02,6087.9,3893.41,0
C00893,enterprise,outbound,2025-02,213002.57,395017.53,0
C00894,smb,self_serve,2025-02,5097.26,797.62,0
C00895,mid_market,self_serve,2025-02,31551.62,5894.98,0
C00896,mid_market,partner,2025-02,54631.21,39690.63,0
C00897,smb,partner,2025-02,10510.86,6351.15,0
C00898,smb,inbound,2025-02,9223.73,3375.55,0
C00899,mid_market,outbound,2025-02,36585.19,60101.07,0
C00900,smb,outbound,2025-02,5318.68,4016.02,0
C00901,smb,partner,2025-02,7003.28,4739.59,0
C00902,smb,partner,2025-03,3232.39,1968.39,0
C00903,smb,inbound,2025-03,6326.82,2753.33,0
C00904,mid_market,partner,2025-03,26097.47,17408.21,0
C00905,smb,outbound,2025-03,8468.44,8186.98,0
C00906,enterprise,inbound,2025-03,73172.61,67756.94,0
C00907,mid_market,self_serve,2025-03,47513.92,8544.05,0
C00908,smb,inbound,2025-03,10606.62,3579.5,0
C00909,mid_market,partner,2025-03,30844.29,23039.61,0
C00910,enterprise,self_serve,2025-03,134205.2,40196.59,0
C00911,smb,partner,2025-03,7617.13,4561.77,0
C00912,smb,partner,2025-03,10692.23,7671.21,0
C00913,smb,inbound,2025-03,7224.51,3119.99,0
C00914,smb,outbound,2025-03,2753.16,3183.37,0
C00915,smb,inbound,2025-03,8967.31,3531.16,0
C00916,smb,inbound,2025-03,8454.9,3463.4,0
C00917,smb,inbound,2025-03,9521.66,3988.64,0
C00918,smb,self_serve,2025-03,8315.28,1241.69,0
C00919,smb,outbound,2025-03,5680.46,6480.54,0
C00920,mid_market,inbound,2025-03,39710.85,22819.14,0
C00921,enterprise,outbound,2025-03,141809.92,329773.07,0
C00922,enterprise,self_serve,2025-03,157598.14,37036.7,0
C00923,smb,self_serve,2025-03,5758.33,1020.89,0
C00924,mid_market,inbound,2025-03,52062.02,35967.94,0
C00925,smb,inbound,2025-03,7334.08,2628.48,0
C00926,mid_market,inbound,2025-03,39273.25,21539.2,0
C00927,smb,outbound,2025-03,7195.57,7260.03,0
C00928,smb,outbound,2025-03,5708.72,5297.65,0
C00929,mid_market,self_serve,2025-03,55227.57,10947.47,0
C00930,smb,inbound,2025-03,10351.98,4754.22,0
C00931,smb,self_serve,2025-03,9825.89,1773.9,0
C00932,smb,outbound,2025-03,5470.16,4333.13,0
C00933,smb,outbound,2025-03,1841.87,1875.92,0
C00934,mid_market,outbound,2025-03,55759.11,75732.23,0
C00935,smb,inbound,2025-03,10341.06,4392.64,0
C00936,smb,outbound,2025-03,4658.46,3734.87,0
C00937,mid_market,outbound,2025-03,35928.88,52800.52,0
C00938,mid_market,partner,2025-03,22214.14,17066.71,0
C00939,smb,outbound,2025-04,2713.12,2910.53,0
C00940,enterprise,inbound,2025-04,79985.78,61433.32,0
C00941,smb,inbound,2025-04,9743.21,3668.36,0
C00942,mid_market,outbound,2025-04,31913.44,52629.53,0
C00943,enterprise,inbound,2025-04,96794.81,66475.14,0
C00944,mid_market,partner,2025-04,26857.03,21657.37,0
C00945,smb,inbound,2025-04,1998.1,993.73,0
C00946,smb,inbound,2025-04,6309.71,2693.94,0
C00947,mid_market,self_serve,2025-04,49860.1,10412.17,0
C00948,enterprise,partner,2025-04,115271.63,148689.99,0
C00949,mid_market,outbound,2025-04,25737.47,29784.65,0
C00950,mid_market,outbound,2025-04,26792.22,44265.18,0
C00951,smb,outbound,2025-04,5930.86,6851.43,0
C00952,smb,outbound,2025-04,9344.22,8449.04,0
C00953,smb,inbound,2025-04,10520.49,5159.94,0
C00954,smb,inbound,2025-04,10705.62,4616.56,0
C00955,mid_market,outbound,2025-04,20156.8,25710.33,0
C00956,enterprise,outbound,2025-04,125552.07,205055.94,0
C00957,enterprise,outbound,2025-04,184223.26,335864.33,0
C00958,enterprise,inbound,2025-04,206119.37,169000.9,0
C00959,mid_market,self_serve,2025-04,23452.98,5313.81,0
C00960,mid_market,self_serve,2025-04,13730.07,3114.48,0
C00961,enterprise,partner,2025-04,144208.67,206316.6,0
C00962,mid_market,partner,2025-04,52554.62,37506.88,0
