deal_id,segment,close_date,days_to_quarter_end,list_price,standard_discount,negotiated_discount,realized_price
D0380,mid_market,2026-02-26,33,73131.48,2925.26,8457.03,61749.19
D0381,mid_market,2025-09-09,21,69506.38,2780.26,5466.88,61259.24
D0382,mid_market,2025-08-12,49,41728.77,1669.15,3285.16,36774.46
D0383,enterprise,2025-10-08,84,271049.61,16262.98,21207.54,233579.09
D0384,smb,2026-03-10,21,6912.39,138.25,186.36,6587.78
D0385,mid_market,2026-02-23,36,26744.42,1069.78,2017.31,23657.33
D0386,smb,2025-11-06,55,5351.26,107.03,258.86,4985.37
D0387,smb,2026-01-16,74,5557.42,111.15,166.97,5279.3
D0388,smb,2025-08-16,45,16730.94,334.62,1637.84,14758.48
D0389,mid_market,2026-02-02,57,29975.27,1199.01,2527.83,26248.43
D0390,mid_market,2025-08-10,51,33823.54,1352.94,2362.33,30108.27
D0391,mid_market,2025-12-28,3,29143.06,1165.72,3185.12,24792.22
D0392,smb,2026-01-14,76,19675.27,393.51,2080.0,17201.76
D0393,smb,2026-04-30,61,17964.85,359.3,1746.14,15859.41
D0394,smb,2026-05-28,33,11442.46,228.85,594.03,10619.58
D0395,mid_market,2026-04-21,70,76970.84,3078.83,7172.64,66719.37
D0396,mid_market,2026-06-26,4,47493.28,1899.73,6710.77,38882.78
D0397,mid_market,2026-06-16,14,22103.78,884.15,2586.38,18633.25
D0398,mid_market,2026-06-08,22,75207.27,3008.29,7166.02,65032.96
D0399,smb,2025-09-04,26,8494.08,169.88,540.55,7783.65
D0400,mid_market,2026-01-26,64,24377.1,975.08,1612.94,21789.08
D0401,mid_market,2025-07-19,73,64720.75,2588.83,4556.82,57575.1
D0402,enterprise,2025-10-24,68,356760.45,21405.63,53329.4,282025.42
D0403,smb,2026-05-07,54,5982.13,119.64,263.63,5598.86
D0404,mid_market,2026-01-01,89,46481.93,1859.28,4589.73,40032.92
D0405,mid_market,2026-02-26,33,29928.2,1197.13,3045.62,25685.45
D0406,smb,2025-08-27,34,8220.05,164.4,530.13,7525.52
D0407,enterprise,2026-04-23,68,239391.63,14363.5,29544.64,195483.49
D0408,mid_market,2025-11-27,34,82400.6,3296.02,8183.87,70920.71
D0409,mid_market,2026-04-25,66,89400.58,3576.02,13459.36,72365.2
D0410,mid_market,2025-08-30,31,74857.26,2994.29,7596.44,64266.53
D0411,smb,2026-04-17,74,13703.67,274.07,945.44,12484.16
D0412,mid_market,2026-03-21,10,85998.7,3439.95,14506.3,68052.45
D0413,mid_market,2025-07-15,77,75988.78,3039.55,8577.59,64371.64
D0414,smb,2025-11-07,54,6619.55,132.39,343.19,6143.97
D0415,enterprise,2026-01-30,60,181115.92,10866.96,21842.73,148406.23
D0416,mid_market,2026-06-15,15,67061.26,2682.45,8186.58,56192.23
D0417,mid_market,2026-03-20,11,80430.35,3217.21,14111.05,63102.09
D0418,mid_market,2026-02-19,40,87517.06,3500.68,11538.83,72477.55
D0419,mid_market,2025-12-26,5,43346.25,1733.85,6306.62,35305.78
D0420,enterprise,2026-03-09,22,161709.56,9702.57,21678.77,130328.22
D0421,mid_market,2026-03-20,11,62159.75,2486.39,10182.75,49490.61
D0422,smb,2026-02-03,56,17146.91,342.94,1274.19,15529.78
D0423,mid_market,2026-01-24,66,82655.85,3306.23,11900.72,67448.9
D0424,smb,2025-07-22,70,17904.93,358.1,1711.38,15835.45
D0425,enterprise,2025-10-06,86,359514.87,21570.89,52895.61,285048.37
D0426,mid_market,2026-05-04,57,20659.71,826.39,760.14,19073.18
D0427,smb,2025-11-18,43,16025.67,320.51,1275.24,14429.92
D0428,enterprise,2026-01-14,76,339789.93,20387.4,59050.38,260352.15
D0429,mid_market,2026-03-24,7,75138.89,3005.56,16426.01,55707.32
D0430,smb,2026-06-09,21,12027.57,240.55,711.94,11075.08
D0431,enterprise,2026-02-07,52,406841.74,24410.5,81709.3,300721.94
D0432,enterprise,2026-04-27,64,252404.42,15144.27,28160.56,209099.59
D0433,smb,2025-11-14,47,16228.46,324.57,1260.58,14643.31
D0434,mid_market,2026-06-10,20,47713.38,1908.54,2533.33,43271.51
D0435,mid_market,2025-08-08,53,40482.7,1619.31,2317.11,36546.28
D0436,smb,2026-05-19,42,6217.81,124.36,225.63,5867.82
D0437,mid_market,2026-04-21,70,63051.1,2522.04,6103.58,54425.48
D0438,smb,2025-08-19,42,5658.58,113.17,230.59,5314.82
D0439,smb,2026-06-10,20,18168.99,363.38,1972.02,15833.59
D0440,mid_market,2025-08-18,43,69113.9,2764.56,8459.73,57889.61
D0441,mid_market,2026-01-15,75,59010.02,2360.4,6882.21,49767.41
D0442,smb,2026-05-31,30,4449.16,88.98,78.78,4281.4
D0443,mid_market,2026-02-03,56,54848.26,2193.93,4998.38,47655.95
D0444,enterprise,2026-02-28,31,408059.48,24483.57,43625.29,339950.62
D0445,mid_market,2025-08-27,34,29234.07,1169.36,1885.93,26178.78
D0446,mid_market,2025-11-11,50,38111.57,1524.46,2874.04,33713.07
D0447,smb,2026-02-01,58,18615.78,372.32,1987.89,16255.57
D0448,smb,2026-01-07,83,11377.65,227.55,903.19,10246.91
D0449,smb,2026-01-30,60,5389.64,107.79,252.65,5029.2
D0450,smb,2025-10-07,85,15819.62,316.39,1359.27,14143.96
D0451,mid_market,2026-06-04,26,67614.46,2704.58,7133.74,57776.14
D0452,mid_market,2025-11-17,44,27249.56,1089.98,2317.08,23842.5
D0453,mid_market,2026-04-05,86,32893.21,1315.73,1503.73,30073.75
D0454,mid_market,2025-08-20,41,21907.67,876.31,1456.16,19575.2
D0455,enterprise,2026-01-29,61,150024.07,9001.44,11720.89,129301.74
D0456,enterprise,2025-11-28,33,348467.97,20908.08,33786.4,293773.49
D0457,mid_market,2026-01-08,82,49840.05,1993.6,3213.31,44633.14
D0458,mid_market,2025-08-24,37,29640.19,1185.61,2054.1,26400.48
D0459,smb,2025-12-28,3,9652.59,193.05,1048.37,8411.17
D0460,mid_market,2025-10-29,63,56970.74,2278.83,4169.91,50522.0
D0461,smb,2026-06-22,8,8886.47,177.73,1145.33,7563.41
D0462,mid_market,2026-06-14,16,33250.68,1330.03,3124.48,28796.17
D0463,smb,2026-01-20,70,15625.78,312.52,1077.27,14235.99
D0464,mid_market,2026-02-15,44,36768.56,1470.74,3678.3,31619.52
D0465,mid_market,2026-03-22,9,74096.99,2963.88,14121.56,57011.55
D0466,smb,2025-11-02,59,7043.25,140.87,336.94,6565.44
D0467,enterprise,2026-06-03,27,157707.28,9462.44,18172.01,130072.83
D0468,mid_market,2025-09-26,4,63784.41,2551.38,11833.29,49399.74
D0469,mid_market,2026-02-26,33,84683.88,3387.36,8943.05,72353.47
D0470,smb,2026-02-08,51,11894.83,237.9,811.6,10845.33
D0471,smb,2025-07-04,88,17107.35,342.15,1352.73,15412.47
D0472,enterprise,2025-07-17,75,136884.6,8213.08,8085.44,120586.08
D0473,smb,2025-10-06,86,19585.07,391.7,2029.87,17163.5
D0474,enterprise,2026-02-04,55,375009.58,22500.57,63134.57,289374.44
D0475,smb,2026-04-07,84,19625.45,392.51,1821.06,17411.88
D0476,enterprise,2025-10-03,89,365927.68,21955.66,68785.85,275186.17
D0477,mid_market,2025-07-31,61,68457.95,2738.32,9350.98,56368.65
D0478,smb,2025-08-17,44,14038.69,280.77,898.07,12859.85
D0479,mid_market,2025-09-01,29,23559.58,942.38,989.2,21628.0
D0480,enterprise,2025-11-13,48,117703.47,7062.21,13767.06,96874.2
D0481,enterprise,2025-07-23,69,152257.18,9135.43,7952.06,135169.69
D0482,mid_market,2025-11-27,34,65511.53,2620.46,8235.78,54655.29
D0483,enterprise,2025-08-10,51,274577.36,16474.64,41774.31,216328.41
D0484,enterprise,2025-12-04,27,161724.25,9703.45,14253.19,137767.61
D0485,mid_market,2026-06-04,26,38691.57,1547.66,4131.82,33012.09
D0486,mid_market,2026-03-09,22,28488.56,1139.54,1938.1,25410.92
D0487,smb,2025-11-11,50,6872.29,137.45,387.77,6347.07
D0488,smb,2025-09-02,28,10488.86,209.78,603.27,9675.81
D0489,mid_market,2025-12-09,22,70127.71,2805.11,10160.76,57161.84
D0490,smb,2026-03-23,8,13130.66,262.61,1685.18,11182.87
D0491,enterprise,2025-09-24,6,335880.76,20152.85,71937.55,243790.36
D0492,mid_market,2025-11-02,59,59661.31,2386.45,4003.0,53271.86
D0493,smb,2026-05-23,38,18092.95,361.86,1968.91,15762.18
D0494,smb,2026-03-21,10,15512.8,310.26,1859.55,13342.99
D0495,smb,2025-08-09,52,11036.41,220.73,544.41,10271.27
D0496,enterprise,2026-02-27,32,397251.67,23835.1,74893.86,298522.71
D0497,mid_market,2026-06-02,28,39840.77,1593.63,4163.71,34083.43
D0498,mid_market,2026-05-01,60,70797.19,2831.89,10143.61,57821.69
D0499,mid_market,2026-04-30,61,70656.27,2826.25,6411.99,61418.03
D0500,smb,2025-11-19,42,17146.86,342.94,1790.89,15013.03
D0501,enterprise,2025-10-23,69,101280.03,6076.8,7953.15,87250.08
D0502,mid_market,2026-02-09,50,39874.94,1595.0,3158.97,35120.97
D0503,smb,2025-12-07,24,18907.69,378.15,2042.77,16486.77
D0504,smb,2026-01-08,82,9250.98,185.02,468.01,8597.95
D0505,smb,2025-09-24,6,6954.48,139.09,632.26,6183.13
D0506,mid_market,2025-09-13,17,59991.27,2399.65,5742.71,51848.91
D0507,smb,2025-11-21,40,12997.23,259.94,888.99,11848.3
D0508,mid_market,2026-06-28,2,36575.74,1463.03,4375.63,30737.08
D0509,enterprise,2026-02-20,39,320196.76,19211.81,54114.11,246870.84
D0510,mid_market,2026-01-24,66,61083.47,2443.34,4608.0,54032.13
D0511,mid_market,2025-10-02,90,56289.87,2251.59,4492.67,49545.61
D0512,enterprise,2025-07-05,87,408339.12,24500.35,83045.97,300792.8
D0513,enterprise,2025-08-02,59,249111.92,14946.72,33427.7,200737.5
D0514,smb,2025-07-04,88,18381.68,367.63,1981.65,16032.4
D0515,enterprise,2026-03-21,10,189950.92,11397.06,31507.58,147046.28
D0516,enterprise,2025-10-21,71,180681.15,10840.87,11198.23,158642.05
D0517,mid_market,2026-01-21,69,89731.04,3589.24,9599.74,76542.06
D0518,smb,2026-01-29,61,14515.74,290.31,1196.12,13029.31
D0519,mid_market,2026-03-17,14,51136.42,2045.46,9420.85,39670.11
D0520,smb,2025-12-06,25,9547.46,190.95,659.56,8696.95
D0521,mid_market,2026-02-05,54,48500.84,1940.03,4527.64,42033.17
D0522,mid_market,2026-05-02,59,64993.67,2599.75,5577.83,56816.09
D0523,mid_market,2025-07-18,74,73829.98,2953.2,8199.06,62677.72
D0524,mid_market,2026-04-16,75,80731.58,3229.26,12643.83,64858.49
D0525,mid_market,2025-08-14,47,81077.79,3243.11,8968.02,68866.66
D0526,mid_market,2026-05-16,45,25249.06,1009.96,851.69,23387.41
D0527,enterprise,2025-11-13,48,107030.59,6421.84,4272.13,96336.62
D0528,mid_market,2026-06-30,0,88045.39,3521.82,19349.63,65173.94
D0529,smb,2025-11-29,32,12720.81,254.42,721.54,11744.85
D0530,mid_market,2025-11-12,49,74738.05,2989.52,6906.32,64842.21
D0531,mid_market,2026-02-17,42,22585.21,903.41,2124.89,19556.91
D0532,smb,2025-10-31,61,17595.81,351.92,1745.88,15498.01
D0533,smb,2026-01-08,82,9951.95,199.04,379.0,9373.91
D0534,enterprise,2025-10-16,76,339169.76,20350.19,40216.13,278603.44
D0535,mid_market,2026-04-28,63,24142.18,965.69,824.47,22352.02
D0536,smb,2025-09-10,20,11825.44,236.51,684.34,10904.59
D0537,smb,2025-09-09,21,16842.3,336.85,1549.83,14955.62
D0538,enterprise,2025-12-12,19,316872.4,19012.34,41857.16,256002.9
D0539,enterprise,2025-10-21,71,219610.35,13176.62,28856.15,177577.58
D0540,mid_market,2026-04-10,81,66840.53,2673.62,9386.08,54780.83
D0541,mid_market,2025-08-16,45,54585.38,2183.42,6851.4,45550.56
D0542,mid_market,2025-09-16,14,27163.18,1086.53,3740.93,22335.72
D0543,mid_market,2025-09-22,8,59065.65,2362.63,9567.8,47135.22
D0544,mid_market,2025-10-11,81,41857.43,1674.3,3035.63,37147.5
D0545,mid_market,2025-07-18,74,74717.72,2988.71,11211.83,60517.18
D0546,smb,2025-12-20,11,9755.6,195.11,890.06,8670.43
D0547,smb,2026-06-10,20,4203.94,84.08,165.57,3954.29
D0548,mid_market,2026-04-11,80,44352.5,1774.1,3532.91,39045.49
D0549,smb,2025-07-18,74,12925.0,258.5,866.0,11800.5
D0550,smb,2025-09-20,10,4708.39,94.17,375.68,4238.54
D0551,smb,2026-02-24,35,4351.01,87.02,105.35,4158.64
D0552,smb,2025-10-24,68,8869.6,177.39,588.05,8104.16
D0553,enterprise,2025-10-07,85,327774.55,19666.47,60960.63,247147.45
D0554,smb,2026-06-05,25,10242.21,204.84,447.43,9589.94
D0555,enterprise,2026-04-08,83,373232.06,22393.92,68300.27,282537.87
D0556,smb,2026-04-07,84,4525.39,90.51,204.24,4230.64
D0557,mid_market,2025-11-12,49,31206.76,1248.27,1663.95,28294.54
D0558,mid_market,2026-06-20,10,85258.42,3410.34,12821.04,69027.04
D0559,smb,2025-07-14,78,12175.31,243.51,748.28,11183.52
D0560,smb,2026-04-21,70,11350.92,227.02,567.79,10556.11
D0561,enterprise,2025-12-13,18,346831.83,20809.91,43459.31,282562.61
D0562,smb,2025-07-11,81,14114.74,282.29,1101.6,12730.85
D0563,smb,2025-11-22,39,17093.99,341.88,1518.67,15233.44
D0564,enterprise,2025-10-20,72,307461.2,18447.67,38321.13,250692.4
D0565,smb,2025-12-08,23,4335.81,86.72,73.56,4175.53
D0566,smb,2026-05-07,54,14078.04,281.56,980.48,12816.0
D0567,mid_market,2025-10-02,90,43129.75,1725.19,2223.0,39181.56
D0568,enterprise,2026-01-28,62,396848.68,23810.92,40552.49,332485.27
D0569,enterprise,2026-03-10,21,343882.48,20632.95,57271.39,265978.14
D0570,enterprise,2026-03-23,8,96246.65,5774.8,17342.09,73129.76
D0571,mid_market,2026-04-16,75,31548.94,1261.96,3279.83,27007.15
D0572,mid_market,2025-07-29,63,62249.22,2489.97,4327.02,55432.23
D0573,enterprise,2026-04-10,81,171966.86,10318.01,21066.95,140581.9
D0574,smb,2025-10-08,84,15171.68,303.43,997.56,13870.69
D0575,smb,2025-10-25,67,14987.0,299.74,1021.57,13665.69
D0576,smb,2026-06-12,18,16756.17,335.12,1322.79,15098.26
D0577,smb,2025-10-30,62,9793.9,195.88,583.7,9014.32
D0578,smb,2025-12-21,10,10967.79,219.36,1554.79,9193.64
D0579,smb,2026-05-13,48,9872.76,197.46,525.54,9149.76
D0580,mid_market,2025-07-09,83,75233.44,3009.34,10279.94,61944.16
D0581,smb,2026-05-08,53,16280.23,325.6,1231.22,14723.41
D0582,mid_market,2026-02-04,55,64508.79,2580.35,6623.95,55304.49
D0583,mid_market,2025-11-22,39,41179.15,1647.17,4712.1,34819.88
D0584,mid_market,2026-01-15,75,75006.23,3000.25,7705.45,64300.53
D0585,smb,2025-11-28,33,11602.34,232.05,527.67,10842.62
D0586,mid_market,2026-05-05,56,77121.17,3084.85,10486.52,63549.8
D0587,mid_market,2026-05-12,49,65708.37,2628.33,7355.43,55724.61
D0588,smb,2026-05-26,35,12270.04,245.4,789.16,11235.48
D0589,smb,2026-05-12,49,12961.07,259.22,798.4,11903.45
D0590,mid_market,2026-05-03,58,48631.13,1945.25,2815.29,43870.59
D0591,mid_market,2026-05-09,52,26597.88,1063.92,879.25,24654.71
D0592,enterprise,2025-12-02,29,227742.1,13664.53,21772.05,192305.52
D0593,mid_market,2025-10-25,67,48190.39,1927.62,4957.93,41304.84
D0594,mid_market,2026-06-27,3,27591.43,1103.66,3357.85,23129.92
D0595,mid_market,2026-03-22,9,41401.57,1656.06,6912.23,32833.28
D0596,mid_market,2025-09-24,6,84313.93,3372.56,18195.77,62745.6
D0597,enterprise,2025-10-25,67,340329.42,20419.77,50801.93,269107.72
D0598,mid_market,2025-10-27,65,29036.03,1161.44,2887.69,24986.9
D0599,mid_market,2025-07-21,71,39367.24,1574.69,2666.29,35126.26
D0600,enterprise,2025-07-26,66,165272.32,9916.34,9289.78,146066.2
D0601,mid_market,2026-02-10,49,40125.41,1605.02,1824.57,36695.82
D0602,mid_market,2026-04-17,74,80251.35,3210.05,11842.22,65199.08
D0603,enterprise,2025-07-27,65,392110.62,23526.64,66108.55,302475.43
D0604,smb,2026-06-05,25,8479.83,169.6,374.23,7936.0
D0605,smb,2025-09-02,28,10846.83,216.94,556.02,10073.87
D0606,mid_market,2026-04-14,77,57891.7,2315.67,6235.18,49340.85
D0607,mid_market,2025-10-31,61,53242.06,2129.68,5639.55,45472.83
D0608,mid_market,2025-10-14,78,67528.97,2701.16,6695.11,58132.7
D0609,mid_market,2025-07-25,67,31180.14,1247.21,2799.21,27133.72
D0610,enterprise,2026-01-03,87,180906.71,10854.4,17908.82,152143.49
D0611,smb,2026-04-15,76,7549.96,151.0,258.53,7140.43
D0612,smb,2026-05-02,59,9515.29,190.31,560.98,8764.0
D0613,smb,2025-09-08,22,5160.25,103.2,149.61,4907.44
D0614,smb,2025-10-19,73,9745.73,194.91,382.25,9168.57
D0615,enterprise,2026-01-05,85,415585.71,24935.14,61553.74,329096.83
D0616,mid_market,2025-07-25,67,30562.35,1222.49,2209.53,27130.33
D0617,smb,2026-04-20,71,5863.81,117.28,177.64,5568.89
D0618,smb,2026-04-02,89,10920.12,218.4,632.99,10068.73
D0619,smb,2026-02-14,45,12852.58,257.05,746.59,11848.94
D0620,mid_market,2025-10-31,61,31274.41,1250.98,2481.46,27541.97
D0621,enterprise,2025-11-23,38,124676.48,7480.59,16131.09,101064.8
D0622,enterprise,2026-02-06,53,200396.36,12023.78,18150.59,170221.99
D0623,smb,2026-03-09,22,6046.67,120.93,327.64,5598.1
D0624,enterprise,2025-11-16,45,271901.51,16314.09,38539.68,217047.74
D0625,mid_market,2026-02-07,52,22543.92,901.76,1013.31,20628.85
D0626,smb,2026-04-21,70,8668.88,173.38,420.34,8075.16
D0627,mid_market,2026-01-12,78,22148.59,885.94,1471.13,19791.52
D0628,smb,2026-06-22,8,19057.14,381.14,3431.98,15244.02
D0629,smb,2026-05-07,54,17058.13,341.16,1648.03,15068.94
D0630,mid_market,2025-11-15,46,45589.11,1823.56,2656.23,41109.32
D0631,mid_market,2025-08-28,33,80641.74,3225.67,9495.82,67920.25
D0632,smb,2026-06-19,11,11484.58,229.69,1344.37,9910.52
D0633,mid_market,2025-09-20,10,45701.72,1828.07,7079.97,36793.68
D0634,smb,2026-04-01,90,14362.68,287.25,1241.06,12834.37
D0635,smb,2025-08-17,44,9934.74,198.69,385.23,9350.82
D0636,mid_market,2025-08-23,38,62773.39,2510.94,5507.94,54754.51
D0637,enterprise,2025-11-20,41,169291.3,10157.48,13319.69,145814.13
D0638,mid_market,2025-09-23,7,42816.62,1712.66,5615.19,35488.77
D0639,mid_market,2025-09-28,2,28529.11,1141.16,2848.1,24539.85
D0640,smb,2025-09-07,23,8792.86,175.86,476.83,8140.17
D0641,mid_market,2026-03-25,6,37960.02,1518.4,5534.06,30907.56
D0642,smb,2025-12-19,12,4356.64,87.13,410.31,3859.2
D0643,mid_market,2025-08-07,54,36365.62,1454.62,1675.43,33235.57
D0644,smb,2026-06-22,8,15602.23,312.04,2396.3,12893.89
D0645,mid_market,2026-05-22,39,27078.28,1083.13,2053.28,23941.87
D0646,smb,2026-01-20,70,14771.8,295.44,1340.16,13136.2
D0647,enterprise,2025-10-10,82,172618.94,10357.14,15567.92,146693.88
D0648,mid_market,2025-08-27,34,29737.32,1189.49,2378.02,26169.81
D0649,smb,2026-05-15,46,18362.53,367.25,1546.08,16449.2
D0650,smb,2025-10-02,90,8865.87,177.32,606.04,8082.51
D0651,mid_market,2026-04-03,88,48497.09,1939.88,3813.71,42743.5
D0652,smb,2025-09-08,22,17178.34,343.57,1348.03,15486.74
D0653,smb,2025-10-29,63,17337.3,346.75,1695.28,15295.27
D0654,enterprise,2025-09-07,23,143018.93,8581.14,10038.64,124399.15
D0655,mid_market,2025-11-19,42,39448.35,1577.93,3738.84,34131.58
D0656,mid_market,2025-10-12,80,66611.2,2664.45,7565.97,56380.78
D0657,smb,2025-08-18,43,9759.39,195.19,380.98,9183.22
D0658,mid_market,2025-12-03,28,86585.31,3463.41,12880.59,70241.31
D0659,mid_market,2025-08-04,57,58348.94,2333.96,3975.58,52039.4
D0660,smb,2026-02-15,44,8200.06,164.0,534.6,7501.46
D0661,mid_market,2026-02-02,57,88796.93,3551.88,9642.72,75602.33
D0662,mid_market,2026-06-24,6,28106.46,1124.26,3441.03,23541.17
D0663,enterprise,2025-10-20,72,160603.36,9636.2,14461.14,136506.02
D0664,smb,2026-02-26,33,4350.38,87.01,114.7,4148.67
D0665,enterprise,2025-10-30,62,239556.14,14373.37,32779.35,192403.42
D0666,mid_market,2025-07-17,75,48976.96,1959.08,5015.61,42002.27
D0667,mid_market,2026-04-27,64,31302.95,1252.12,3048.16,27002.67
D0668,mid_market,2025-11-28,33,68887.03,2755.48,9595.68,56535.87
D0669,mid_market,2025-07-31,61,84183.08,3367.32,11566.43,69249.33
D0670,mid_market,2026-03-10,21,68286.95,2731.48,8126.55,57428.92
D0671,smb,2025-12-12,19,17854.1,357.08,1903.95,15593.07
D0672,smb,2026-02-19,40,11992.12,239.84,622.66,11129.62
D0673,mid_market,2026-06-09,21,33991.21,1359.65,1765.45,30866.11
D0674,mid_market,2025-09-18,12,88197.68,3527.91,15648.97,69020.8
D0675,smb,2026-02-08,51,12491.0,249.82,766.13,11475.05
D0676,enterprise,2026-05-01,60,196060.45,11763.63,23176.12,161120.7
D0677,smb,2025-12-17,14,9061.85,181.24,795.21,8085.4
D0678,enterprise,2025-09-27,3,201092.49,12065.55,38105.27,150921.67
D0679,mid_market,2025-12-25,6,20799.56,831.98,2366.16,17601.42
D0680,enterprise,2026-04-20,71,340108.22,20406.49,65937.65,253764.08
D0681,smb,2026-01-21,69,6916.92,138.34,281.25,6497.33
D0682,mid_market,2026-01-06,84,85202.54,3408.1,12241.89,69552.55
D0683,enterprise,2026-01-16,74,199053.12,11943.19,27291.28,159818.65
D0684,smb,2026-04-28,63,4832.63,96.65,218.03,4517.95
D0685,mid_market,2026-05-16,45,71516.91,2860.68,6141.15,62515.08
D0686,smb,2025-10-03,89,6943.15,138.86,178.96,6625.33
D0687,smb,2025-08-01,60,17293.34,345.87,1742.62,15204.85
D0688,smb,2026-02-08,51,14940.3,298.81,1382.08,13259.41
D0689,mid_market,2026-02-12,47,33278.25,1331.13,2827.23,29119.89
D0690,enterprise,2025-08-19,42,322854.17,19371.25,55876.92,247606.0
D0691,enterprise,2026-02-18,41,237965.07,14277.9,19754.16,203933.01
D0692,smb,2026-05-25,36,8064.23,161.28,509.31,7393.64
D0693,mid_market,2026-04-16,75,27163.22,1086.53,2447.17,23629.52
D0694,mid_market,2025-12-29,2,49280.2,1971.21,4784.27,42524.72
D0695,enterprise,2026-01-28,62,349732.55,20983.95,41434.28,287314.32
D0696,smb,2026-02-25,34,15086.35,301.73,1286.48,13498.14
D0697,enterprise,2025-10-19,73,416892.44,25013.55,52983.84,338895.05
D0698,mid_market,2026-01-04,86,87213.33,3488.53,9968.78,73756.02
D0699,mid_market,2026-01-17,73,35044.22,1401.77,3719.02,29923.43
D0700,smb,2026-05-27,34,8608.09,172.16,555.86,7880.07
D0701,mid_market,2025-08-25,36,23511.12,940.44,1411.81,21158.87
D0702,smb,2025-10-30,62,13852.91,277.06,1044.46,12531.39
D0703,mid_market,2026-04-13,78,82221.79,3288.87,7525.49,71407.43
D0704,mid_market,2025-07-28,64,86559.8,3462.39,9384.26,73713.15
D0705,enterprise,2026-03-12,19,212120.46,12727.23,21827.64,177565.59
D0706,mid_market,2025-07-08,84,60898.23,2435.93,7678.23,50784.07
D0707,smb,2026-05-14,47,17680.74,353.61,1442.07,15885.06
D0708,smb,2025-08-31,30,15118.98,302.38,1223.2,13593.4
D0709,enterprise,2026-05-18,43,250448.78,15026.93,41642.14,193779.71
D0710,mid_market,2026-03-01,30,65588.99,2623.56,4802.41,58163.02
D0711,mid_market,2025-08-12,49,48200.63,1928.03,4125.57,42147.03
D0712,smb,2025-10-21,71,14178.38,283.57,1256.45,12638.36
D0713,enterprise,2025-11-30,31,399561.75,23973.7,52335.23,323252.82
D0714,enterprise,2025-12-28,3,357688.72,21461.32,54066.07,282161.33
D0715,smb,2026-04-23,68,13266.89,265.34,928.04,12073.51
D0716,mid_market,2025-07-04,88,84832.8,3393.31,13304.43,68135.06
D0717,mid_market,2025-12-14,17,54127.72,2165.11,3811.66,48150.95
D0718,smb,2025-07-08,84,19055.79,381.12,1982.46,16692.21
D0719,mid_market,2026-05-31,30,41523.2,1660.93,3436.41,36425.86
D0720,smb,2025-11-04,57,4652.13,93.04,228.47,4330.62
D0721,mid_market,2026-03-13,18,54916.69,2196.67,4450.88,48269.14
D0722,mid_market,2026-01-13,77,73822.64,2952.91,5800.61,65069.12
D0723,smb,2026-04-25,66,5935.78,118.72,266.75,5550.31
D0724,smb,2025-12-21,10,9021.83,180.44,1076.86,7764.53
D0725,smb,2025-12-13,18,18779.62,375.59,1538.15,16865.88
D0726,mid_market,2026-03-07,24,83780.84,3351.23,9022.42,71407.19
D0727,smb,2025-09-13,17,19187.19,383.74,1593.13,17210.32
D0728,smb,2026-05-08,53,7640.66,152.81,306.75,7181.1
D0729,enterprise,2026-06-18,12,318520.58,19111.23,67101.07,232308.28
D0730,enterprise,2026-03-26,5,238144.77,14288.69,46284.02,177572.06
D0731,smb,2025-08-31,30,10222.79,204.46,765.73,9252.6
D0732,smb,2026-01-06,84,17752.94,355.06,1384.27,16013.61
D0733,smb,2025-12-16,15,13132.59,262.65,818.33,12051.61
D0734,mid_market,2025-08-26,35,41683.97,1667.36,4372.84,35643.77
D0735,mid_market,2026-03-26,5,64710.36,2588.41,9349.9,52772.05
D0736,mid_market,2026-06-03,27,37874.33,1514.97,3790.32,32569.04
D0737,mid_market,2025-12-16,15,60514.7,2420.59,7542.14,50551.97
D0738,enterprise,2025-10-26,66,106225.26,6373.52,9930.93,89920.81
D0739,smb,2025-10-07,85,18897.79,377.96,1516.41,17003.42
D0740,smb,2026-03-11,20,10760.84,215.22,452.99,10092.63
D0741,enterprise,2026-02-07,52,148143.32,8888.6,9505.33,129749.39
D0742,enterprise,2026-01-03,87,333982.12,20038.93,41365.25,272577.94
D0743,smb,2025-08-06,55,12635.1,252.7,739.31,11643.09
D0744,smb,2025-09-21,9,4512.03,90.24,262.22,4159.57
D0745,mid_market,2026-02-01,58,77248.5,3089.94,7337.19,66821.37
D0746,mid_market,2026-01-12,78,24225.81,969.03,1558.42,21698.36
D0747,smb,2025-11-10,51,8661.57,173.23,505.09,7983.25
D0748,mid_market,2025-09-27,3,45350.81,1814.03,6000.33,37536.45
D0749,smb,2026-05-24,37,16751.76,335.04,1197.89,15218.83
D0750,smb,2025-12-06,25,13277.92,265.56,910.26,12102.1
D0751,enterprise,2025-11-26,35,183678.01,11020.68,11527.81,161129.52
D0752,mid_market,2025-08-23,38,85975.47,3439.02,9205.38,73331.07
D0753,enterprise,2025-07-17,75,313224.25,18793.45,26440.52,267990.28
D0754,mid_market,2025-09-08,22,74626.45,2985.06,8492.33,63149.06
D0755,mid_market,2025-12-28,3,81762.01,3270.48,14195.31,64296.22
D0756,mid_market,2026-02-25,34,51237.12,2049.48,6369.18,42818.46
D0757,smb,2026-04-12,79,17714.31,354.29,1839.6,15520.42
D0758,mid_market,2025-08-27,34,63855.37,2554.21,5924.44,55376.72
D0759,mid_market,2025-11-07,54,66168.85,2646.75,8066.91,55455.19
