invoice_id,vendor,category,invoice_date,entered_date,amount,approver
AP004013,Prairie Consulting,hardware,2025-07-06,2025-07-09,1454.7,M11
AP004221,Quarry Consulting,office,2026-03-31,2026-04-02,149.94,M03
AP000634,Figma,software,2025-07-01,2025-07-02,517.94,M02
AP003186,Keystone Industries,professional_services,2026-06-06,2026-06-09,149.74,M04
AP004758,Tundra Partners,office,2026-01-21,2026-01-26,924.16,M08
AP001582,Borealis Group,events,2025-12-02,2025-12-05,135.69,M08
AP003511,Mosaic Consulting,facilities,2026-06-23,2026-06-23,249.66,M04
AP003639,Nimbus Services,software,2025-11-13,2025-11-17,211.23,M08
AP005184,Wharf Supply,professional_services,2025-08-24,2025-08-27,75.61,M04
AP003598,Mosaic Works,marketing,2026-04-27,2026-04-29,515.22,M05
AP004754,Tundra Partners,office,2025-12-05,2025-12-09,240.58,M09
AP003049,Juniper Trading,events,2026-02-07,2026-02-10,179.53,M05
AP002328,Fulcrum Labs,software,2025-07-25,2025-07-29,3949.42,M09
AP003568,Mosaic Labs,hardware,2025-07-20,2025-07-22,185.39,M04
AP005523,Yonder Works,office,2025-08-11,2025-08-12,233.15,M14
AP004639,Sable Labs,marketing,2026-05-17,2026-05-19,460.75,M01
AP000720,Staples Business,office,2025-08-03,2025-08-04,329.88,M03
AP001390,Acme Industries,facilities,2026-04-15,2026-04-15,509.52,M09
AP003794,Onyx Supply,hardware,2025-07-31,2025-08-04,753.42,M13
AP000384,Amazon Web Services,infrastructure,2026-05-05,2026-05-08,1235.49,M02
AP004886,Umber Solutions,events,2025-11-10,2025-11-10,446.83,M03
AP002989,Juniper Industries,events,2025-09-05,2025-09-05,105.61,M14
AP004336,Rampart Supply,software,2025-08-09,2025-08-11,646.75,M11
AP001747,Cinder Industries,software,2025-07-12,2025-07-15,1104.41,M14
AP003901,Onyx Group,office,2025-10-17,2025-10-20,89.68,M05
AP005466,Yonder Industries,marketing,2025-12-04,2025-12-08,351.52,M01
AP000310,Amazon Web Services,infrastructure,2026-03-25,2026-03-30,1487.87,M02
AP004778,Tundra Industries,software,2026-04-27,2026-04-29,621.92,M09
AP004153,Quarry Supply,hardware,2025-09-13,2025-09-15,498.24,M02
AP001425,Acme Labs,facilities,2026-04-07,2026-04-08,364.11,M09
AP000838,Uline,office,2026-03-17,2026-03-17,253.76,M08
AP002428,Gable Consulting,facilities,2025-10-02,2025-10-06,150.96,M12
AP004831,Tundra Works,events,2026-06-17,2026-06-22,1036.36,M14
AP005058,Vela Solutions,software,2026-04-08,2026-04-13,68.79,M07
AP002151,Ember Labs,software,2026-03-03,2026-03-04,139.59,M04
AP004496,Rampart Works,facilities,2026-05-31,2026-06-03,1332.78,M04
AP003427,Loom Trading,hardware,2026-04-06,2026-04-07,120.4,M14
AP001333,Acme Solutions,software,2026-06-12,2026-06-15,136.77,M06
AP001651,Borealis Trading,logistics,2026-02-02,2026-02-03,412.45,M06
AP000494,Snowflake,infrastructure,2026-06-08,2026-06-12,5178.93,M07
AP001033,Global Catering Co,events,2025-10-31,2025-11-04,1865.66,M03
AP003034,Juniper Works,events,2026-01-18,2026-01-22,240.31,M09
AP003306,Loom Solutions,professional_services,2025-12-02,2025-12-03,1371.83,M05
AP003614,Mosaic Trading,office,2026-04-15,2026-04-20,85.39,M06
AP000412,Amazon Web Services,infrastructure,2026-06-08,2026-06-11,2345.74,M14
AP001292,Acme Supply,software,2026-03-14,2026-03-16,589.34,M08
AP000894,Robert Half,recruiting,2026-02-05,2026-02-09,6382.52,M13
AP001558,Borealis Industries,facilities,2025-08-01,2025-08-04,200.43,M11
AP000136,Amazon Web Services,infrastructure,2025-10-03,2025-10-06,1562.15,M06
AP005212,Wharf Services,professional_services,2026-03-08,2026-03-12,311.93,M13
AP003020,Juniper Labs,software,2026-03-13,2026-03-16,368.75,M10
AP000098,Amazon Web Services,infrastructure,2025-09-14,2025-09-15,1934.96,M06
AP000801,Staples Business,office,2026-06-14,2026-06-15,117.88,M01
AP003050,Juniper Trading,events,2026-02-23,2026-02-26,164.86,M04
AP003033,Juniper Works,events,2025-12-29,2025-12-31,659.83,M11
AP001897,Dockside Consulting,office,2026-01-03,2026-01-05,246.41,M08
AP004940,Umber Industries,office,2025-12-18,2025-12-22,1411.48,M08
AP004788,Tundra Group,facilities,2025-07-31,2025-08-01,379.84,M02
AP005904,Northgate Logistics,logistics,2025-12-31,2026-01-01,8055.84,M04
AP005441,Yonder Partners,marketing,2025-07-20,2025-07-21,441.44,M05
AP004225,Quarry Consulting,office,2026-06-18,2026-06-22,253.11,M03
AP003868,Onyx Partners,software,2026-05-13,2026-05-14,127.96,M03
AP000204,Amazon Web Services,infrastructure,2025-12-13,2025-12-15,1566.15,M05
AP002302,Fulcrum Industries,professional_services,2025-12-06,2025-12-08,221.41,M13
AP005791,Northgate Logistics,logistics,2026-04-10,2026-04-13,353.4,M13
AP003298,Loom Solutions,professional_services,2025-08-21,2025-08-22,216.61,M05
AP001077,Apex Print Media,marketing,2025-08-26,2025-08-27,757.31,M04
AP004859,Umber Supply,facilities,2026-02-16,2026-02-17,192.42,M05
AP003972,Prairie Supply,facilities,2026-02-12,2026-02-16,513.68,M13
AP000342,Amazon Web Services,infrastructure,2026-04-08,2026-04-13,1481.33,M02
AP005408,Yonder Solutions,events,2025-09-11,2025-09-15,1423.74,M06
AP005261,Wharf Partners,professional_services,2025-07-31,2025-08-04,201.96,M13
AP004659,Sable Works,office,2026-02-17,2026-02-20,316.16,M06
AP002743,Inlet Services,software,2025-10-13,2025-10-17,165.31,M14
AP000290,Amazon Web Services,infrastructure,2026-03-17,2026-03-17,751.99,M10
AP000339,Amazon Web Services,infrastructure,2026-04-23,2026-04-23,2256.08,M02
AP002941,Juniper Consulting,office,2025-08-06,2025-08-06,717.6,M04
AP005889,Northgate Logistics,logistics,2025-10-03,2025-10-06,778.68,M05
AP000449,Snowflake,infrastructure,2025-11-24,2025-11-24,3782.91,M05
AP005727,Zephyr Works,logistics,2026-06-07,2026-06-10,427.68,M03
AP004722,Tundra Solutions,facilities,2026-04-20,2026-04-24,237.06,M01
AP002746,Inlet Services,software,2025-12-24,2025-12-29,140.7,M14
AP000287,Amazon Web Services,infrastructure,2026-03-01,2026-03-02,1096.78,M02
AP004677,Tundra Supply,logistics,2025-08-17,2025-08-19,316.48,M04
AP004296,Quarry Labs,events,2025-12-30,2026-01-02,372.16,M12
AP005498,Yonder Labs,facilities,2025-07-27,2025-07-28,202.68,M06
AP001104,Apex Print Media,marketing,2026-03-19,2026-03-23,830.86,M07
AP003909,Onyx Group,office,2026-01-01,2026-01-05,796.91,M05
AP003095,Keystone Services,office,2026-03-29,2026-04-01,873.08,M12
AP001848,Dockside Supply,events,2026-03-22,2026-03-23,392.72,M08
AP005417,Yonder Solutions,events,2026-06-15,2026-06-16,418.5,M09
AP001881,Dockside Solutions,professional_services,2026-05-17,2026-05-20,177.11,M10
AP002003,Dockside Trading,professional_services,2026-01-04,2026-01-05,118.48,M06
AP002971,Juniper Partners,hardware,2025-12-19,2025-12-22,369.88,M13
AP003689,Nimbus Consulting,office,2026-06-13,2026-06-15,253.68,M03
AP000115,Amazon Web Services,infrastructure,2025-10-02,2025-10-06,1369.2,M01
AP001675,Cinder Services,facilities,2025-10-04,2025-10-06,512.07,M10
AP005376,Yonder Supply,software,2025-12-08,2025-12-08,276.93,M05
AP004202,Quarry Solutions,office,2026-04-14,2026-04-17,529.99,M14
AP001257,Verizon Business,telecom,2025-09-29,2025-09-30,1287.63,M05
AP000627,Atlassian,software,2026-04-20,2026-04-20,549.18,M08
AP002860,Inlet Works,facilities,2026-04-29,2026-04-29,294.92,M07
AP005812,Northgate Logistics,logistics,2025-09-01,2025-09-03,462.06,M12
AP004489,Rampart Works,facilities,2026-02-14,2026-02-18,553.5,M06
AP003044,Juniper Trading,events,2025-08-21,2025-08-21,143.64,M14
AP001896,Dockside Consulting,office,2026-01-20,2026-01-23,376.2,M03
AP000006,Amazon Web Services,infrastructure,2025-07-19,2025-07-22,1815.46,M14
AP001436,Acme Works,professional_services,2025-10-02,2025-10-06,331.52,M06
AP000252,Amazon Web Services,infrastructure,2026-02-16,2026-02-18,1090.56,M11
AP001969,Dockside Labs,logistics,2026-04-13,2026-04-15,776.17,M06
AP003315,Loom Consulting,marketing,2025-11-14,2025-11-17,969.55,M11
AP005946,Wharf Partners,professional_services,2025-07-21,2025-07-26,2255.76,M01
AP000259,Amazon Web Services,infrastructure,2026-02-09,2026-02-09,1509.61,M02
AP000461,Snowflake,infrastructure,2025-12-19,2025-12-19,4548.27,M10
AP004652,Sable Works,office,2025-11-22,2025-11-24,1653.74,M13
AP003077,Keystone Services,office,2025-07-18,2025-07-22,325.44,M14
AP004377,Rampart Solutions,professional_services,2025-11-24,2025-11-26,827.54,M06
AP000840,Uline,office,2026-04-23,2026-04-23,613.7,M08
AP001032,Global Catering Co,events,2025-10-13,2025-10-16,411.07,M12
AP002374,Fulcrum Trading,marketing,2026-05-01,2026-05-04,449.72,M12
AP003042,Juniper Trading,events,2025-07-28,2025-08-01,247.84,M08
AP004846,Umber Supply,facilities,2025-07-17,2025-07-21,81.86,M10
AP001214,CDW,hardware,2025-11-20,2025-11-24,1983.77,M09
AP004474,Rampart Labs,office,2026-05-09,2026-05-11,227.61,M12
AP002258,Fulcrum Consulting,professional_services,2025-08-18,2025-08-21,461.13,M12
AP005917,Northgate Logistics,logistics,2025-11-04,2025-11-10,253.28,M10
AP002079,Ember Consulting,marketing,2026-06-22,2026-06-22,158.02,M08
AP002564,Harbor Services,events,2025-12-23,2025-12-24,716.66,M01
AP005012,Umber Trading,professional_services,2026-04-13,2026-04-16,203.83,M10
AP004865,Umber Supply,facilities,2026-05-27,2026-05-27,304.26,M09
AP004564,Sable Consulting,professional_services,2025-09-25,2025-09-26,242.17,M01
AP004764,Tundra Industries,software,2025-08-30,2025-09-01,163.55,M05
AP003743,Nimbus Labs,professional_services,2025-12-19,2025-12-23,142.08,M08
AP003204,Keystone Labs,facilities,2025-11-14,2025-11-17,46.05,M11
AP000525,Datadog,infrastructure,2025-12-08,2025-12-10,5321.75,M08
AP004676,Sable Trading,hardware,2026-06-23,2026-06-26,290.3,M11
AP000595,Salesforce,software,2026-05-31,2026-06-01,2559.93,M10
AP003782,Nimbus Trading,software,2025-11-10,2025-11-12,923.2,M14
AP000300,Amazon Web Services,infrastructure,2026-03-02,2026-03-03,1960.72,M05
AP003742,Nimbus Labs,professional_services,2025-12-03,2025-12-08,457.94,M13
AP003853,Onyx Consulting,events,2026-01-28,2026-01-28,839.99,M11
AP000445,Snowflake,infrastructure,2025-10-20,2025-10-23,5203.52,M03
AP000152,Amazon Web Services,infrastructure,2025-11-08,2025-11-12,995.48,M09
AP003666,Nimbus Solutions,facilities,2026-02-02,2026-02-02,263.89,M12
AP003401,Loom Works,facilities,2025-10-29,2025-11-03,501.55,M02
AP005464,Yonder Industries,marketing,2025-10-10,2025-10-13,314.93,M11
AP005629,Zephyr Consulting,hardware,2026-03-19,2026-03-20,780.75,M02
AP002943,Juniper Consulting,office,2025-09-09,2025-09-15,616.66,M03
AP005514,Yonder Labs,facilities,2026-01-29,2026-02-02,187.43,M09
AP003949,Onyx Trading,events,2025-07-05,2025-07-09,484.63,M10
AP001308,Acme Services,facilities,2026-02-05,2026-02-09,358.96,M11
AP001918,Dockside Partners,facilities,2026-02-06,2026-02-09,144.46,M09
AP004194,Quarry Solutions,office,2025-09-23,2025-09-24,369.19,M09
AP004442,Rampart Industries,facilities,2026-04-14,2026-04-16,107.65,M04
AP000851,Robert Half,recruiting,2025-07-18,2025-07-18,4881.91,M12
AP003927,Onyx Labs,office,2026-04-22,2026-04-27,268.5,M02
AP000954,Indeed,recruiting,2026-06-03,2026-06-08,1340.07,M04
AP003287,Loom Services,professional_services,2026-02-27,2026-02-27,1192.14,M07
AP005605,Zephyr Solutions,office,2025-09-10,2025-09-15,330.11,M12
AP001636,Borealis Trading,logistics,2025-07-06,2025-07-07,177.59,M06
AP003135,Keystone Consulting,logistics,2025-11-04,2025-11-10,1450.63,M13
AP002481,Gable Group,office,2025-11-08,2025-11-10,218.1,M11
AP005067,Vela Consulting,office,2025-08-19,2025-08-20,88.91,M07
AP005615,Zephyr Solutions,office,2025-12-30,2025-12-31,149.25,M04
AP002935,Juniper Solutions,facilities,2026-05-20,2026-05-25,397.11,M06
AP002657,Harbor Group,logistics,2026-02-23,2026-02-24,638.72,M06
AP000640,Figma,software,2025-11-19,2025-11-24,563.73,M04
AP000731,Staples Business,office,2025-10-23,2025-10-24,298.51,M05
AP000555,Salesforce,software,2025-07-06,2025-07-08,5987.16,M03
AP001229,CDW,hardware,2026-01-29,2026-02-02,8444.77,M08
AP003588,Mosaic Works,marketing,2026-01-09,2026-01-12,365.32,M04
AP000350,Amazon Web Services,infrastructure,2026-04-13,2026-04-14,3064.85,M04
AP005567,Zephyr Supply,office,2025-07-03,2025-07-07,547.74,M02
AP005053,Vela Solutions,software,2025-11-09,2025-11-13,723.01,M01
AP004565,Sable Consulting,professional_services,2025-10-12,2025-10-15,153.32,M12
AP002649,Harbor Industries,events,2026-06-01,2026-06-02,221.26,M05
AP002181,Ember Trading,hardware,2025-08-02,2025-08-04,502.78,M11
AP003900,Onyx Group,office,2025-10-14,2025-10-15,660.75,M13
AP003111,Keystone Solutions,events,2026-01-28,2026-01-29,98.26,M08
AP005007,Umber Trading,professional_services,2026-01-27,2026-01-30,342.49,M12
AP005392,Yonder Services,facilities,2026-01-22,2026-01-23,400.16,M09
AP000964,Wilson Sonsini,legal,2025-10-05,2025-10-07,15726.58,M10
AP001591,Borealis Group,events,2026-03-03,2026-03-03,153.69,M11
AP003951,Onyx Trading,events,2025-08-01,2025-08-04,91.8,M09
AP004973,Umber Labs,office,2026-03-21,2026-03-23,124.56,M08
AP003942,Onyx Works,facilities,2026-04-20,2026-04-24,723.76,M01
AP000888,Robert Half,recruiting,2026-01-11,2026-01-14,5874.74,M08
AP004189,Quarry Services,marketing,2026-06-18,2026-06-19,271.99,M10
AP004875,Umber Services,hardware,2026-05-08,2026-05-11,562.64,M01
AP004625,Sable Labs,marketing,2025-08-02,2025-08-04,1052.82,M06
AP005037,Vela Services,software,2026-01-16,2026-01-19,411.36,M05
AP001562,Borealis Industries,facilities,2025-10-17,2025-10-17,267.73,M01
AP000644,Figma,software,2026-01-12,2026-01-13,561.56,M03
AP000791,Staples Business,office,2026-04-30,2026-04-30,100.07,M12
AP005846,Northgate Logistics,logistics,2026-04-15,2026-04-16,59640.22,M13
AP003053,Juniper Trading,events,2026-03-18,2026-03-18,46.28,M02
AP000941,Indeed,recruiting,2026-02-03,2026-02-04,707.69,M11
AP000360,Amazon Web Services,infrastructure,2026-05-19,2026-05-19,2537.87,M10
AP004222,Quarry Consulting,office,2026-04-12,2026-04-13,396.85,M01
AP002779,Inlet Consulting,marketing,2025-12-07,2025-12-09,380.82,M04
AP004681,Tundra Supply,logistics,2025-10-19,2025-10-23,513.24,M09
AP003158,Keystone Partners,hardware,2025-11-14,2025-11-14,514.64,M12
AP001674,Cinder Services,facilities,2025-10-02,2025-10-03,435.6,M06
AP003140,Keystone Consulting,logistics,2026-02-19,2026-02-19,208.85,M06
AP001573,Borealis Industries,facilities,2026-05-30,2026-06-01,299.64,M11
AP000879,Robert Half,recruiting,2025-11-12,2025-11-13,6023.61,M01
AP003769,Nimbus Works,software,2026-01-28,2026-02-02,107.72,M06
AP001725,Cinder Consulting,marketing,2026-04-30,2026-05-01,525.71,M07
AP004773,Tundra Industries,software,2026-02-06,2026-02-09,895.74,M03
AP002689,Harbor Works,hardware,2026-01-31,2026-02-04,1584.47,M08
AP001081,Apex Print Media,marketing,2025-09-05,2025-09-08,722.83,M12
AP002634,Harbor Industries,events,2025-07-08,2025-07-08,174.77,M12
AP003428,Loom Trading,hardware,2026-03-29,2026-04-02,759.87,M14
AP005461,Yonder Industries,marketing,2025-08-13,2025-08-18,62.66,M14
AP002615,Harbor Partners,software,2025-09-20,2025-09-22,212.48,M02
AP003733,Nimbus Group,logistics,2026-04-01,2026-04-06,218.38,M13
AP002480,Gable Group,office,2025-11-13,2025-11-17,155.54,M13
AP003506,Mosaic Consulting,facilities,2026-05-12,2026-05-14,186.26,M14
AP000827,Uline,office,2025-12-16,2025-12-19,225.28,M09
AP003546,Mosaic Industries,professional_services,2026-05-04,2026-05-06,1012.66,M10
AP000081,Amazon Web Services,infrastructure,2025-09-24,2025-09-24,1156.99,M10
AP002109,Ember Industries,office,2026-01-27,2026-01-29,211.9,M13
AP002898,Juniper Supply,events,2025-11-29,2025-12-01,300.99,M08
AP002492,Gable Group,office,2026-04-28,2026-04-29,32.21,M10
AP003638,Nimbus Services,software,2025-10-17,2025-10-20,197.59,M10
AP003946,Onyx Works,facilities,2026-05-29,2026-06-02,1425.28,M14
AP003507,Mosaic Consulting,facilities,2026-04-30,2026-05-04,100.51,M10
AP002653,Harbor Group,logistics,2025-10-23,2025-10-27,748.44,M12
AP002851,Inlet Works,facilities,2025-11-23,2025-11-27,545.79,M02
AP002516,Gable Works,office,2026-04-24,2026-04-27,152.97,M02
AP002378,Gable Supply,office,2025-09-05,2025-09-08,70.71,M02
AP001782,Cinder Labs,marketing,2025-07-27,2025-07-30,607.58,M11
AP003810,Onyx Services,logistics,2025-08-03,2025-08-07,864.27,M09
AP002608,Harbor Consulting,marketing,2026-05-21,2026-05-25,292.27,M13
AP003838,Onyx Solutions,software,2026-02-12,2026-02-16,114.2,M01
AP000389,Amazon Web Services,infrastructure,2026-06-07,2026-06-11,5180.75,M08
AP000143,Amazon Web Services,infrastructure,2025-10-18,2025-10-22,306.12,M14
AP000563,Salesforce,software,2025-09-05,2025-09-08,2699.84,M02
AP003377,Loom Group,events,2026-05-08,2026-05-11,1217.92,M10
AP005015,Vela Supply,facilities,2025-08-02,2025-08-04,1583.32,M01
AP003279,Loom Services,professional_services,2025-07-14,2025-07-16,58.05,M03
AP005460,Yonder Industries,marketing,2025-08-13,2025-08-14,279.3,M02
AP001487,Borealis Services,hardware,2025-12-29,2025-12-31,742.28,M01
AP003151,Keystone Partners,hardware,2025-07-01,2025-07-02,248.74,M04
AP003139,Keystone Consulting,logistics,2026-01-12,2026-01-14,255.57,M02
AP004835,Tundra Trading,facilities,2025-09-11,2025-09-12,115.15,M03
AP000948,Indeed,recruiting,2026-05-07,2026-05-11,2894.06,M03
AP001982,Dockside Works,software,2025-12-29,2026-01-02,517.6,M12
AP004131,Prairie Trading,professional_services,2025-09-26,2025-09-29,416.14,M01
AP000477,Snowflake,infrastructure,2026-03-20,2026-03-23,2686.76,M11
AP002453,Gable Partners,marketing,2026-02-09,2026-02-11,315.33,M11
AP001040,Global Catering Co,events,2026-01-12,2026-01-13,328.54,M07
AP001461,Borealis Supply,marketing,2025-11-07,2025-11-07,328.53,M03
AP004761,Tundra Partners,office,2026-04-10,2026-04-13,463.09,M06
AP002748,Inlet Services,software,2026-03-02,2026-03-03,136.51,M01
AP005228,Wharf Solutions,office,2025-12-18,2025-12-22,87.32,M12
AP003338,Loom Partners,professional_services,2025-12-29,2025-12-30,234.18,M03
AP001542,Borealis Partners,software,2025-12-22,2025-12-23,121.41,M05
AP001034,Global Catering Co,events,2025-11-11,2025-11-17,244.66,M05
AP005428,Yonder Consulting,professional_services,2025-11-07,2025-11-10,1615.57,M02
AP001015,Global Catering Co,events,2025-07-17,2025-07-18,1024.78,M01
AP002953,Juniper Consulting,office,2026-04-05,2026-04-09,114.97,M08
AP005216,Wharf Services,professional_services,2026-05-27,2026-05-29,625.31,M10
AP001509,Borealis Solutions,marketing,2026-01-06,2026-01-12,1923.68,M03
AP002655,Harbor Group,logistics,2025-12-24,2025-12-29,312.82,M05
AP001569,Borealis Industries,facilities,2026-05-10,2026-05-11,301.23,M10
AP001739,Cinder Partners,events,2026-04-10,2026-04-10,1607.54,M13
AP005487,Yonder Group,hardware,2025-12-17,2025-12-17,753.65,M12
AP001108,Apex Print Media,marketing,2026-05-18,2026-05-22,1837.45,M02
AP004361,Rampart Services,logistics,2025-12-16,2025-12-16,839.57,M10
AP005507,Yonder Labs,facilities,2025-10-14,2025-10-14,256.94,M13
AP000862,Robert Half,recruiting,2025-09-10,2025-09-15,2778.91,M05
AP001557,Borealis Industries,facilities,2025-07-27,2025-07-30,304.73,M08
AP004441,Rampart Industries,facilities,2026-04-01,2026-04-02,109.71,M12
AP001294,Acme Supply,software,2026-04-19,2026-04-23,1969.47,M06
AP004856,Umber Supply,facilities,2026-01-02,2026-01-06,1116.2,M13
AP003992,Prairie Services,logistics,2026-04-28,2026-05-04,120.1,M12
AP005713,Zephyr Works,logistics,2025-11-19,2025-11-19,332.11,M11
AP005050,Vela Solutions,software,2025-08-03,2025-08-05,230.29,M11
AP002826,Inlet Labs,facilities,2025-07-25,2025-07-29,242.86,M11
AP002207,Fulcrum Supply,marketing,2025-11-14,2025-11-17,387.94,M05
AP003658,Nimbus Solutions,facilities,2025-09-19,2025-09-22,194.79,M07
AP003336,Loom Partners,professional_services,2025-12-24,2025-12-26,144.65,M09
AP004903,Umber Consulting,software,2025-12-09,2025-12-15,1713.28,M03
AP001031,Global Catering Co,events,2025-10-13,2025-10-14,2681.73,M01
AP002697,Harbor Works,hardware,2026-05-23,2026-05-25,482.14,M03
AP004689,Tundra Supply,logistics,2026-05-18,2026-05-19,389.92,M05
AP002927,Juniper Solutions,facilities,2025-12-31,2025-12-31,845.81,M13
AP003789,Nimbus Trading,software,2026-04-13,2026-04-17,157.88,M01
AP005830,Northgate Logistics,logistics,2026-01-03,2026-01-07,769.38,M03
AP001665,Cinder Supply,events,2026-03-13,2026-03-13,39.09,M14
AP004146,Prairie Trading,professional_services,2026-04-03,2026-04-03,357.3,M09
AP001609,Borealis Labs,logistics,2026-01-15,2026-01-19,74.95,M04
AP003417,Loom Trading,hardware,2025-11-20,2025-11-24,321.5,M13
AP005515,Yonder Labs,facilities,2026-03-25,2026-03-30,799.54,M12
AP000060,Amazon Web Services,infrastructure,2025-08-15,2025-08-18,1464.58,M07
AP000007,Amazon Web Services,infrastructure,2025-07-23,2025-07-24,371.35,M10
AP005658,Zephyr Industries,logistics,2025-11-07,2025-11-10,3855.18,M08
AP001694,Cinder Solutions,office,2025-10-04,2025-10-08,231.3,M08
AP005733,Zephyr Trading,logistics,2026-01-13,2026-01-16,162.83,M04
AP005837,Northgate Logistics,logistics,2025-11-06,2025-11-06,364.47,M11
AP002812,Inlet Industries,professional_services,2026-06-09,2026-06-10,849.53,M12
AP000843,Uline,office,2026-04-27,2026-05-01,179.65,M11
AP003303,Loom Solutions,professional_services,2025-11-24,2025-11-24,352.8,M02
AP000400,Amazon Web Services,infrastructure,2026-06-04,2026-06-04,1344.24,M09
AP004741,Tundra Consulting,office,2026-01-08,2026-01-12,316.38,M12
AP005726,Zephyr Works,logistics,2026-06-15,2026-06-15,590.1,M09
AP004521,Sable Supply,software,2025-08-30,2025-09-03,511.82,M06
AP002809,Inlet Industries,professional_services,2026-03-03,2026-03-04,467.74,M05
AP003521,Mosaic Partners,hardware,2025-10-31,2025-11-03,361.05,M13
AP000694,Iron Mountain,facilities,2025-12-25,2025-12-29,519.06,M13
AP003595,Mosaic Works,marketing,2026-03-17,2026-03-20,712.42,M13
AP000600,Atlassian,software,2025-08-16,2025-08-18,2159.6,M13
AP001193,CDW,hardware,2025-07-16,2025-07-16,2325.65,M05
AP005828,Northgate Logistics,logistics,2025-11-01,2025-11-04,860.83,M14
AP000914,Robert Half,recruiting,2026-06-18,2026-06-22,2788.32,M06
AP002438,Gable Consulting,facilities,2026-04-23,2026-04-23,829.51,M01
AP000483,Snowflake,infrastructure,2026-04-10,2026-04-14,3422.81,M14
AP000604,Atlassian,software,2025-08-31,2025-09-01,715.23,M03
AP004861,Umber Supply,facilities,2026-04-13,2026-04-14,498.15,M13
AP001136,Meridian Travel,travel,2025-10-02,2025-10-02,286.22,M04
AP004920,Umber Partners,facilities,2025-09-22,2025-09-23,1095.07,M07
AP005338,Wharf Works,professional_services,2025-12-22,2025-12-24,160.68,M12
AP001395,Acme Industries,facilities,2026-06-15,2026-06-19,174.99,M05
AP003025,Juniper Works,events,2025-08-12,2025-08-15,558.04,M01
AP001835,Dockside Supply,events,2025-08-08,2025-08-11,1303.97,M04
AP002747,Inlet Services,software,2025-12-08,2025-12-10,262.04,M13
AP001284,Acme Supply,software,2025-10-11,2025-10-13,412.68,M05
AP002462,Gable Industries,office,2025-11-03,2025-11-07,272.55,M13
AP005596,Zephyr Services,professional_services,2026-05-08,2026-05-08,357.67,M01
AP005115,Vela Industries,hardware,2026-06-20,2026-06-22,220.78,M05
AP001099,Apex Print Media,marketing,2026-01-21,2026-01-22,687.84,M08
AP001723,Cinder Consulting,marketing,2026-03-30,2026-03-30,358.32,M13
AP000916,Robert Half,recruiting,2026-06-12,2026-06-15,3768.46,M08
AP002924,Juniper Solutions,facilities,2025-11-21,2025-11-24,41.04,M07
AP004216,Quarry Consulting,office,2025-12-23,2025-12-26,230.93,M04
AP000841,Uline,office,2026-04-05,2026-04-06,606.3,M14
AP001784,Cinder Labs,marketing,2025-08-06,2025-08-08,374.18,M06
AP000659,WeWork,facilities,2025-07-15,2025-07-17,6518.78,M04
AP000233,Amazon Web Services,infrastructure,2026-01-20,2026-01-26,1120.8,M14
AP005332,Wharf Works,professional_services,2025-09-12,2025-09-15,188.25,M13
AP000141,Amazon Web Services,infrastructure,2025-10-11,2025-10-13,592.23,M14
AP003381,Loom Labs,events,2025-07-16,2025-07-16,131.52,M10
AP001872,Dockside Solutions,professional_services,2025-09-21,2025-09-22,349.28,M05
AP002473,Gable Group,office,2025-09-20,2025-09-23,919.15,M04
AP002992,Juniper Industries,events,2025-10-25,2025-10-29,1090.03,M11
AP000796,Staples Business,office,2026-06-04,2026-06-08,90.49,M12
AP002402,Gable Services,hardware,2026-03-09,2026-03-13,319.48,M01
AP001519,Borealis Consulting,facilities,2025-09-17,2025-09-22,761.6,M14
AP002778,Inlet Consulting,marketing,2025-11-17,2025-11-18,938.01,M09
AP002157,Ember Works,hardware,2025-07-27,2025-07-29,256.15,M06
AP000124,Amazon Web Services,infrastructure,2025-10-20,2025-10-24,6168.76,M11
AP001697,Cinder Solutions,office,2025-12-20,2025-12-23,503.38,M06
AP002318,Fulcrum Group,professional_services,2025-10-25,2025-10-28,707.9,M10
AP005186,Wharf Supply,professional_services,2025-09-09,2025-09-10,273.59,M08
AP005660,Zephyr Industries,logistics,2026-01-07,2026-01-12,244.66,M13
AP002585,Harbor Solutions,logistics,2026-02-01,2026-02-04,159.43,M14
AP003688,Nimbus Consulting,office,2026-05-16,2026-05-19,309.99,M11
AP000327,Amazon Web Services,infrastructure,2026-04-20,2026-04-23,1046.19,M03
AP000453,Snowflake,infrastructure,2025-10-30,2025-10-31,4237.72,M09
AP004901,Umber Consulting,software,2025-11-14,2025-11-14,1811.69,M03
AP004118,Prairie Works,office,2026-01-21,2026-01-26,307.57,M01
AP000128,Amazon Web Services,infrastructure,2025-10-15,2025-10-20,3504.7,M14
AP002719,Inlet Supply,logistics,2025-07-07,2025-07-10,645.78,M07
AP003209,Keystone Labs,facilities,2026-06-09,2026-06-09,435.78,M03
AP005304,Wharf Group,logistics,2026-01-31,2026-02-02,537.72,M03
AP000819,Uline,office,2025-11-21,2025-11-25,344.49,M10
AP004029,Prairie Consulting,hardware,2026-04-01,2026-04-06,362.54,M01
AP003153,Keystone Partners,hardware,2025-09-22,2025-09-22,763.75,M02
AP003262,Loom Supply,professional_services,2025-09-04,2025-09-05,282.04,M08
AP003481,Mosaic Solutions,events,2026-03-02,2026-03-05,341.54,M08
AP001862,Dockside Services,logistics,2026-05-12,2026-05-18,88.77,M03
