expense_id,employee_id,department,expense_type,expense_date,amount,cabin_class
TE004309,E078,g_and_a,lodging,2026-01-29,332.93,
TE001398,E024,g_and_a,meals,2025-08-12,25.31,
TE016857,E302,g_and_a,software,2025-09-13,169.04,
TE020245,E361,marketing,airfare,2025-08-25,832.19,economy
TE008453,E153,g_and_a,meals,2025-09-24,38.89,
TE014411,E258,sales,airfare,2025-07-22,1243.64,economy
TE008724,E157,sales,airfare,2026-02-22,542.14,economy
TE002634,E048,g_and_a,rideshare,2025-12-17,75.25,
TE008378,E151,marketing,lodging,2026-04-17,310.56,
TE017278,E310,marketing,lodging,2026-03-29,272.97,
TE002127,E039,sales,meals,2026-01-02,44.3,
TE012878,E231,engineering,office_supplies,2025-11-03,90.79,
TE020394,E364,marketing,airfare,2025-07-15,444.48,economy
TE002377,E044,engineering,meals,2025-12-29,42.03,
TE002349,E043,customer_success,meals,2025-08-18,27.15,
TE011759,E209,marketing,lodging,2025-10-04,339.63,
TE012013,E214,g_and_a,meals,2026-05-17,62.39,
TE011958,E214,g_and_a,lodging,2026-05-13,309.31,
TE013354,E240,engineering,conference,2026-02-16,1725.43,
TE020316,E362,g_and_a,rideshare,2026-04-21,61.19,
TE006356,E114,customer_success,meals,2026-03-19,24.29,
TE011113,E197,g_and_a,airfare,2026-01-14,1079.79,economy
TE010952,E194,g_and_a,software,2026-01-17,180.07,
TE002168,E041,sales,airfare,2026-01-30,320.38,economy
TE007793,E139,customer_success,meals,2025-07-26,47.86,
TE017993,E323,marketing,conference,2026-02-09,1160.82,
TE016443,E293,g_and_a,office_supplies,2025-08-27,8.28,
TE013791,E247,engineering,meals,2026-04-16,23.16,
TE000082,E003,customer_success,airfare,2026-06-14,209.1,economy
TE010174,E181,customer_success,rideshare,2026-02-18,43.97,
TE021418,E014,sales,airfare,2025-08-31,6290.44,business
TE006980,E126,engineering,rideshare,2026-01-09,18.87,
TE017773,E320,marketing,meals,2025-09-02,35.89,
TE012327,E221,engineering,meals,2026-01-01,30.3,
TE001390,E024,g_and_a,lodging,2025-07-10,470.98,
TE019087,E345,sales,lodging,2025-07-14,182.32,
TE010662,E189,marketing,rideshare,2025-07-15,26.23,
TE009977,E178,engineering,meals,2025-07-02,31.02,
TE013566,E243,engineering,meals,2025-09-13,31.24,
TE002446,E045,g_and_a,rideshare,2026-05-27,42.14,
TE010542,E187,marketing,rideshare,2026-03-11,9.49,
TE006181,E110,customer_success,rideshare,2026-01-30,49.24,
TE017971,E323,marketing,airfare,2026-04-06,942.31,economy
TE012251,E219,engineering,rideshare,2026-01-25,68.37,
TE018742,E338,customer_success,rideshare,2025-11-17,80.35,
TE005734,E103,g_and_a,meals,2026-03-17,41.08,
TE006114,E110,customer_success,lodging,2025-12-28,379.77,
TE006945,E126,engineering,meals,2026-03-20,44.21,
TE013961,E250,marketing,meals,2025-11-27,22.53,
TE010319,E184,g_and_a,rideshare,2025-11-29,38.02,
TE005300,E094,sales,rideshare,2026-05-29,78.46,
TE002280,E042,sales,lodging,2026-05-11,311.21,
TE002121,E039,sales,rideshare,2026-02-06,19.17,
TE008019,E144,g_and_a,meals,2026-06-14,48.94,
TE002845,E051,g_and_a,meals,2025-09-08,26.01,
TE014287,E255,customer_success,software,2025-12-13,11.38,
TE003944,E070,customer_success,lodging,2025-12-23,161.68,
TE019303,E348,engineering,conference,2025-09-07,1375.53,
TE020193,E361,marketing,meals,2025-08-06,32.95,
TE016069,E285,g_and_a,conference,2026-04-08,1552.64,
TE005563,E100,customer_success,rideshare,2025-11-30,84.87,
TE008141,E147,customer_success,airfare,2026-03-23,1255.18,economy
TE013625,E244,sales,lodging,2025-10-12,368.93,
TE006308,E113,engineering,office_supplies,2025-09-22,57.01,
TE018777,E338,customer_success,rideshare,2026-02-22,37.27,
TE013505,E242,customer_success,lodging,2025-11-16,226.32,
TE010648,E189,marketing,rideshare,2026-06-23,23.32,
TE007169,E130,marketing,rideshare,2025-07-18,76.68,
TE015905,E282,engineering,meals,2025-07-14,32.61,
TE014032,E251,marketing,software,2025-09-11,142.31,
TE014849,E265,customer_success,office_supplies,2026-02-21,104.95,
TE015433,E276,g_and_a,meals,2026-03-13,38.28,
TE013831,E248,engineering,lodging,2025-07-31,223.02,
TE014674,E263,sales,lodging,2026-03-20,230.62,
TE019631,E352,customer_success,lodging,2026-03-07,257.0,
TE020264,E362,g_and_a,lodging,2025-12-11,338.08,
TE003915,E069,marketing,airfare,2025-12-02,1164.38,economy
TE013007,E233,customer_success,airfare,2025-11-03,810.11,economy
TE016017,E284,engineering,conference,2025-11-01,262.99,
TE005950,E106,engineering,rideshare,2025-09-01,54.52,
TE007795,E139,customer_success,meals,2025-09-21,46.89,
TE001442,E025,g_and_a,airfare,2025-09-29,428.96,economy
TE014840,E265,customer_success,meals,2025-09-21,45.69,
TE010848,E192,engineering,rideshare,2026-04-13,23.69,
TE019753,E355,engineering,lodging,2026-04-17,295.99,
TE016034,E284,engineering,meals,2025-09-20,35.5,
TE006057,E109,sales,rideshare,2026-04-27,43.9,
TE020683,E368,customer_success,meals,2025-10-27,38.35,
TE016961,E304,marketing,meals,2025-11-01,40.73,
TE003882,E069,marketing,rideshare,2025-07-24,76.55,
TE010636,E189,marketing,lodging,2025-10-07,440.66,
TE010527,E187,marketing,office_supplies,2026-02-14,95.52,
TE003538,E064,marketing,rideshare,2026-04-02,86.29,
TE020932,E373,engineering,lodging,2025-12-17,382.13,
TE012378,E221,engineering,meals,2025-08-06,41.24,
TE004781,E086,sales,rideshare,2025-10-07,33.09,
TE013995,E251,marketing,meals,2026-06-10,18.96,
TE014737,E264,engineering,meals,2026-06-20,40.78,
TE008200,E148,marketing,meals,2025-10-18,56.71,
TE016739,E300,sales,meals,2025-09-28,61.46,
TE016373,E291,g_and_a,lodging,2025-09-10,302.08,
TE017365,E312,engineering,lodging,2025-08-26,355.82,
TE016796,E301,engineering,rideshare,2026-03-21,80.72,
TE009978,E178,engineering,lodging,2025-12-01,153.65,
TE006845,E123,sales,airfare,2026-04-22,1271.3,economy
TE011109,E197,g_and_a,meals,2025-12-12,27.26,
TE019525,E351,engineering,meals,2026-03-07,69.21,
TE015923,E282,engineering,lodging,2026-02-01,453.69,
TE008554,E155,g_and_a,airfare,2026-06-17,1075.27,economy
TE021061,E374,g_and_a,airfare,2025-07-17,685.07,economy
TE000871,E016,engineering,rideshare,2025-10-30,57.66,
TE012783,E228,g_and_a,rideshare,2025-10-12,22.96,
TE007604,E136,g_and_a,meals,2025-07-24,48.52,
TE018715,E338,customer_success,meals,2026-06-21,46.08,
TE020971,E373,engineering,meals,2026-02-11,46.56,
TE000558,E011,marketing,lodging,2025-09-23,168.63,
TE014141,E253,engineering,rideshare,2026-05-07,58.29,
TE018901,E341,engineering,airfare,2026-04-05,452.46,economy
TE016206,E289,marketing,meals,2025-12-15,29.46,
TE013999,E251,marketing,meals,2025-11-18,26.07,
TE010696,E190,customer_success,rideshare,2026-01-01,52.41,
TE018359,E331,sales,meals,2026-01-31,60.81,
TE010081,E180,customer_success,meals,2026-01-03,44.82,
TE000071,E002,g_and_a,airfare,2025-10-16,339.05,economy
TE018565,E335,sales,lodging,2026-03-06,452.11,
TE021454,E077,customer_success,rideshare,2026-03-02,44.21,
TE007848,E141,sales,office_supplies,2025-09-28,113.05,
TE015484,E277,marketing,lodging,2026-06-15,309.19,
TE018054,E324,engineering,airfare,2026-01-02,564.93,economy
TE019371,E349,marketing,software,2026-03-04,38.27,
TE012871,E231,engineering,airfare,2025-10-08,1298.71,economy
TE007735,E139,customer_success,rideshare,2026-06-12,15.93,
TE000971,E017,customer_success,rideshare,2025-11-01,32.72,
TE009272,E167,customer_success,meals,2026-06-03,35.72,
TE012406,E222,sales,airfare,2025-07-26,1083.64,economy
TE019485,E350,engineering,airfare,2025-08-23,619.1,economy
TE019893,E357,sales,meals,2026-02-26,21.51,
TE003529,E064,marketing,meals,2025-10-26,46.62,
TE007698,E138,engineering,airfare,2025-10-09,200.95,economy
TE016540,E296,customer_success,meals,2025-10-18,24.64,
TE021035,E374,g_and_a,airfare,2026-04-17,373.34,economy
TE000207,E004,customer_success,rideshare,2026-04-28,16.69,
TE014163,E253,engineering,lodging,2025-10-04,227.16,
TE000701,E014,sales,rideshare,2025-12-19,44.83,
TE001764,E032,customer_success,meals,2025-10-17,67.25,
TE007445,E134,engineering,conference,2026-04-12,1683.81,
TE019941,E358,marketing,lodging,2025-09-19,342.08,
TE009671,E174,g_and_a,airfare,2025-10-02,1009.85,economy
TE004178,E074,g_and_a,rideshare,2026-06-02,35.55,
TE008912,E161,g_and_a,airfare,2026-03-12,261.19,economy
TE003136,E056,sales,office_supplies,2026-06-20,85.62,
TE006690,E122,engineering,rideshare,2025-09-28,20.18,
TE013745,E246,engineering,meals,2026-04-28,14.99,
TE018256,E329,sales,meals,2026-06-15,53.56,
TE004578,E083,g_and_a,lodging,2025-11-28,178.77,
TE021536,E077,customer_success,lodging,2026-06-04,305.28,
TE007479,E134,engineering,airfare,2026-04-21,1127.43,economy
TE007936,E143,engineering,office_supplies,2026-01-26,98.65,
TE006888,E124,engineering,lodging,2025-08-30,237.18,
TE003077,E054,engineering,lodging,2026-04-16,186.11,
TE014207,E254,customer_success,rideshare,2025-08-22,38.45,
TE018538,E334,g_and_a,rideshare,2025-08-21,26.8,
TE020312,E362,g_and_a,meals,2025-07-04,58.9,
TE010730,E190,customer_success,meals,2026-04-16,34.21,
TE000949,E017,customer_success,airfare,2026-05-24,393.86,economy
TE014364,E257,sales,rideshare,2025-07-05,70.8,
TE014613,E262,engineering,lodging,2026-06-04,142.41,
TE007637,E136,g_and_a,airfare,2026-04-21,1166.59,economy
TE011390,E202,marketing,lodging,2026-05-04,322.39,
TE013018,E234,customer_success,lodging,2026-02-25,392.66,
TE000427,E008,customer_success,rideshare,2025-09-14,33.71,
TE001115,E019,g_and_a,lodging,2026-03-24,461.94,
TE019340,E348,engineering,office_supplies,2025-12-08,96.22,
TE010380,E184,g_and_a,meals,2025-07-07,56.81,
TE018041,E324,engineering,lodging,2025-12-02,258.57,
TE003416,E061,engineering,meals,2026-05-11,31.92,
TE016854,E302,g_and_a,airfare,2026-02-26,283.15,economy
TE004940,E088,g_and_a,lodging,2025-09-01,225.92,
TE011102,E197,g_and_a,lodging,2026-02-15,386.23,
TE019083,E345,sales,conference,2026-06-26,1544.9,
TE008368,E151,marketing,airfare,2025-07-24,904.07,economy
TE009725,E175,g_and_a,conference,2025-07-28,1460.67,
TE008424,E152,sales,meals,2026-04-01,20.65,
TE012675,E225,g_and_a,lodging,2025-07-20,348.51,
TE008662,E156,sales,meals,2025-09-06,41.41,
TE001825,E034,engineering,conference,2026-03-11,1773.37,
TE006760,E122,engineering,airfare,2026-02-07,1141.15,economy
TE013621,E244,sales,software,2025-09-05,60.54,
TE004700,E085,engineering,software,2026-03-04,86.03,
TE004497,E081,engineering,airfare,2026-04-07,926.66,economy
TE012944,E232,engineering,office_supplies,2026-06-04,59.42,
TE003097,E054,engineering,office_supplies,2025-08-24,21.58,
TE014635,E262,engineering,meals,2025-11-20,60.79,
TE003269,E058,marketing,meals,2026-03-24,51.0,
TE001009,E017,customer_success,software,2025-08-07,22.48,
TE009614,E173,engineering,meals,2026-05-23,45.23,
TE012834,E230,marketing,meals,2025-08-26,16.49,
TE019388,E349,marketing,rideshare,2026-05-22,67.29,
TE011925,E213,g_and_a,rideshare,2025-10-16,53.86,
TE005157,E091,marketing,meals,2025-09-06,43.15,
TE017418,E313,customer_success,meals,2025-10-27,47.55,
TE008373,E151,marketing,lodging,2026-05-21,362.37,
TE004921,E088,g_and_a,office_supplies,2025-11-16,15.67,
TE008010,E144,g_and_a,meals,2025-10-15,72.88,
TE005963,E107,engineering,rideshare,2026-06-10,11.44,
TE017484,E315,marketing,meals,2025-10-25,23.32,
TE004007,E072,engineering,software,2026-05-04,39.48,
TE017454,E314,customer_success,meals,2025-11-19,44.19,
TE009503,E172,g_and_a,meals,2026-03-18,21.83,
TE019762,E355,engineering,airfare,2025-10-27,1054.71,economy
TE011818,E210,marketing,meals,2025-09-22,39.22,
TE012285,E220,marketing,rideshare,2025-07-17,71.38,
TE003789,E068,customer_success,rideshare,2026-05-03,36.75,
TE020019,E358,marketing,rideshare,2025-10-13,16.96,
TE005081,E090,marketing,lodging,2025-10-08,193.31,
TE006908,E125,customer_success,lodging,2025-12-21,404.48,
TE014219,E254,customer_success,meals,2026-03-23,33.29,
TE018704,E337,marketing,meals,2025-09-20,52.79,
TE018836,E340,marketing,conference,2025-10-30,940.76,
TE005602,E101,customer_success,lodging,2026-02-20,351.85,
TE019134,E345,sales,meals,2026-03-09,31.85,
TE010402,E185,sales,lodging,2025-10-29,278.59,
TE005893,E105,engineering,rideshare,2026-03-22,27.33,
TE018361,E331,sales,meals,2025-11-14,22.78,
TE009001,E162,marketing,meals,2025-09-19,57.71,
TE012762,E228,g_and_a,lodging,2025-09-29,198.34,
TE014167,E253,engineering,meals,2025-12-22,30.9,
TE007183,E130,marketing,airfare,2026-03-08,1245.18,economy
TE005321,E095,marketing,meals,2025-11-27,14.74,
TE012959,E232,engineering,conference,2026-03-15,1770.62,
TE020103,E359,g_and_a,rideshare,2025-11-30,45.59,
TE021188,E377,engineering,meals,2025-10-13,37.17,
TE006350,E114,customer_success,meals,2026-02-16,70.1,
TE017621,E318,customer_success,meals,2026-01-01,62.94,
TE021488,E077,customer_success,meals,2026-04-13,30.76,
TE019383,E349,marketing,airfare,2025-10-12,781.41,economy
TE000960,E017,customer_success,rideshare,2025-08-12,65.52,
TE018181,E326,engineering,meals,2025-11-26,51.55,
TE009769,E175,g_and_a,software,2026-05-23,106.65,
TE009360,E169,customer_success,rideshare,2026-04-03,59.01,
TE013146,E236,customer_success,office_supplies,2025-09-01,18.92,
TE003631,E066,sales,meals,2025-08-18,74.67,
TE012127,E217,customer_success,meals,2025-11-08,61.95,
TE003916,E069,marketing,airfare,2025-10-05,1362.0,economy
TE008808,E159,g_and_a,lodging,2025-12-27,417.01,
TE011466,E203,customer_success,lodging,2026-06-22,182.59,
TE008286,E150,marketing,meals,2026-03-02,37.32,
TE018302,E329,sales,meals,2025-10-09,29.96,
TE011493,E204,marketing,meals,2025-12-26,36.83,
TE001901,E034,engineering,meals,2026-04-14,49.37,
TE020876,E371,marketing,airfare,2026-03-24,1060.0,economy
TE007138,E129,marketing,office_supplies,2025-09-21,46.16,
TE014169,E253,engineering,rideshare,2025-11-04,57.86,
TE010884,E193,g_and_a,rideshare,2025-10-27,78.88,
TE016797,E301,engineering,rideshare,2026-04-20,14.4,
TE009403,E170,sales,rideshare,2026-02-03,38.91,
TE016423,E293,g_and_a,conference,2026-06-12,1401.01,
TE004844,E087,sales,office_supplies,2025-10-19,86.93,
TE018435,E332,customer_success,office_supplies,2025-08-13,47.13,
TE010780,E191,sales,office_supplies,2025-08-30,5.27,
TE009708,E174,g_and_a,rideshare,2026-02-15,37.91,
TE010918,E194,g_and_a,rideshare,2025-08-06,71.26,
TE006058,E109,sales,meals,2026-06-04,50.19,
TE010058,E179,g_and_a,airfare,2026-04-21,796.97,economy
TE003559,E065,marketing,rideshare,2026-05-28,40.81,
TE003891,E069,marketing,rideshare,2026-01-10,19.97,
TE000744,E014,sales,software,2026-01-18,106.23,
TE020069,E359,g_and_a,meals,2025-12-19,36.92,
TE010015,E178,engineering,rideshare,2025-10-20,32.93,
TE006160,E110,customer_success,lodging,2025-10-20,356.31,
TE019448,E350,engineering,meals,2025-07-27,61.41,
TE016510,E295,engineering,rideshare,2026-03-01,21.5,
TE018747,E338,customer_success,meals,2026-04-19,39.68,
TE004193,E074,g_and_a,meals,2025-10-19,37.35,
TE014007,E251,marketing,meals,2025-09-25,42.89,
TE010334,E184,g_and_a,office_supplies,2025-11-07,65.62,
TE010870,E192,engineering,lodging,2026-04-14,310.08,
TE019230,E347,engineering,rideshare,2025-08-02,23.8,
TE000860,E016,engineering,lodging,2026-01-23,419.4,
TE009280,E167,customer_success,rideshare,2025-10-21,66.34,
TE008104,E146,customer_success,airfare,2025-08-21,856.73,economy
TE003977,E071,sales,lodging,2025-10-20,175.44,
TE002870,E051,g_and_a,rideshare,2026-05-25,24.15,
TE014624,E262,engineering,airfare,2026-04-24,505.02,economy
TE002627,E048,g_and_a,rideshare,2026-03-21,42.77,
TE003442,E061,engineering,rideshare,2026-05-17,83.79,
TE010827,E191,sales,meals,2025-11-30,38.1,
TE013817,E248,engineering,meals,2025-10-14,29.66,
TE015953,E283,engineering,airfare,2026-03-26,1232.93,economy
TE004631,E084,engineering,meals,2025-11-23,20.8,
TE020370,E363,g_and_a,airfare,2026-02-09,1184.99,economy
TE001225,E021,marketing,meals,2026-02-14,23.84,
TE017570,E316,g_and_a,rideshare,2025-10-29,64.15,
TE007655,E137,sales,meals,2026-03-23,53.37,
TE001868,E034,engineering,airfare,2026-02-22,929.78,economy
TE021333,E380,engineering,conference,2025-07-16,1717.57,
TE004639,E084,engineering,rideshare,2026-06-17,43.8,
TE003604,E065,marketing,rideshare,2026-02-10,65.83,
TE004505,E081,engineering,meals,2026-03-29,50.53,
TE003665,E066,sales,meals,2025-09-28,54.78,
TE002334,E043,customer_success,airfare,2025-09-10,719.08,economy
TE016357,E291,g_and_a,meals,2025-11-07,32.45,
TE020122,E360,marketing,office_supplies,2025-10-08,70.08,
TE012045,E215,g_and_a,lodging,2025-12-31,439.59,
TE007259,E132,engineering,meals,2026-03-22,43.47,
TE009041,E163,sales,meals,2025-08-18,46.2,
TE007416,E133,sales,meals,2025-08-14,62.86,
TE009152,E165,g_and_a,lodging,2025-11-26,302.38,
TE008108,E146,customer_success,meals,2025-11-11,56.14,
TE014990,E268,g_and_a,lodging,2026-06-21,434.68,
TE017335,E311,engineering,office_supplies,2025-08-11,112.82,
TE010732,E190,customer_success,meals,2025-07-20,36.02,
TE011144,E197,g_and_a,rideshare,2025-08-07,75.04,
TE002967,E052,g_and_a,meals,2026-04-24,27.19,
TE005307,E095,marketing,meals,2025-08-21,31.21,
TE017205,E308,marketing,airfare,2025-07-16,904.17,economy
TE008442,E153,g_and_a,office_supplies,2026-06-08,21.61,
TE019151,E346,marketing,conference,2026-05-10,459.21,
TE020662,E368,customer_success,meals,2026-06-26,33.11,
TE007845,E140,g_and_a,airfare,2025-08-05,1228.4,economy
TE012817,E229,sales,software,2025-10-29,198.58,
TE015472,E276,g_and_a,lodging,2025-07-23,144.44,
TE002156,E040,engineering,lodging,2026-04-29,478.12,
TE017048,E305,customer_success,meals,2026-01-26,27.22,
TE002605,E047,marketing,rideshare,2025-11-02,40.01,
TE012004,E214,g_and_a,rideshare,2026-03-11,65.09,
TE011811,E210,marketing,lodging,2025-11-10,380.81,
TE009893,E177,engineering,office_supplies,2025-11-01,79.13,
TE020945,E373,engineering,meals,2026-01-03,48.46,
TE014837,E265,customer_success,meals,2025-12-28,27.99,
TE018511,E334,g_and_a,meals,2026-01-09,68.27,
TE000588,E011,marketing,software,2025-10-31,106.8,
TE016626,E299,sales,lodging,2025-12-18,189.73,
TE005583,E100,customer_success,meals,2025-10-28,20.53,
TE001725,E031,engineering,rideshare,2025-08-12,71.9,
TE013797,E247,engineering,lodging,2025-12-26,466.48,
TE005506,E099,g_and_a,meals,2025-07-15,32.35,
TE015974,E283,engineering,lodging,2025-11-16,248.59,
TE014230,E255,customer_success,rideshare,2025-07-21,65.08,
TE016676,E299,sales,rideshare,2025-07-25,89.8,
TE015881,E282,engineering,airfare,2026-04-30,1264.52,economy
TE020608,E367,marketing,meals,2025-07-11,48.79,
TE001367,E023,engineering,software,2026-05-16,167.96,
TE007589,E135,sales,conference,2026-04-01,748.53,
TE008360,E151,marketing,meals,2025-09-29,29.52,
TE015720,E280,marketing,airfare,2025-10-06,527.4,economy
TE001034,E018,engineering,airfare,2026-02-01,1318.54,economy
TE005942,E106,engineering,airfare,2026-03-01,426.98,economy
TE014675,E263,sales,airfare,2025-12-04,234.54,economy
TE021519,E077,customer_success,lodging,2026-05-16,267.58,
TE019362,E349,marketing,office_supplies,2025-10-14,50.38,
TE001044,E018,engineering,meals,2025-10-07,58.56,
TE000677,E013,sales,office_supplies,2025-07-17,10.29,
TE015578,E278,sales,software,2025-12-16,67.89,
TE021298,E379,marketing,conference,2026-04-03,1074.51,
TE015966,E283,engineering,lodging,2026-03-10,418.86,
TE003876,E069,marketing,software,2026-01-04,95.43,
TE017536,E315,marketing,meals,2025-09-11,50.48,
TE004634,E084,engineering,lodging,2025-09-18,279.58,
TE007395,E133,sales,airfare,2025-09-06,598.13,economy
TE019677,E354,marketing,meals,2026-05-15,48.95,
TE006170,E110,customer_success,lodging,2026-05-26,365.54,
TE018586,E335,sales,meals,2025-08-06,22.71,
TE007883,E141,sales,lodging,2026-03-04,436.75,
TE007656,E137,sales,software,2025-10-06,59.21,
TE003042,E053,engineering,rideshare,2026-01-03,38.84,
TE007389,E133,sales,office_supplies,2026-05-20,75.53,
TE019933,E357,sales,meals,2025-08-19,30.23,
TE004115,E073,sales,lodging,2025-10-21,241.2,
TE018814,E339,sales,lodging,2026-01-17,301.44,
TE018993,E343,marketing,lodging,2025-10-12,276.22,
TE011861,E212,g_and_a,meals,2026-04-04,39.11,
TE011872,E212,g_and_a,rideshare,2025-12-15,33.08,
TE019651,E353,g_and_a,office_supplies,2025-10-22,60.15,
TE009240,E166,engineering,office_supplies,2026-04-10,69.76,
TE001931,E035,marketing,lodging,2026-03-18,363.78,
TE013406,E241,customer_success,airfare,2025-10-30,392.6,economy
TE014109,E253,engineering,office_supplies,2026-05-01,49.76,
TE009488,E171,engineering,lodging,2025-09-27,402.52,
TE010500,E186,sales,meals,2025-10-25,55.14,
TE007379,E133,sales,office_supplies,2026-03-07,65.26,
TE017254,E309,g_and_a,meals,2026-01-16,66.17,
TE020412,E364,marketing,conference,2025-12-19,442.05,
TE008942,E161,g_and_a,software,2026-03-04,212.12,
TE016689,E299,sales,software,2025-11-03,17.64,
TE020077,E359,g_and_a,rideshare,2026-03-11,14.31,
TE019137,E346,marketing,office_supplies,2025-08-09,90.15,
TE017321,E311,engineering,meals,2026-05-28,57.83,
TE004024,E072,engineering,rideshare,2025-12-23,57.55,
TE017737,E319,g_and_a,rideshare,2026-03-14,26.68,
TE000106,E003,customer_success,meals,2026-05-01,25.55,
TE017275,E310,marketing,airfare,2026-02-11,260.73,economy
TE017624,E318,customer_success,rideshare,2025-08-16,59.29,
TE002844,E050,customer_success,airfare,2025-10-16,261.74,economy
TE008121,E146,customer_success,software,2026-05-05,176.87,
TE009076,E163,sales,rideshare,2025-12-13,64.28,
TE019060,E344,g_and_a,airfare,2026-02-19,947.1,economy
TE013972,E250,marketing,meals,2025-10-26,38.15,
TE002616,E048,g_and_a,meals,2025-09-17,38.83,
TE015806,E281,customer_success,meals,2025-11-04,29.86,
TE010651,E189,marketing,meals,2026-03-10,53.74,
TE002523,E046,customer_success,lodging,2025-08-13,284.76,
TE005205,E092,marketing,meals,2025-09-01,25.42,
TE012431,E222,sales,meals,2025-11-10,28.18,
TE002597,E047,marketing,office_supplies,2026-02-19,51.6,
TE017069,E305,customer_success,meals,2026-03-09,28.18,
TE008428,E152,sales,lodging,2026-01-27,220.44,
TE015631,E279,marketing,meals,2025-11-01,25.11,
TE010277,E183,marketing,conference,2026-04-07,1069.09,
TE015504,E277,marketing,meals,2026-05-14,39.45,
TE015813,E281,customer_success,meals,2026-03-14,21.31,
TE014711,E263,sales,software,2025-07-04,77.8,
TE014907,E266,marketing,lodging,2025-10-28,180.6,
TE016438,E293,g_and_a,meals,2026-05-21,56.82,
TE015925,E282,engineering,office_supplies,2025-07-02,26.18,
TE008295,E150,marketing,office_supplies,2026-05-15,98.8,
TE013929,E250,marketing,software,2026-01-11,120.56,
TE007175,E130,marketing,conference,2026-01-28,1158.73,
TE002098,E038,sales,meals,2025-10-31,47.01,
TE020263,E362,g_and_a,conference,2025-09-14,844.87,
TE021162,E376,g_and_a,rideshare,2025-07-21,57.98,
TE017135,E306,g_and_a,rideshare,2025-12-05,45.87,
TE007512,E135,sales,rideshare,2025-08-07,77.01,
TE016084,E286,engineering,meals,2025-07-21,17.9,
TE005075,E090,marketing,meals,2026-03-15,23.83,
TE014046,E251,marketing,lodging,2026-02-01,318.51,
TE010016,E178,engineering,conference,2026-06-17,516.05,
TE014555,E261,customer_success,rideshare,2025-08-24,45.05,
TE002635,E048,g_and_a,lodging,2026-02-05,476.65,
TE006399,E114,customer_success,conference,2025-10-04,1167.29,
TE011747,E209,marketing,office_supplies,2026-03-06,77.04,
TE020516,E365,customer_success,lodging,2025-09-28,142.69,
TE008375,E151,marketing,rideshare,2026-04-09,62.4,
TE006326,E113,engineering,meals,2025-11-05,33.37,
TE002289,E042,sales,meals,2025-08-14,28.89,
TE008288,E150,marketing,airfare,2025-09-09,210.97,economy
TE002776,E049,engineering,office_supplies,2025-08-22,12.7,
TE020895,E371,marketing,conference,2025-08-23,518.83,
TE000729,E014,sales,lodging,2026-01-06,145.0,
TE005497,E098,marketing,meals,2026-02-02,34.28,
TE020304,E362,g_and_a,meals,2026-03-19,61.41,
TE010905,E193,g_and_a,software,2026-01-26,219.21,
TE011960,E214,g_and_a,rideshare,2025-07-05,47.61,
TE000602,E012,g_and_a,meals,2026-03-06,24.2,
TE009235,E166,engineering,lodging,2026-06-09,410.75,
TE018892,E340,marketing,lodging,2025-10-03,163.1,
TE002587,E047,marketing,meals,2026-03-20,68.41,
TE017190,E307,g_and_a,meals,2026-03-25,26.02,
TE007282,E132,engineering,meals,2025-11-29,41.01,
TE009100,E163,sales,airfare,2026-04-04,666.59,economy
TE011738,E209,marketing,lodging,2025-09-28,373.41,
TE001387,E024,g_and_a,lodging,2025-08-29,454.42,
TE007256,E132,engineering,meals,2025-12-07,43.96,
TE002107,E039,sales,lodging,2025-07-09,240.62,
TE017150,E306,g_and_a,meals,2025-07-20,20.01,
TE015489,E277,marketing,airfare,2025-08-20,465.39,economy
TE002860,E051,g_and_a,conference,2025-08-28,873.59,
TE013994,E251,marketing,lodging,2025-12-12,180.0,
TE001070,E018,engineering,rideshare,2025-12-17,31.25,
TE016822,E302,g_and_a,meals,2025-08-09,56.52,
TE010444,E185,sales,airfare,2026-01-18,1326.16,economy
TE000769,E014,sales,airfare,2025-11-28,668.2,economy
TE014173,E253,engineering,rideshare,2026-01-14,9.53,
TE002136,E039,sales,office_supplies,2025-08-21,110.69,
TE000990,E017,customer_success,software,2025-07-16,97.92,
TE013533,E243,engineering,meals,2025-07-17,56.32,
TE021156,E376,g_and_a,software,2026-01-24,20.41,
TE001302,E021,marketing,software,2026-06-18,58.09,
TE000492,E010,g_and_a,rideshare,2025-09-18,53.03,
TE004503,E081,engineering,meals,2026-04-08,42.64,
TE002998,E053,engineering,meals,2026-01-23,65.0,
TE021412,E122,engineering,airfare,2025-07-02,5465.06,business
TE006830,E123,sales,rideshare,2025-12-13,85.2,
TE010669,E190,customer_success,rideshare,2025-11-02,18.05,
TE016502,E295,engineering,meals,2025-11-12,44.92,
TE016109,E287,g_and_a,meals,2026-04-27,48.91,
TE008635,E156,sales,conference,2026-05-03,390.67,
TE016568,E297,g_and_a,rideshare,2026-03-21,13.68,
TE015737,E280,marketing,lodging,2026-05-28,344.96,
TE008294,E150,marketing,software,2026-02-08,170.14,
TE000147,E004,customer_success,rideshare,2025-07-13,15.32,
TE001918,E035,marketing,meals,2025-12-15,47.73,
TE017738,E319,g_and_a,meals,2025-10-21,15.06,
TE007073,E128,customer_success,rideshare,2025-10-04,84.92,
TE007818,E140,g_and_a,rideshare,2025-08-07,71.37,
TE011072,E196,customer_success,meals,2026-01-10,23.14,
TE015187,E271,g_and_a,lodging,2026-05-23,454.52,
