robot_id,month,months_since_deploy,hours_available,hours_used,utilization,uptime,revenue,connectivity,edge_compute,field_service,incidents
RB0017,2025-09,6,337.2,167.8,0.4978,0.9579,3356.82,85.0,70.49,811.28,0
RB0017,2025-10,7,339.1,149.1,0.4396,0.9635,2981.75,85.0,62.62,964.37,0
RB0017,2025-11,8,339.6,174.3,0.5132,0.9647,3485.2,85.0,73.19,856.6,0
RB0017,2025-12,9,347.9,160.1,0.4601,0.9883,3201.28,85.0,67.23,924.2,0
RB0017,2026-01,10,342.1,154.1,0.4505,0.972,3082.97,85.0,64.74,949.72,0
RB0017,2026-02,11,335.0,175.0,0.5224,0.9516,3499.95,85.0,73.5,654.23,0
RB0017,2026-03,12,342.4,174.3,0.5091,0.9728,3486.35,85.0,73.21,956.65,0
RB0017,2026-04,13,346.7,175.7,0.5066,0.985,3513.11,85.0,73.78,714.24,0
RB0017,2026-05,14,342.0,148.3,0.4336,0.9716,2966.2,85.0,62.29,666.36,0
RB0017,2026-06,15,347.6,168.2,0.484,0.9875,3364.97,85.0,70.66,560.15,0
RB0018,2025-03,0,346.0,47.9,0.1384,0.983,1005.91,85.0,20.12,631.66,0
RB0018,2025-04,1,336.3,100.3,0.2981,0.9555,2105.26,85.0,42.11,477.87,0
RB0018,2025-05,2,340.5,146.2,0.4293,0.9675,3069.98,85.0,61.4,477.22,0
RB0018,2025-06,3,345.8,220.7,0.6382,0.9825,4634.92,85.0,92.7,818.45,0
RB0018,2025-07,4,341.3,227.5,0.6666,0.9697,4778.28,85.0,95.57,753.82,0
RB0018,2025-08,5,336.2,197.1,0.5861,0.9552,4138.54,85.0,82.77,443.9,0
RB0018,2025-09,6,346.2,227.9,0.6582,0.9835,4785.53,85.0,95.71,636.06,0
RB0018,2025-10,7,346.2,226.3,0.6537,0.9836,4752.49,85.0,95.05,710.69,0
RB0018,2025-11,8,342.1,207.1,0.6053,0.9718,4348.12,85.0,86.96,792.01,0
RB0018,2025-12,9,336.2,188.1,0.5595,0.9552,3950.5,85.0,79.01,700.69,0
RB0018,2026-01,10,337.3,196.7,0.5831,0.9582,4130.22,85.0,82.6,706.64,0
RB0018,2026-02,11,342.7,208.4,0.6081,0.9735,4375.97,85.0,87.52,628.2,0
RB0018,2026-03,12,337.6,223.3,0.6614,0.959,4688.52,85.0,93.77,689.82,0
RB0018,2026-04,13,344.8,197.7,0.5732,0.9797,4151.34,85.0,83.03,539.91,0
RB0018,2026-05,14,336.7,186.0,0.5525,0.9565,3906.4,85.0,78.13,719.43,0
RB0018,2026-06,15,334.6,209.3,0.6254,0.9505,4394.27,85.0,87.89,690.27,0
RB0019,2025-03,0,327.5,54.3,0.1659,0.9304,1141.33,85.0,22.83,4422.8,0
RB0019,2025-04,1,329.5,105.5,0.3202,0.9362,2215.64,85.0,44.31,4299.14,0
RB0019,2025-05,2,320.5,160.0,0.4992,0.9106,3360.05,85.0,67.2,3519.15,0
RB0019,2025-06,3,313.3,172.1,0.5494,0.89,3614.37,85.0,72.29,4078.36,0
RB0019,2025-07,4,342.8,197.9,0.5772,0.9738,4155.03,85.0,83.1,4395.96,1
RB0019,2025-08,5,308.9,172.7,0.559,0.8775,3626.0,85.0,72.52,3049.2,0
RB0019,2025-09,6,329.4,201.6,0.6122,0.9358,4234.45,85.0,84.69,2489.59,0
RB0019,2025-10,7,319.1,200.2,0.6274,0.9065,4203.92,85.0,84.08,3267.86,0
RB0019,2025-11,8,319.3,191.8,0.6007,0.9072,4028.34,85.0,80.57,2964.06,0
RB0019,2025-12,9,328.6,210.1,0.6395,0.9334,4411.97,85.0,88.24,3045.35,0
RB0019,2026-01,10,338.9,213.0,0.6287,0.9627,4473.84,85.0,89.48,2381.05,0
RB0019,2026-02,11,329.6,199.2,0.6043,0.9363,4182.22,85.0,83.64,3027.74,1
RB0019,2026-03,12,329.6,181.9,0.5518,0.9365,3819.92,85.0,76.4,3822.21,0
RB0019,2026-04,13,318.9,200.1,0.6275,0.9061,4202.41,85.0,84.05,4364.79,0
RB0019,2026-05,14,322.8,200.8,0.6221,0.9171,4217.12,85.0,84.34,4030.65,0
RB0019,2026-06,15,323.1,204.6,0.6333,0.918,4297.3,85.0,85.95,2390.95,0
RB0020,2025-03,0,340.4,64.7,0.1899,0.9671,1422.45,85.0,27.16,459.04,0
RB0020,2025-04,1,342.4,139.0,0.4059,0.9726,3057.49,85.0,58.37,707.83,0
RB0020,2025-05,2,341.8,194.2,0.5682,0.9711,4272.71,85.0,81.57,835.12,0
RB0020,2025-06,3,345.3,288.6,0.8359,0.981,6350.13,85.0,121.23,803.15,0
RB0020,2025-07,4,335.6,277.1,0.8255,0.9535,6095.49,85.0,116.37,427.55,0
RB0020,2025-08,5,344.0,249.3,0.7247,0.9772,5483.93,85.0,104.69,598.66,0
RB0020,2025-09,6,339.4,285.9,0.8422,0.9643,6289.13,85.0,120.07,574.7,0
RB0020,2025-10,7,338.6,258.6,0.7638,0.9619,5689.56,85.0,108.62,812.55,0
RB0020,2025-11,8,340.6,261.6,0.7681,0.9676,5755.53,85.0,109.88,543.86,0
RB0020,2025-12,9,348.4,277.4,0.7963,0.9897,6103.02,85.0,116.51,820.89,0
RB0020,2026-01,10,342.5,272.9,0.7969,0.9729,6003.73,85.0,114.62,666.08,0
RB0020,2026-02,11,338.3,274.7,0.8121,0.961,6043.3,85.0,115.37,737.27,0
RB0020,2026-03,12,344.1,259.6,0.7545,0.9774,5710.72,85.0,109.02,480.55,0
RB0020,2026-04,13,338.2,252.2,0.7457,0.9608,5548.11,85.0,105.92,806.18,0
RB0020,2026-05,14,340.9,287.4,0.8429,0.9685,6321.77,85.0,120.69,536.29,0
RB0020,2026-06,15,343.6,256.7,0.7472,0.9761,5648.01,85.0,107.83,828.2,0
RB0021,2025-03,0,347.6,57.0,0.1638,0.9875,1195.96,85.0,23.92,773.86,0
RB0021,2025-04,1,345.3,100.9,0.2921,0.9809,2117.91,85.0,42.36,782.63,0
RB0021,2025-05,2,339.5,169.4,0.4989,0.9645,3556.86,85.0,71.14,516.86,0
RB0021,2025-06,3,345.5,219.3,0.6347,0.9814,4604.49,85.0,92.09,496.57,0
RB0021,2025-07,4,341.2,189.3,0.5549,0.9693,3976.32,85.0,79.53,634.52,0
RB0021,2025-08,5,347.8,226.3,0.6506,0.9881,4752.05,85.0,95.04,596.07,0
RB0021,2025-09,6,340.7,213.0,0.6252,0.9679,4472.85,85.0,89.46,805.19,1
RB0021,2025-10,7,336.0,198.9,0.5921,0.9546,4177.89,85.0,83.56,802.85,0
RB0021,2025-11,8,342.2,201.0,0.5875,0.9721,4221.22,85.0,84.42,811.69,0
RB0021,2025-12,9,345.7,201.7,0.5834,0.9821,4235.03,85.0,84.7,483.16,0
RB0021,2026-01,10,347.3,223.3,0.6429,0.9867,4688.68,85.0,93.77,736.71,0
RB0021,2026-02,11,342.3,211.9,0.6191,0.9726,4450.88,85.0,89.02,739.5,0
RB0021,2026-03,12,334.9,206.8,0.6175,0.9515,4343.49,85.0,86.87,817.51,0
RB0021,2026-04,13,340.3,203.2,0.5972,0.9668,4267.76,85.0,85.36,508.93,0
RB0021,2026-05,14,335.2,187.9,0.5606,0.9524,3946.67,85.0,78.93,554.06,0
RB0021,2026-06,15,336.1,202.7,0.6031,0.9548,4256.45,85.0,85.13,501.49,0
RB0022,2025-03,0,343.6,63.6,0.185,0.9763,1398.84,85.0,26.71,779.24,0
RB0022,2025-04,1,348.2,149.3,0.4287,0.9892,3283.76,85.0,62.69,646.85,0
RB0022,2025-05,2,338.5,206.4,0.6097,0.9616,4540.06,85.0,86.67,470.97,0
RB0022,2025-06,3,341.1,261.1,0.7656,0.969,5745.11,85.0,109.68,723.41,0
RB0022,2025-07,4,347.8,255.3,0.7339,0.9881,5615.66,85.0,107.21,700.11,0
RB0022,2025-08,5,340.0,239.7,0.705,0.9659,5273.6,85.0,100.68,660.49,0
RB0022,2025-09,6,335.7,262.6,0.7824,0.9536,5777.66,85.0,110.3,612.15,0
RB0022,2025-10,7,342.8,245.2,0.7152,0.9738,5393.65,85.0,102.97,501.14,0
RB0022,2025-11,8,334.5,265.8,0.7946,0.9502,5846.75,85.0,111.62,519.68,0
RB0022,2025-12,9,345.1,286.8,0.8313,0.9803,6310.58,85.0,120.47,430.81,0
RB0022,2026-01,10,335.9,258.3,0.769,0.9542,5682.17,85.0,108.48,748.79,0
RB0022,2026-02,11,334.6,283.8,0.8484,0.9505,6244.41,85.0,119.21,701.09,0
RB0022,2026-03,12,344.0,252.2,0.733,0.9774,5547.76,85.0,105.91,794.86,0
RB0022,2026-04,13,342.5,284.1,0.8294,0.9731,6250.02,85.0,119.32,728.96,0
RB0022,2026-05,14,347.6,246.6,0.7096,0.9875,5426.04,85.0,103.59,794.78,0
RB0022,2026-06,15,345.2,247.6,0.7172,0.9808,5447.14,85.0,103.99,643.26,0
RB0023,2025-03,0,313.1,17.7,0.0564,0.8894,335.57,85.0,7.42,3322.89,0
RB0023,2025-04,1,330.3,36.1,0.1092,0.9385,685.52,85.0,15.15,6216.42,1
RB0023,2025-05,2,306.6,47.6,0.1551,0.871,903.62,85.0,19.97,3297.01,0
RB0023,2025-06,3,337.3,79.4,0.2355,0.9582,1508.94,85.0,33.36,4784.88,0
RB0023,2025-07,4,336.8,68.9,0.2045,0.9568,1308.73,85.0,28.93,4139.22,0
RB0023,2025-08,5,318.3,67.0,0.2105,0.9044,1272.93,85.0,28.14,6319.45,0
RB0023,2025-09,6,309.6,69.9,0.2257,0.8796,1327.79,85.0,29.35,4088.13,0
RB0023,2025-10,7,342.3,69.9,0.2042,0.9724,1328.09,85.0,29.36,5800.48,0
RB0023,2025-11,8,312.5,69.9,0.2237,0.8877,1327.98,85.0,29.36,5115.15,0
RB0023,2025-12,9,326.7,71.8,0.2197,0.928,1363.56,85.0,30.14,5681.7,0
RB0023,2026-01,10,328.9,75.4,0.2293,0.9343,1432.7,85.0,31.67,6037.21,0
RB0023,2026-02,11,328.1,65.1,0.1983,0.9321,1236.09,85.0,27.32,4155.65,1
RB0023,2026-03,12,313.9,70.5,0.2247,0.8916,1340.23,85.0,29.63,3556.63,0
RB0023,2026-04,13,312.1,73.4,0.2353,0.8868,1395.46,85.0,30.85,5342.35,0
RB0023,2026-05,14,326.6,71.9,0.2202,0.9277,1366.24,85.0,30.2,6253.7,0
RB0023,2026-06,15,335.7,77.9,0.2321,0.9536,1480.35,85.0,32.72,4746.46,0
RB0024,2025-03,0,333.0,52.9,0.1588,0.9459,1110.11,85.0,22.2,3544.8,1
RB0024,2025-04,1,331.4,98.9,0.2985,0.9415,2077.19,85.0,41.54,2898.55,0
RB0024,2025-05,2,321.2,135.1,0.4205,0.9124,2836.34,85.0,56.73,2883.38,0
RB0024,2025-06,3,309.9,178.0,0.5744,0.8805,3738.29,85.0,74.77,2663.89,1
RB0024,2025-07,4,322.1,192.3,0.5969,0.9151,4037.96,85.0,80.76,2834.2,0
RB0024,2025-08,5,316.3,177.0,0.5595,0.8986,3716.79,85.0,74.34,3162.03,0
RB0024,2025-09,6,315.2,197.2,0.6257,0.8954,4141.72,85.0,82.83,3448.81,0
RB0024,2025-10,7,309.1,171.2,0.5537,0.8783,3594.61,85.0,71.89,2625.51,1
RB0024,2025-11,8,314.5,185.2,0.5889,0.8935,3889.32,85.0,77.79,4472.6,0
RB0024,2025-12,9,307.0,203.9,0.6643,0.8721,4282.52,85.0,85.65,3466.54,0
RB0024,2026-01,10,337.0,187.6,0.5566,0.9574,3938.91,85.0,78.78,3238.55,0
RB0024,2026-02,11,333.5,214.4,0.6429,0.9473,4502.02,85.0,90.04,3120.14,0
RB0024,2026-03,12,306.4,176.1,0.5747,0.8704,3697.9,85.0,73.96,3034.92,0
RB0024,2026-04,13,341.1,203.6,0.5969,0.9692,4276.59,85.0,85.53,2806.54,0
RB0024,2026-05,14,339.2,222.4,0.6556,0.9637,4670.48,85.0,93.41,3368.29,0
RB0024,2026-06,15,337.2,201.0,0.596,0.958,4221.12,85.0,84.42,2477.76,0
RB0025,2025-03,0,348.1,57.1,0.1641,0.989,1199.42,85.0,23.99,679.53,0
RB0025,2025-04,1,346.1,104.0,0.3005,0.9832,2183.94,85.0,43.68,434.21,0
RB0025,2025-05,2,345.9,142.9,0.4131,0.9826,3000.53,85.0,60.01,653.14,0
RB0025,2025-06,3,348.1,193.7,0.5564,0.989,4067.4,85.0,81.35,506.79,0
RB0025,2025-07,4,339.0,191.2,0.564,0.963,4014.99,85.0,80.3,813.54,0
RB0025,2025-08,5,341.5,188.6,0.5523,0.9703,3961.49,85.0,79.23,435.52,0
RB0025,2025-09,6,334.7,199.0,0.5947,0.9509,4179.79,85.0,83.6,691.71,0
RB0025,2025-10,7,334.9,194.5,0.5805,0.9515,4083.48,85.0,81.67,802.13,0
RB0025,2025-11,8,348.2,227.3,0.6529,0.9892,4774.29,85.0,95.49,467.52,0
RB0025,2025-12,9,334.6,193.0,0.5768,0.9506,4053.19,85.0,81.06,760.51,0
RB0025,2026-01,10,342.3,206.9,0.6044,0.9725,4344.57,85.0,86.89,650.71,0
RB0025,2026-02,11,339.0,204.4,0.603,0.9632,4293.18,85.0,85.86,753.94,0
RB0025,2026-03,12,343.4,208.9,0.6082,0.9757,4386.7,85.0,87.73,564.74,0
RB0025,2026-04,13,346.1,200.3,0.5789,0.9832,4207.24,85.0,84.14,498.98,0
RB0025,2026-05,14,334.9,208.3,0.622,0.9514,4374.14,85.0,87.48,625.2,0
RB0025,2026-06,15,343.0,200.2,0.5837,0.9745,4204.77,85.0,84.1,697.18,0
RB0026,2025-03,0,340.2,66.4,0.1951,0.9663,1459.76,85.0,27.87,673.94,0
RB0026,2025-04,1,335.3,140.6,0.4193,0.9525,3092.91,85.0,59.05,691.37,0
RB0026,2025-05,2,338.4,209.4,0.6189,0.9613,4607.52,85.0,87.96,559.12,0
RB0026,2025-06,3,336.4,273.2,0.8123,0.9555,6010.92,85.0,114.75,682.91,0
RB0026,2025-07,4,340.5,253.7,0.745,0.9674,5581.35,85.0,106.55,777.37,0
RB0026,2025-08,5,348.1,265.0,0.7612,0.9891,5830.37,85.0,111.31,605.48,0
RB0026,2025-09,6,335.1,280.1,0.8359,0.952,6162.12,85.0,117.64,474.0,0
RB0026,2025-10,7,341.5,264.7,0.775,0.9702,5822.63,85.0,111.16,681.86,0
RB0026,2025-11,8,336.0,277.2,0.8251,0.9546,6099.41,85.0,116.44,718.39,0
RB0026,2025-12,9,336.7,276.3,0.8208,0.9564,6079.6,85.0,116.07,508.9,0
RB0026,2026-01,10,345.5,263.5,0.7626,0.9815,5796.35,85.0,110.66,703.01,0
RB0026,2026-02,11,347.4,276.8,0.7967,0.987,6089.44,85.0,116.25,593.9,0
RB0026,2026-03,12,335.0,253.9,0.7579,0.9517,5585.73,85.0,106.64,464.55,0
RB0026,2026-04,13,343.0,265.1,0.7731,0.9743,5832.76,85.0,111.35,466.45,0
RB0026,2026-05,14,341.9,245.1,0.7169,0.9712,5392.01,85.0,102.94,420.37,0
RB0026,2026-06,15,339.9,244.1,0.7182,0.9657,5370.85,85.0,102.53,545.75,0
RB0027,2025-03,0,347.8,49.5,0.1422,0.9881,1038.68,85.0,20.77,763.46,0
RB0027,2025-04,1,348.0,101.7,0.2922,0.9887,2135.15,85.0,42.7,479.46,0
RB0027,2025-05,2,345.1,163.4,0.4735,0.9803,3431.56,85.0,68.63,729.9,1
RB0027,2025-06,3,347.1,195.6,0.5635,0.9861,4107.51,85.0,82.15,594.26,0
RB0027,2025-07,4,344.4,196.0,0.5692,0.9784,4116.47,85.0,82.33,473.57,0
RB0027,2025-08,5,342.7,209.7,0.6118,0.9737,4403.34,85.0,88.07,539.92,0
RB0027,2025-09,6,344.9,210.6,0.6107,0.9797,4423.0,85.0,88.46,707.26,0
RB0027,2025-10,7,343.4,200.1,0.5828,0.9756,4202.78,85.0,84.06,797.76,0
RB0027,2025-11,8,346.4,207.7,0.5997,0.984,4361.97,85.0,87.24,653.11,0
RB0027,2025-12,9,337.1,213.6,0.6339,0.9575,4486.62,85.0,89.73,618.22,0
RB0027,2026-01,10,334.6,185.7,0.5549,0.9506,3899.33,85.0,77.99,476.98,0
RB0027,2026-02,11,341.1,213.6,0.6262,0.969,4485.12,85.0,89.7,672.42,0
RB0027,2026-03,12,347.1,206.5,0.595,0.9861,4337.24,85.0,86.74,548.12,0
RB0027,2026-04,13,347.5,227.2,0.6538,0.9871,4770.79,85.0,95.42,740.72,0
RB0027,2026-05,14,335.9,201.5,0.5998,0.9543,4230.78,85.0,84.62,649.25,1
RB0027,2026-06,15,338.9,209.7,0.6189,0.9627,4404.51,85.0,88.09,807.59,0
RB0028,2025-04,0,341.0,67.2,0.1971,0.9689,1478.58,85.0,28.23,723.35,0
RB0028,2025-05,1,340.5,136.3,0.4004,0.9672,2999.35,85.0,57.26,430.42,0
RB0028,2025-06,2,336.1,208.2,0.6194,0.9548,4579.54,85.0,87.43,799.54,0
RB0028,2025-07,3,340.5,266.3,0.7821,0.9673,5858.19,85.0,111.84,649.12,0
RB0028,2025-08,4,335.6,265.6,0.7916,0.9533,5844.16,85.0,111.57,729.29,0
RB0028,2025-09,5,339.8,246.9,0.7265,0.9653,5430.89,85.0,103.68,663.98,0
RB0028,2025-10,6,340.8,259.8,0.7624,0.9681,5715.63,85.0,109.12,453.47,0
RB0028,2025-11,7,339.3,282.7,0.8331,0.9639,6218.7,85.0,118.72,781.89,0
RB0028,2025-12,8,337.1,260.9,0.774,0.9577,5740.42,85.0,109.59,693.68,0
RB0028,2026-01,9,343.4,245.8,0.716,0.9754,5408.65,85.0,103.26,620.96,0
RB0028,2026-02,10,344.1,294.3,0.8552,0.9775,6473.8,85.0,123.59,694.27,0
RB0028,2026-03,11,341.0,256.3,0.7518,0.9687,5639.69,85.0,107.67,477.37,0
RB0028,2026-04,12,340.3,264.7,0.778,0.9667,5824.3,85.0,111.19,630.13,0
RB0028,2026-05,13,345.7,256.9,0.7433,0.982,5652.19,85.0,107.91,839.66,0
RB0028,2026-06,14,341.0,280.9,0.8238,0.9686,6179.34,85.0,117.97,680.82,0
RB0029,2025-04,0,339.6,17.3,0.0509,0.9648,328.56,85.0,7.26,786.39,0
RB0029,2025-05,1,346.4,39.3,0.1134,0.984,746.19,85.0,16.49,915.39,0
RB0029,2025-06,2,337.8,59.4,0.1759,0.9596,1128.94,85.0,24.96,1127.31,0
RB0029,2025-07,3,340.5,76.3,0.2241,0.9673,1450.07,85.0,32.05,671.92,0
RB0029,2025-08,4,334.8,79.9,0.2388,0.951,1518.91,85.0,33.58,814.39,0
RB0029,2025-09,5,346.5,83.2,0.24,0.9844,1580.38,85.0,34.93,755.46,0
RB0029,2025-10,6,346.4,73.1,0.211,0.9842,1388.9,85.0,30.7,799.51,0
RB0029,2025-11,7,345.5,77.8,0.2252,0.9814,1478.45,85.0,32.68,1146.73,0
RB0029,2025-12,8,339.2,78.9,0.2325,0.9636,1498.4,85.0,33.12,649.42,0
RB0029,2026-01,9,338.6,67.6,0.1996,0.9619,1284.08,85.0,28.38,668.2,0
RB0029,2026-02,10,343.0,72.9,0.2124,0.9744,1384.26,85.0,30.6,861.9,0
RB0029,2026-03,11,341.1,78.2,0.2292,0.9689,1485.07,85.0,32.83,1022.34,0
RB0029,2026-04,12,343.4,75.0,0.2183,0.9754,1424.22,85.0,31.48,706.66,0
RB0029,2026-05,13,340.4,82.3,0.2416,0.9671,1562.78,85.0,34.55,907.14,0
RB0029,2026-06,14,343.1,81.7,0.2383,0.9747,1553.16,85.0,34.33,947.68,1
RB0030,2025-04,0,334.8,69.7,0.2083,0.951,1534.34,85.0,29.29,742.06,0
RB0030,2025-05,1,335.7,118.4,0.3527,0.9536,2604.62,85.0,49.72,610.17,0
RB0030,2025-06,2,338.5,208.3,0.6154,0.9615,4582.64,85.0,87.49,716.63,0
RB0030,2025-07,3,335.7,279.9,0.8338,0.9536,6157.41,85.0,117.55,819.59,0
RB0030,2025-08,4,338.7,252.2,0.7447,0.9621,5548.23,85.0,105.92,634.91,0
RB0030,2025-09,5,336.1,270.6,0.8052,0.9547,5953.01,85.0,113.65,584.34,0
RB0030,2025-10,6,343.2,267.5,0.7793,0.975,5884.18,85.0,112.33,673.86,0
RB0030,2025-11,7,335.9,251.9,0.7499,0.9542,5540.85,85.0,105.78,519.0,0
RB0030,2025-12,8,347.8,280.8,0.8073,0.9881,6177.15,85.0,117.93,519.0,0
RB0030,2026-01,9,346.8,285.8,0.8241,0.9852,6287.46,85.0,120.03,605.91,0
RB0030,2026-02,10,344.2,248.8,0.723,0.9778,5474.34,85.0,104.51,505.7,0
RB0030,2026-03,11,341.3,292.6,0.8573,0.9696,6437.22,85.0,122.89,502.73,0
RB0030,2026-04,12,346.2,254.6,0.7355,0.9835,5601.59,85.0,106.94,786.24,0
RB0030,2026-05,13,336.3,260.2,0.774,0.9553,5725.44,85.0,109.3,443.36,0
RB0030,2026-06,14,338.0,237.4,0.7023,0.9603,5223.16,85.0,99.71,601.8,0
RB0031,2025-04,0,340.8,38.7,0.1134,0.9683,773.08,85.0,16.23,791.34,0
RB0031,2025-05,1,336.0,77.4,0.2304,0.9545,1548.14,85.0,32.51,792.78,0
RB0031,2025-06,2,335.8,122.9,0.3661,0.9539,2458.45,85.0,51.63,525.05,0
RB0031,2025-07,3,342.7,172.5,0.5033,0.9737,3449.87,85.0,72.45,930.73,0
RB0031,2025-08,4,341.3,149.4,0.4377,0.9695,2987.19,85.0,62.73,505.88,0
RB0031,2025-09,5,345.5,175.0,0.5064,0.9815,3499.49,85.0,73.49,514.44,0
RB0031,2025-10,6,339.7,164.2,0.4833,0.965,3283.48,85.0,68.95,777.46,0
RB0031,2025-11,7,335.0,176.6,0.5271,0.9516,3531.39,85.0,74.16,1000.24,0
RB0031,2025-12,8,346.1,171.2,0.4947,0.9831,3424.15,85.0,71.91,640.06,0
RB0031,2026-01,9,337.9,166.0,0.4911,0.96,3319.36,85.0,69.71,827.69,0
RB0031,2026-02,10,335.0,148.8,0.4441,0.9516,2975.42,85.0,62.48,978.26,0
RB0031,2026-03,11,340.7,154.9,0.4545,0.968,3097.23,85.0,65.04,718.96,0
RB0031,2026-04,12,338.9,177.3,0.5232,0.9628,3546.65,85.0,74.48,851.33,0
RB0031,2026-05,13,341.5,173.0,0.5065,0.9702,3459.37,85.0,72.65,972.96,0
RB0031,2026-06,14,342.4,175.3,0.5118,0.9729,3505.61,85.0,73.62,603.04,0
RB0032,2025-04,0,337.7,67.3,0.1991,0.9595,1479.71,85.0,28.25,582.09,0
RB0032,2025-05,1,335.0,127.3,0.3799,0.9517,2799.69,85.0,53.45,728.93,0
RB0032,2025-06,2,335.5,189.4,0.5646,0.9532,4167.25,85.0,79.56,587.33,0
RB0032,2025-07,3,335.2,271.9,0.811,0.9524,5981.56,85.0,114.19,671.5,0
RB0032,2025-08,4,346.6,265.5,0.7661,0.9845,5840.7,85.0,111.5,497.03,0
RB0032,2025-09,5,336.5,284.7,0.846,0.9559,6262.42,85.0,119.56,653.47,0
RB0032,2025-10,6,346.3,260.3,0.7518,0.9837,5726.51,85.0,109.32,595.51,0
RB0032,2025-11,7,342.1,244.4,0.7144,0.9719,5377.29,85.0,102.66,567.28,0
RB0032,2025-12,8,338.1,285.9,0.8458,0.9604,6290.56,85.0,120.09,659.72,0
RB0032,2026-01,9,347.5,244.4,0.7034,0.9871,5377.1,85.0,102.65,445.38,0
RB0032,2026-02,10,341.8,250.1,0.7317,0.971,5502.39,85.0,105.05,583.42,0
RB0032,2026-03,11,344.3,265.4,0.7708,0.9782,5838.87,85.0,111.47,465.58,0
RB0032,2026-04,12,344.8,242.1,0.7022,0.9796,5326.96,85.0,101.7,692.88,0
RB0032,2026-05,13,336.0,273.5,0.8142,0.9544,6017.57,85.0,114.88,500.22,0
RB0032,2026-06,14,346.4,289.0,0.8344,0.984,6358.34,85.0,121.39,604.19,0
RB0033,2025-04,0,338.7,68.5,0.2023,0.9622,1507.63,85.0,28.78,608.29,0
RB0033,2025-05,1,345.4,127.3,0.3686,0.9813,2801.14,85.0,53.48,740.61,0
RB0033,2025-06,2,345.5,188.0,0.5441,0.9815,4135.61,85.0,78.95,540.23,0
RB0033,2025-07,3,344.8,284.2,0.824,0.9797,6251.45,85.0,119.35,832.4,0
RB0033,2025-08,4,341.2,249.1,0.7301,0.9692,5480.06,85.0,104.62,454.5,0
RB0033,2025-09,5,342.8,281.9,0.8223,0.9739,6201.67,85.0,118.4,560.56,0
RB0033,2025-10,6,342.0,279.2,0.8164,0.9717,6143.01,85.0,117.28,708.7,0
RB0033,2025-11,7,342.1,249.7,0.7297,0.972,5492.9,85.0,104.86,730.29,0
RB0033,2025-12,8,339.6,290.5,0.8554,0.9648,6390.95,85.0,122.01,804.23,0
RB0033,2026-01,9,341.6,290.2,0.8495,0.9705,6384.22,85.0,121.88,734.34,0
RB0033,2026-02,10,337.5,279.6,0.8284,0.9588,6150.75,85.0,117.42,672.53,0
RB0033,2026-03,11,337.3,282.0,0.836,0.9584,6204.57,85.0,118.45,501.56,0
RB0033,2026-04,12,339.5,271.9,0.8009,0.9645,5981.94,85.0,114.2,567.16,0
RB0033,2026-05,13,346.2,246.5,0.7122,0.9834,5423.42,85.0,103.54,792.01,0
RB0033,2026-06,14,345.5,287.4,0.8318,0.9815,6322.89,85.0,120.71,453.0,0
RB0034,2025-04,0,344.4,42.5,0.1233,0.9784,849.34,85.0,17.84,681.76,0
RB0034,2025-05,1,337.2,77.4,0.2296,0.958,1548.74,85.0,32.52,547.01,0
RB0034,2025-06,2,340.4,111.4,0.3274,0.967,2228.71,85.0,46.8,909.53,0
RB0034,2025-07,3,337.0,174.1,0.5167,0.9574,3482.53,85.0,73.13,826.57,1
RB0034,2025-08,4,336.6,165.5,0.4917,0.9563,3310.2,85.0,69.51,701.63,0
RB0034,2025-09,5,344.6,169.3,0.4912,0.979,3385.7,85.0,71.1,1005.23,0
RB0034,2025-10,6,342.5,169.7,0.4954,0.9731,3393.84,85.0,71.27,610.47,0
RB0034,2025-11,7,341.5,172.7,0.5057,0.9703,3454.55,85.0,72.55,617.39,0
RB0034,2025-12,8,339.6,155.0,0.4565,0.9646,3100.26,85.0,65.11,630.54,0
RB0034,2026-01,9,336.8,153.9,0.457,0.9568,3077.93,85.0,64.64,582.58,0
RB0034,2026-02,10,344.3,178.1,0.5173,0.978,3561.5,85.0,74.79,785.38,0
RB0034,2026-03,11,341.3,150.8,0.4419,0.9696,3016.39,85.0,63.34,988.77,0
RB0034,2026-04,12,334.6,175.0,0.5231,0.9506,3500.67,85.0,73.51,645.4,0
RB0034,2026-05,13,344.0,149.4,0.4343,0.9774,2988.04,85.0,62.75,642.27,0
RB0034,2026-06,14,341.8,171.1,0.5006,0.971,3422.09,85.0,71.86,993.7,0
RB0035,2025-04,0,348.3,51.6,0.1482,0.9894,1083.99,85.0,21.68,559.28,0
RB0035,2025-05,1,345.0,101.1,0.293,0.9803,2122.98,85.0,42.46,575.15,0
RB0035,2025-06,2,346.1,145.5,0.4205,0.9832,3056.32,85.0,61.13,781.02,0
RB0035,2025-07,3,343.5,201.7,0.5873,0.9759,4236.72,85.0,84.73,731.1,0
RB0035,2025-08,4,343.6,217.9,0.6342,0.976,4575.82,85.0,91.52,618.03,0
RB0035,2025-09,5,335.5,208.5,0.6216,0.953,4378.85,85.0,87.58,739.67,0
RB0035,2025-10,6,348.2,213.9,0.6142,0.9893,4491.36,85.0,89.83,464.47,0
RB0035,2025-11,7,342.6,202.7,0.5916,0.9733,4256.13,85.0,85.12,836.22,0
RB0035,2025-12,8,337.6,207.6,0.6149,0.9591,4359.58,85.0,87.19,674.35,1
